1.4.7 Lesser Antilles / Creole Caribbean	2.2.1.3.24.23	1.4.7 Lesser Antilles / Creole Caribbean
lake whitefish	1.1.13.2.6.4	lake whitefish
lake whitefish	1.1.13.3.6.18	lake whitefish
lake whitefish	1.1.13.5.6.3	lake whitefish
lake whitefish	1.1.14.1.6.14	lake whitefish
lake whitefish	1.1.14.2.6.14	lake whitefish
lake whitefish	1.1.6.1.6.1	lake whitefish
lake whitefish	1.1.6.2.6.4	lake whitefish
lake whitefish	1.1.6.4.6.9	lake whitefish
lake whitefish	1.1.6.6.6.1	lake whitefish
lake whitefish	1.1.7.4.6.12	lake whitefish
lake-harvested wild rice	1.1.6.2.1.2	lake-harvested wild rice
lake-harvested wild rice	1.1.6.6.1.2	lake-harvested wild rice
Lakeland Herdwick lamb	2.1.1.1.6.1	Lakeland Herdwick lamb
lakerda	4.1.1.1.14.1	lakerda
lakerda	4.1.1.1.18.8	lakerda
lakerda	4.1.1.2.14.6	lakerda
Lakhori mirch	5.3.1.4.8.9	Lakhori mirch
lakhshak	4.6.5.2.1.7	lakhshak
lakhshak noodles	4.6.5.1.1.6	lakhshak noodles
lakhshak noodles	4.6.5.1.18.3	lakhshak noodles
laknori	2.6.8.2.18.7	laknori
lako bread	4.6.1.2.1.6	lako bread
lako bread	4.6.1.2.23.1	lako bread
Lakotokoto	3.6.3.4.18.3	Lakotokoto
Lakrir jui	5.5.5.1.24.3	Lakrir jui
lakror	2.6.9.2.18.10	lakror
lakror dough	2.6.7.3.1.11	lakror dough
lakror dough	2.6.7.3.23.4	lakror dough
lakror in saç	2.6.7.3.18.12	Cabbage in saç
laksa Banjar gravy	7.3.4.2.13.7	laksa Banjar gravy
laksa Betawi curry paste	7.3.2.5.13.8	laksa Betawi curry paste
laksa Johor gravy	7.2.1.4.18.1	laksa Johor gravy
laksa leaves	7.1.7.3.7.10	laksa leaves
laksa leaves	7.1.8.2.7.7	laksa leaves
laksa leaves	7.1.9.1.7.1	laksa leaves
laksa leaves	7.1.9.2.7.8	laksa leaves
laksa leaves	7.1.9.3.7.6	laksa leaves
laksa leaves	7.2.2.1.17.6	laksa leaves
laksa leaves	7.2.2.1.7.1	laksa leaves
laksa leaves	7.2.2.2.17.3	laksa leaves
laksa leaves	7.2.2.2.7.3	laksa leaves
laksa noodles	7.2.1.1.1.4	laksa noodles
laksa noodles	7.2.1.2.1.11	laksa noodles
laksa noodles	7.2.2.2.1.13	laksa noodles
laksa paste	7.2.4.2.13.3	laksa paste
laksam rice rolls	7.2.1.2.1.10	laksam rice rolls
Laksamana Mengamuk	7.3.1.4.20.1	Laksamana Mengamuk
laksan gravy	7.3.1.3.13.5	laksan gravy
láku z okurek	2.5.5.1.12.8	pickled cucumbers
láku z okurek	2.5.5.2.12.10	pickled cucumbers
Lal bhaji	5.4.5.1.7.10	Lal bhaji
Lal bhaji	5.4.5.2.7.1	Lal bhaji
Lal bhaji	5.4.5.3.7.7	Lal bhaji
Lal mirch achar	5.5.3.1.13.11	Lal mirch achar
Lal mirch gunda	5.5.4.2.8.10	Lal mirch gunda
Lal peda	5.3.5.2.18.12	Lal peda
Lal saah	5.5.5.1.20.3	Lal saah
Lal shak	5.5.1.2.7.6	Lal shak
Lal shak	5.5.5.2.7.8	Lal shak
lalampa	7.3.6.1.18.7	lalampa
lalampa	7.3.6.2.1.18	lalampa
Lalis	1.3.1.4.20.6	Lalis
Lalo	1.4.5.1.2.1	Lalo
Lalo	1.4.5.1.7.1	Lalo
Lalo	1.4.5.2.2.1	Lalo
Lalo	1.4.5.2.7.6	Lalo
Lalo	1.4.5.3.2.1	Lalo
Lalo	1.4.5.3.7.5	Lalo
Lalo	1.4.5.4.2.1	Lalo
Lalo	1.4.5.4.7.5	Lalo
lalo	3.4.1.1.18.4	lalo
lalo	3.4.1.1.22.4	lalo
lalo	3.4.1.2.18.1	lalo
lalo	3.4.1.2.22.4	lalo
Lalo Artibonite	1.4.5.1.18.2	Lalo Artibonite
Lalo krab Montrouis	1.4.5.1.18.3	Lalo krab Montrouis
Lam veritab	1.4.5.1.3.11	Lam veritab
Lam veritab	1.4.5.2.1.16	Lam veritab
Lam veritab	1.4.5.2.3.12	Lam veritab
Lam veritab	1.4.5.3.1.15	Lam veritab
Lam veritab	1.4.5.3.18.8	Lam veritab
Lam veritab	1.4.5.3.3.11	Lam veritab
Lam veritab	1.4.5.4.1.15	Lam veritab
Lam veritab	1.4.5.4.18.2	Lam veritab
Lam veritab	1.4.5.4.3.12	Lam veritab
lamale	7.3.5.3.6.17	lamale
lamang	7.3.4.2.1.15	lamang
Lamb	1.1.1.2.6.3	Lamb
Lamb	1.1.1.3.6.24	Lamb
Lamb	1.1.1.4.6.32	Lamb
Lamb	1.1.13.6.6.19	Lamb
Lamb	1.1.14.6.6.26	Lamb
Lamb	1.1.2.1.6.29	Lamb
Lamb	1.1.2.3.6.21	Lamb
Lamb	1.1.2.5.6.3	Lamb
Lamb	1.1.3.1.6.22	Lamb
Lamb	1.1.3.2.6.3	Lamb
Lamb	1.1.4.4.6.8	Lamb
Lamb	1.1.4.5.6.4	Lamb
Lamb	1.1.5.1.6.19	Lamb
Lamb	1.1.5.2.6.20	Lamb
Lamb	1.1.5.3.6.21	Lamb
Lamb	1.2.1.6.6.16	Lamb
Lamb	1.2.2.6.6.14	Lamb
Lamb	1.2.2.7.6.14	Lamb
Lamb	1.2.2.8.6.21	Lamb
Lamb	1.2.2.9.6.15	Lamb
Lamb	2.2.7.5.6.14	Lamb
Lamb	2.2.8.1.6.6	Lamb
Lamb	2.2.8.2.6.26	Lamb
Lamb	2.2.8.3.6.16	Lamb
Lamb	2.3.1.2.6.9	Lamb
Lamb	2.3.2.3.6.8	Lamb
Lamb	2.5.2.3.6.26	Lamb
Lamb	2.5.3.3.6.22	Lamb
Lamb	2.5.3.4.6.21	Lamb
Lamb	2.5.4.1.6.25	Lamb
Lamb	2.5.4.2.6.22	Lamb
Lamb	2.5.4.4.6.23	Lamb
Lamb	2.5.5.1.6.31	Lamb
Lamb	2.5.5.2.6.33	Lamb
Lamb	2.5.5.3.6.15	Lamb
Lamb	2.5.6.2.6.35	Lamb
Lamb	2.5.6.3.6.23	Lamb
Lamb	2.9.1.1.6.4	Lamb
Lamb	2.9.1.3.6.3	Lamb
Lamb	2.9.2.1.6.4	Lamb
Lamb	2.9.2.2.6.2	Lamb
Lamb	2.9.2.3.6.3	Lamb
Lamb	2.9.2.4.6.6	Lamb
Lamb	2.9.3.1.6.2	Lamb
Lamb	2.9.3.2.6.3	Lamb
Lamb	2.9.3.3.6.9	Lamb
Lamb	2.9.3.4.6.2	Lamb
Lamb	2.9.4.1.6.3	Lamb
Lamb	2.9.4.2.6.4	Lamb
Lamb	2.9.4.3.6.3	Lamb
Lamb	2.9.5.1.6.1	Lamb
Lamb	2.9.5.2.6.1	Lamb
Lamb	2.9.5.3.6.1	Lamb
Lamb	2.9.5.4.6.1	Lamb
Lamb	2.9.6.1.6.3	Lamb
Lamb	2.9.6.2.6.3	Lamb
Lamb	2.9.6.3.6.1	Lamb
Lamb	2.9.7.1.6.8	Lamb
Lamb	2.9.7.2.6.4	Lamb
Lamb	2.9.7.3.6.7	Lamb
Lamb	2.9.7.4.6.14	Lamb
Lamb	3.2.1.2.6.3	Lamb
Lamb	3.2.1.3.6.3	Lamb
Lamb	3.2.1.4.6.3	Lamb
Lamb	3.2.1.5.6.3	Lamb
Lamb	3.2.2.2.6.2	Lamb
Lamb	3.2.2.3.6.2	Lamb
Lamb	3.2.2.4.6.3	Lamb
Lamb	3.2.2.5.6.2	Lamb
Lamb	4.5.1.1.6.2	Lamb
Lamb	4.5.1.2.6.1	Lamb
Lamb	4.5.1.3.6.2	Lamb
Lamb	4.5.2.1.6.2	Lamb
Lamb	4.5.2.3.6.1	Lamb
Lamb	4.5.3.2.6.2	Lamb
Lamb	4.5.3.3.6.1	Lamb
Lamb	4.5.3.4.6.2	Lamb
Lamb	4.5.4.1.6.1	Lamb
Lamb	4.5.4.2.6.1	Lamb
Lamb	4.5.4.3.6.1	Lamb
Lamb	4.5.4.4.6.4	Lamb
Lamb	4.5.5.1.6.1	Lamb
Lamb	4.5.5.2.6.2	Lamb
Lamb	4.5.5.3.6.3	Lamb
Lamb	4.5.5.4.6.2	Lamb
Lamb	4.5.6.1.6.13	Lamb
Lamb	4.5.6.2.6.4	Lamb
Lamb	4.5.6.3.6.1	Lamb
Lamb	5.3.4.2.6.3	Lamb
Lamb	5.3.5.1.6.3	Lamb
Lamb	5.3.5.4.6.3	Lamb
Lamb	5.6.2.4.6.5	Lamb
Lamb	5.7.1.2.6.9	Lamb
Lamb	6.5.1.1.6.14	Lamb
Lamb	6.8.2.1.6.3	Lamb
Lamb	6.8.2.2.6.1	Lamb
Lamb	6.8.2.3.6.1	Lamb
Lamb	9.1.2.3.6.8	Lamb
Lamb	9.1.3.1.6.2	Lamb
Lamb	9.1.3.2.6.6	Lamb
Lamb	9.1.3.3.6.18	Lamb
Lamb	9.1.4.1.6.16	Lamb
Lamb	9.1.4.3.6.4	Lamb
Lamb	9.1.6.1.6.13	Lamb
Lamb	9.1.6.2.6.14	Lamb
lamb	1.1.10.1.6.19	lamb
lamb	1.1.10.2.6.15	lamb
lamb	1.1.10.3.6.9	lamb
lamb	1.1.10.4.6.27	lamb
lamb	1.1.10.5.6.20	lamb
lamb	1.1.11.1.6.20	lamb
lamb	1.1.11.2.6.25	lamb
lamb	1.1.11.3.6.18	lamb
lamb	1.1.11.4.6.4	lamb
lamb	1.1.11.5.6.17	lamb
lamb	1.1.13.1.6.31	lamb
lamb	1.1.13.2.6.15	lamb
lamb	1.1.13.3.6.4	lamb
lamb	1.1.14.1.6.8	lamb
lamb	1.1.14.2.6.9	lamb
lamb	1.1.14.3.6.27	lamb
lamb	1.1.14.4.6.18	lamb
lamb	1.1.7.1.6.8	lamb
lamb	1.1.7.4.6.6	lamb
lamb	1.1.7.5.6.3	lamb
lamb	1.1.8.2.6.9	lamb
lamb	1.1.8.4.6.4	lamb
lamb	1.1.8.6.6.9	lamb
lamb	1.1.9.1.6.6	lamb
lamb	1.1.9.2.6.7	lamb
lamb	1.1.9.3.6.6	lamb
lamb	1.1.9.4.6.3	lamb
lamb	2.1.1.2.6.2	lamb
lamb	2.1.2.4.6.3	lamb
lamb	2.3.8.2.6.5	lamb
lamb	2.3.9.1.6.8	lamb
lamb	2.3.9.2.6.3	lamb
lamb	2.6.1.1.6.7	lamb
lamb	2.6.1.2.6.13	lamb
lamb	2.6.2.1.6.15	lamb
lamb	2.6.2.2.6.4	lamb
lamb	2.6.2.3.6.16	lamb
lamb	2.6.3.3.6.2	lamb
lamb	2.6.4.1.6.3	lamb
lamb	2.6.4.2.6.1	lamb
lamb	2.6.5.2.6.9	lamb
lamb	2.6.5.3.6.6	lamb
lamb	2.6.6.2.6.5	lamb
lamb	2.6.6.3.6.1	lamb
lamb	2.6.7.1.6.6	lamb
lamb	2.6.7.2.6.1	lamb
lamb	2.6.7.3.6.4	lamb
lamb	2.6.8.1.6.3	lamb
lamb	2.6.8.2.6.1	lamb
lamb	2.6.9.1.6.3	lamb
lamb	2.6.9.2.6.7	lamb
lamb	2.6.9.3.6.2	lamb
lamb	2.7.1.1.6.3	lamb
lamb	2.7.1.2.6.3	lamb
lamb	2.7.1.3.6.1	lamb
lamb	2.7.1.4.6.3	lamb
lamb	2.7.1.5.6.3	lamb
lamb	2.7.2.1.6.3	lamb
lamb	2.7.2.2.6.3	lamb
lamb	2.7.2.3.6.9	lamb
lamb	2.7.2.4.6.1	lamb
lamb	2.7.2.5.6.1	lamb
lamb	2.7.3.1.6.4	lamb
lamb	2.7.3.2.6.1	lamb
lamb	2.8.1.3.6.4	lamb
lamb	2.8.2.3.6.15	lamb
lamb	2.8.4.1.6.15	lamb
lamb	2.8.4.2.6.8	lamb
lamb	2.8.4.3.6.14	lamb
lamb	2.8.4.4.6.11	lamb
lamb	2.8.5.1.6.5	lamb
lamb	2.8.5.2.6.8	lamb
lamb	2.8.5.3.6.6	lamb
lamb	2.8.5.4.6.22	lamb
lamb	2.8.5.5.6.1	lamb
lamb	2.8.6.1.6.13	lamb
lamb	2.8.6.3.6.1	lamb
lamb	3.1.1.1.6.20	lamb
lamb	3.1.1.2.6.20	lamb
lamb	3.1.1.3.6.3	lamb
lamb	3.1.1.4.6.6	lamb
lamb	3.1.2.1.6.22	lamb
lamb	3.1.2.2.6.1	lamb
lamb	3.1.2.3.6.1	lamb
lamb	3.1.2.4.6.2	lamb
lamb	3.1.3.1.6.14	lamb
lamb	3.1.3.2.6.10	lamb
lamb	3.1.3.3.6.1	lamb
lamb	3.1.3.4.6.2	lamb
lamb	3.1.4.1.6.1	lamb
lamb	3.1.4.2.6.1	lamb
lamb	3.1.4.3.6.2	lamb
lamb	3.4.1.4.6.16	lamb
lamb	3.4.2.1.6.14	lamb
lamb	3.4.7.2.6.18	lamb
lamb	3.7.1.1.6.1	lamb
lamb	3.7.1.2.6.3	lamb
lamb	3.7.1.3.6.4	lamb
lamb	3.7.1.4.6.4	lamb
lamb	3.7.1.5.6.3	lamb
lamb	3.7.1.6.6.3	lamb
lamb	3.7.2.1.6.2	lamb
lamb	3.7.2.4.6.1	lamb
lamb	3.7.3.1.6.4	lamb
lamb	3.7.3.2.6.4	lamb
lamb	3.7.4.2.6.4	lamb
lamb	3.7.4.3.6.4	lamb
lamb	3.7.4.4.6.4	lamb
lamb	4.1.1.1.6.27	lamb
lamb	4.1.1.2.6.4	lamb
lamb	4.1.1.3.6.2	lamb
lamb	4.1.2.1.6.2	lamb
lamb	4.1.2.2.6.3	lamb
lamb	4.1.2.3.6.1	lamb
lamb	4.1.3.1.6.1	lamb
lamb	4.1.3.2.6.1	lamb
lamb	4.1.3.3.6.1	lamb
lamb	4.1.4.1.6.3	lamb
lamb	4.1.4.3.6.13	lamb
lamb	4.1.5.1.6.2	lamb
lamb	4.1.5.2.6.1	lamb
lamb	4.1.5.3.6.1	lamb
lamb	4.1.5.4.6.1	lamb
lamb	4.2.1.1.6.3	lamb
lamb	4.2.1.2.6.2	lamb
lamb	4.2.1.5.6.3	lamb
lamb	4.2.2.1.6.2	lamb
lamb	4.2.2.2.6.2	lamb
lamb	4.2.2.3.6.2	lamb
lamb	4.2.2.4.6.9	lamb
lamb	4.2.3.1.6.1	lamb
lamb	4.2.3.2.6.1	lamb
lamb	4.2.3.3.6.1	lamb
lamb	4.2.3.4.6.6	lamb
lamb	4.2.3.5.6.1	lamb
lamb	4.3.1.1.6.14	lamb
lamb	4.3.1.2.6.1	lamb
lamb	4.3.1.3.6.1	lamb
lamb	4.3.1.4.6.1	lamb
lamb	4.3.1.5.6.10	lamb
lamb	4.3.2.1.6.1	lamb
lamb	4.3.2.2.6.1	lamb
lamb	4.3.2.3.6.19	lamb
lamb	4.3.2.4.6.1	lamb
lamb	4.3.2.5.6.1	lamb
lamb	4.3.3.1.6.2	lamb
lamb	4.3.3.2.6.1	lamb
lamb	4.3.3.3.6.1	lamb
lamb	4.3.3.4.6.1	lamb
lamb	4.3.4.1.6.1	lamb
lamb	4.3.4.2.6.1	lamb
lamb	4.3.4.3.6.14	lamb
lamb	4.3.4.4.6.1	lamb
lamb	4.3.5.1.6.1	lamb
lamb	4.3.5.2.6.1	lamb
lamb	4.3.5.3.6.2	lamb
lamb	4.3.5.4.6.1	lamb
lamb	4.3.5.5.6.1	lamb
lamb	4.4.1.1.6.1	lamb
lamb	4.4.1.2.6.1	lamb
lamb	4.4.1.3.6.1	lamb
lamb	4.4.2.1.6.1	lamb
lamb	4.4.2.2.6.1	lamb
lamb	4.4.2.3.6.1	lamb
lamb	4.4.3.3.6.1	lamb
lamb	4.4.4.1.6.1	lamb
lamb	4.4.4.2.6.1	lamb
lamb	4.4.4.3.6.1	lamb
lamb	4.6.1.3.6.2	lamb
lamb	4.6.2.1.6.1	lamb
lamb	4.6.2.2.6.1	lamb
lamb	4.6.2.3.6.1	lamb
lamb	4.6.3.1.6.1	lamb
lamb	4.6.3.2.6.1	lamb
lamb	4.6.3.3.6.1	lamb
lamb	4.6.4.3.6.13	lamb
lamb	4.6.5.1.6.1	lamb
lamb	4.6.5.2.6.1	lamb
lamb	4.6.5.3.6.5	lamb
lamb	5.1.1.1.6.1	lamb
lamb	5.1.1.2.6.1	lamb
lamb	5.1.1.3.6.1	lamb
lamb	5.1.1.4.6.1	lamb
lamb	5.1.2.1.6.3	lamb
lamb	5.1.2.2.6.3	lamb
lamb	5.1.2.3.6.1	lamb
lamb	5.1.3.2.6.2	lamb
lamb	5.1.3.3.6.2	lamb
lamb	5.2.4.1.6.2	lamb
lamb	5.2.4.4.6.2	lamb
lamb	6.1.1.1.6.4	lamb
lamb	6.1.4.2.6.7	lamb
lamb	6.1.4.3.6.2	lamb
lamb	6.1.4.4.6.2	lamb
lamb	6.4.4.1.6.2	lamb
lamb	6.4.4.2.6.3	lamb
lamb	6.4.4.3.6.2	lamb
lamb	6.4.4.4.6.3	lamb
lamb	6.4.5.1.6.8	lamb
lamb	6.4.5.2.6.7	lamb
lamb	6.4.5.3.6.8	lamb
lamb	6.4.5.4.6.7	lamb
lamb	8.1.1.1.6.3	lamb
lamb	8.1.1.2.6.2	lamb
lamb	8.1.1.3.6.2	lamb
lamb	8.1.1.4.6.1	lamb
lamb	8.1.1.5.6.2	lamb
lamb	8.1.2.1.6.2	lamb
lamb	8.1.2.2.6.3	lamb
lamb	8.1.2.3.6.2	lamb
lamb	8.1.2.4.6.2	lamb
lamb	8.1.3.1.6.2	lamb
lamb	8.1.3.2.6.2	lamb
lamb	8.1.3.3.6.2	lamb
lamb	8.1.3.4.6.2	lamb
lamb	8.1.3.5.6.2	lamb
lamb	8.1.4.2.6.2	lamb
lamb	8.1.4.3.6.2	lamb
lamb	8.1.4.4.6.2	lamb
lamb	8.1.5.1.6.1	lamb
lamb	8.1.5.3.6.1	lamb
lamb	8.1.5.4.6.2	lamb
lamb	8.2.1.2.6.4	lamb
lamb	8.2.1.3.6.3	lamb
lamb	8.2.3.2.6.2	lamb
lamb	8.2.3.3.6.2	lamb
lamb	9.2.2.2.6.3	lamb
lamb	9.2.2.3.6.18	lamb
lamb	9.2.2.4.6.20	lamb
lamb	9.2.3.3.6.8	lamb
lamb	9.2.3.4.6.13	lamb
lamb	9.5.6.1.6.4	lamb
lamb	9.5.6.3.6.3	lamb
lamb	9.5.6.4.6.6	lamb
Lamb broth	2.3.6.4.16.22	Lamb broth
Lamb broth	4.5.2.2.16.2	Lamb broth
lamb broth	4.3.3.2.16.6	lamb broth
lamb broth	4.3.3.3.16.7	lamb broth
lamb broth	4.4.1.1.16.2	lamb broth
lamb broth	6.1.2.3.16.5	lamb broth
lamb broth	6.1.4.3.16.8	lamb broth
lamb broth	6.1.4.4.16.5	lamb broth
lamb broth	8.1.1.4.16.2	lamb broth
lamb broth	8.1.3.1.16.3	lamb broth
lamb broth	8.1.3.2.16.2	lamb broth
lamb broth	8.1.3.3.16.2	lamb broth
lamb broth	8.1.3.4.16.3	lamb broth
lamb broth	8.1.4.1.16.2	lamb broth
lamb broth	8.1.4.2.16.2	lamb broth
lamb broth	8.1.4.3.16.2	lamb broth
lamb caul	2.7.1.5.23.4	lamb caul
lamb caul	2.7.1.5.6.11	lamb caul
lamb caul	2.7.3.1.23.5	lamb caul
lamb caul	2.7.3.2.23.5	lamb caul
lamb caul fat	2.6.2.4.23.6	lamb caul fat
lamb caul fat	4.1.1.2.23.5	lamb caul fat
lamb caul fat	4.1.1.3.23.6	lamb caul fat
lamb chops	9.2.2.2.6.4	lamb chops
lamb cooked in milk	2.6.6.3.6.3	lamb cooked in milk
Lamb fat	2.9.5.1.10.7	Lamb fat
Lamb fat	2.9.5.4.10.5	Lamb fat
Lamb fat	2.9.6.3.10.5	Lamb fat
Lamb fat	9.1.2.3.10.5	Lamb fat
Lamb fat	9.1.3.1.10.6	Lamb fat
Lamb fat	9.1.3.3.10.5	Lamb fat
Lamb fat	9.1.4.3.10.2	Lamb fat
lamb fat	3.7.1.1.10.7	lamb fat
lamb fat	3.7.1.7.10.2	lamb fat
lamb fat	3.7.2.1.10.3	lamb fat
lamb fat	8.1.4.4.10.5	lamb fat
lamb fat	8.2.1.2.10.8	lamb fat
lamb fat	8.2.1.3.10.5	lamb fat
lamb fat	8.2.2.2.10.3	lamb fat
lamb fat	9.2.3.1.10.7	lamb fat
lamb fat	9.2.3.2.10.7	lamb fat
lamb flab	9.5.6.4.6.3	lamb flab
lamb gut	2.6.2.4.23.7	lamb gut
lamb head meat	6.1.1.1.6.6	lamb head meat
lamb heart	4.6.2.1.6.8	lamb heart
lamb intestine casing	3.1.4.1.23.1	lamb intestine casing
lamb intestine casing	4.1.1.1.23.5	lamb intestine casing
lamb intestine casing	4.1.1.2.23.6	lamb intestine casing
Lamb intestines	5.3.1.1.6.12	Lamb intestines
lamb intestines	2.7.2.2.23.7	lamb intestines
lamb intestines	4.1.1.1.6.31	lamb intestines
lamb intestines	4.2.3.1.23.4	lamb intestines
lamb jerky	1.1.9.1.14.10	lamb jerky
lamb jerky	1.1.9.3.14.10	lamb jerky
lamb kidneys	6.4.4.1.6.15	lamb kidneys
lamb kidneys	6.4.4.3.6.15	lamb kidneys
Lamb leg	2.3.6.1.6.2	Lamb leg
Lamb leg	4.5.2.2.6.2	Lamb leg
Lamb liver	4.5.2.1.6.6	Lamb liver
Lamb liver	4.5.4.1.6.6	Lamb liver
lamb liver	2.7.1.5.6.10	lamb liver
lamb liver	4.1.1.2.6.5	lamb liver
lamb liver	4.1.3.2.6.11	lamb liver
lamb liver	4.1.3.3.6.14	lamb liver
lamb liver	4.1.5.2.6.8	lamb liver
lamb liver	4.1.5.3.6.9	lamb liver
lamb liver	4.6.2.1.6.9	lamb liver
lamb liver	6.4.4.1.6.14	lamb liver
lamb liver	6.4.4.3.6.14	lamb liver
lamb neck	4.6.2.2.6.5	lamb neck
Lamb offal	2.2.8.1.6.7	Lamb offal
lamb offal	8.2.3.2.6.7	lamb offal
lamb ribs	2.8.6.3.6.3	lamb ribs
lamb ribs	4.1.5.3.6.8	lamb ribs
lamb ribs	4.6.3.1.6.6	lamb ribs
lamb ribs	4.6.3.3.6.5	lamb ribs
lamb ribs	4.6.5.1.6.3	lamb ribs
Lamb sausage	2.9.3.4.14.6	Lamb sausage
lamb shank	4.6.2.1.6.5	lamb shank
lamb shank	4.6.5.1.6.4	lamb shank
Lamb shoulder	2.3.6.1.6.3	Lamb shoulder
Lamb shoulder	4.5.2.2.6.1	Lamb shoulder
Lamb shoulder	4.5.3.1.6.1	Lamb shoulder
Lamb shoulder	4.5.3.4.6.1	Lamb shoulder
Lamb stock	2.3.6.1.16.13	Lamb stock
Lamb stock	2.9.5.1.16.3	Lamb stock
lamb stock	2.1.2.4.16.2	lamb stock
lamb stock	2.6.4.2.16.7	lamb stock
lamb stock	2.6.7.2.16.4	lamb stock
lamb stock	3.7.1.7.16.3	lamb stock
lamb stock	3.7.2.4.16.4	lamb stock
lamb stock	4.1.1.3.16.3	lamb stock
lamb stock	4.1.5.1.16.3	lamb stock
lamb stock	4.1.5.2.16.3	lamb stock
lamb stock	4.3.4.2.16.2	lamb stock
lamb stock	4.3.4.4.16.3	lamb stock
lamb stock	5.1.1.1.16.2	lamb stock
lamb stock	5.1.1.3.16.7	lamb stock
Lamb stomach	5.3.1.1.6.13	Lamb stomach
lamb tail fat	4.1.1.1.10.6	lamb tail fat
lamb tail fat	4.1.2.3.10.7	lamb tail fat
lamb tail fat	4.1.3.2.10.3	lamb tail fat
lamb tail fat	4.1.5.1.10.6	lamb tail fat
lamb tallow	1.1.9.3.10.5	lamb tallow
lamb tallow	6.1.4.4.10.5	lamb tallow
lamb tallow	6.4.4.1.10.2	lamb tallow
lamb tripe	6.1.1.1.6.8	lamb tripe
Lamb's lettuce	2.3.1.2.2.14	Lamb's lettuce
Lamb's lettuce	2.3.1.3.2.25	Lamb's lettuce
Lamb's lettuce	2.3.1.4.2.2	Lamb's lettuce
Lamb's lettuce	2.3.2.1.2.21	Lamb's lettuce
Lamb's lettuce	2.3.3.2.2.16	Lamb's lettuce
Lamb's lettuce	2.3.5.2.2.5	Lamb's lettuce
Lamb's lettuce	2.5.4.1.2.48	Lamb's lettuce
Lamb's lettuce	2.5.4.2.2.52	Lamb's lettuce
Lamb's lettuce	2.5.4.4.2.45	Lamb's lettuce
Lamb's lettuce	2.5.5.1.2.63	Lamb's lettuce
Lamb's lettuce	2.5.5.2.2.63	Lamb's lettuce
Lamb's lettuce	2.5.5.3.2.37	Lamb's lettuce
Lamb's lettuce	2.5.6.1.2.71	Lamb's lettuce
Lamb's lettuce	2.5.6.2.2.58	Lamb's lettuce
Lamb's lettuce	2.5.6.3.2.52	Lamb's lettuce
lamb's lettuce	2.3.8.1.2.23	lamb's lettuce
lamb's lettuce	2.3.8.2.2.19	lamb's lettuce
lamb's lettuce	2.3.8.2.7.8	lamb's lettuce
lamb's lettuce	2.3.9.1.2.28	lamb's lettuce
lamb's lettuce	2.3.9.1.7.3	lamb's lettuce
lamb's lettuce	2.3.9.2.2.19	lamb's lettuce
lamb's lettuce	2.6.1.1.2.17	lamb's lettuce
lamb's lettuce	2.6.1.2.2.11	lamb's lettuce
Lamb's lettuce leaves	2.3.3.2.17.8	Lamb's lettuce leaves
Lamb's quarters	1.1.4.1.2.23	Lamb's quarters
Lamb's quarters	1.1.4.2.2.36	Lamb's quarters
Lamb's quarters	1.1.4.3.2.39	Lamb's quarters
lamb's quarters	5.2.3.3.2.10	lamb's quarters
lamb's quarters	5.2.3.4.2.8	lamb's quarters
lamban	7.2.4.3.1.13	lamban
lamban	7.2.4.3.18.4	lamban
lambari	1.7.6.1.6.12	lambari
Lambi	1.4.7.3.6.12	Lambi
Lambi	1.4.9.1.18.3	Lambi
Lambi	1.4.9.1.6.12	Lambi
Lambi	1.4.9.2.18.3	Lambi
Lambi	1.4.9.2.6.14	Lambi
Lambi	1.4.9.3.6.13	Lambi
Lambí	1.4.3.2.6.10	Lambie
Lambí	1.4.3.4.6.10	Lambie
lambic	2.3.7.2.12.5	lambic
lambic	2.3.7.2.14.1	lambic
lambic	2.3.7.2.16.7	lambic
lambic	2.3.7.2.18.6	lambic
lambic	2.3.7.2.20.1	lambic
Lambig de Bretagne	2.3.1.2.16.11	Lambig of Brittany
Lambig de Bretagne	2.3.1.2.20.7	Lambig of Brittany
lambreta	1.7.3.1.6.8	lambreta
Lambrusco	2.4.3.4.12.7	Lambrusco
Lambrusco	2.4.3.4.16.7	Lambrusco
Lambrusco di Sorbara DOC	2.4.3.4.20.7	Lambrusco di Sorbara DOC
Lambrusco Grasparossa di Castelvetro DOC	2.4.3.4.20.8	Lambrusco Grasparossa di Castelvetro DOC
Lambrusco Salamino di Santa Croce DOC	2.4.3.4.20.9	Lambrusco Salamino di Santa Croce DOC
Lambs quarters	1.2.2.8.2.34	Lambs quarters
Lamezia DOP Bianco	2.4.5.4.20.9	Lamezia DOP Bianco
Lamezia DOP Novello	2.4.5.4.20.14	Lamezia DOP Novello
Lamezia DOP Passito	2.4.5.4.20.13	Lamezia DOP Passito
Lamezia DOP Rosato	2.4.5.4.20.11	Lamezia DOP Rosato
Lamezia DOP Rosso	2.4.5.4.20.10	Lamezia DOP Rosso
Lamezia DOP Spumante	2.4.5.4.20.12	Lamezia DOP Spumante
lamiding	7.2.3.1.2.18	lamiding
lamiding	7.2.3.1.7.4	lamiding
Lamm	2.5.2.4.6.15	Lamm
Lammam mint	4.5.1.2.7.6	Lammam mint
Lammefjord asparagus	2.9.1.3.18.2	Lammefjord asparagus
Lammefjord asparagus	2.9.1.3.2.2	Lammefjord asparagus
