1.4.9 French Caribbean	2.2.1.3.24.25	1.4.9 French Caribbean
farinha de mandioca	1.7.5.3.1.3	cassava flour
farinha de mandioca	1.7.5.4.1.3	cassava flour
farinha de mandioca	1.7.6.1.1.2	cassava flour
farinha de mandioca	1.7.6.2.1.2	cassava flour
farinha de mandioca	1.7.6.3.1.3	cassava flour
farinha de mandioca	1.7.6.4.1.7	cassava flour
farinha de mandioca amarela	1.7.1.1.1.4	yellow cassava flour
farinha de mandioca amarela	1.7.1.3.1.5	yellow cassava flour
farinha de mandioca branca	1.7.1.1.1.3	white cassava flour
farinha de mandioca branca	1.7.5.1.1.3	white cassava flour
farinha de mandioca branca	1.7.5.1.17.1	white cassava flour
farinha de mandioca torrada	1.7.1.3.17.2	roasted cassava flour
farinha de mandioca torrada	1.7.2.1.17.1	roasted cassava flour
farinha de mandioca torrada	1.7.2.2.17.1	roasted cassava flour
farinha de mandioca torrada	1.7.2.3.17.1	roasted cassava flour
farinha de mandioca torrada	1.7.3.1.17.7	roasted cassava flour
farinha de mandioca torrada	1.7.3.2.17.4	roasted cassava flour
farinha de mandioca torrada	1.7.3.3.17.2	roasted cassava flour
farinha de mandioca torrada	1.7.3.4.17.1	roasted cassava flour
farinha de mandioca torrada	1.7.4.1.17.1	roasted cassava flour
farinha de mandioca torrada	1.7.4.2.17.10	roasted cassava flour
farinha de mandioca torrada	1.7.4.3.17.6	roasted cassava flour
farinha de mandioca torrada	1.7.4.4.17.7	roasted cassava flour
farinha de mandioca torrada	1.7.5.2.1.5	roasted cassava flour
farinha de mandioca torrada	1.7.5.2.17.1	roasted cassava flour
farinha de mandioca torrada	1.7.5.3.1.4	roasted cassava flour
farinha de mandioca torrada	1.7.5.3.17.4	roasted cassava flour
farinha de mandioca torrada	1.7.5.4.1.4	roasted cassava flour
farinha de mandioca torrada	1.7.6.2.1.3	roasted cassava flour
farinha de mandioca torrada	1.7.6.2.17.1	roasted cassava flour
farinha de mesocarpo de babaçu	1.7.2.4.1.12	babassu mesocarp flour
farinha de mesocarpo de babaçu	1.7.2.4.22.5	babassu mesocarp flour
farinha de milho	1.7.1.3.1.12	corn flour
farinha de milho	1.7.4.3.1.5	corn flour
farinha de milho	1.7.5.1.1.11	corn flour
farinha de milho	1.7.5.2.1.11	corn flour
farinha de milho	1.7.5.3.1.5	corn flour
farinha de milho	1.7.5.4.1.5	corn flour
farinha de milho	1.7.6.1.1.13	corn flour
farinha de milho	1.7.6.2.1.11	corn flour
farinha de milho	2.2.1.1.1.4	corn flour
farinha de milho	2.2.1.1.22.3	corn flour
farinha de milho	2.2.1.2.1.7	corn flour
farinha de milho	2.2.1.3.1.4	corn flour
farinha de milho	2.2.1.5.1.7	corn flour
farinha de milho biju	1.7.4.2.1.5	biju corn flour
farinha de milho em flocos	1.7.4.2.1.4	flaked corn flour
farinha de taboa	1.7.6.3.1.16	cattail flour
farinha de taboa	1.7.6.3.22.6	cattail flour
farinha de tapioca	1.7.1.1.1.12	tapioca flour
farinha de tapioca	1.7.1.2.1.7	tapioca flour
farinha de tapioca	1.7.1.2.18.3	tapioca flour
farinha de tapioca	1.7.1.3.1.6	tapioca flour
farinha de tapioca	1.7.1.4.1.5	tapioca flour
farinha de tapioca	1.7.1.4.17.2	tapioca flour
farinha de trigo	1.7.1.2.1.15	wheat flour
farinha de trigo	1.7.5.1.1.15	wheat flour
farinha de trigo	1.7.5.3.1.16	wheat flour
farinha de trigo	2.2.1.1.1.6	wheat flour
farinha de trigo	2.2.1.1.22.4	wheat flour
farinha de trigo	2.2.1.2.1.11	wheat flour
farinha de trigo	2.2.1.3.1.10	wheat flour
farinha de trigo	2.2.1.4.1.2	wheat flour
farinha de trigo	2.2.1.5.1.2	wheat flour
farinha do Uarini	1.7.1.1.1.8	Uarini flour
farinha do Uarini torrada	1.7.1.1.17.1	toasted Uarini flour
farinha filé	1.7.1.1.1.7	fillet flour
farinha ovinha	1.7.1.1.1.6	farinha ovinha
farinha seca de mandioca	1.7.2.1.1.4	dry cassava flour
farinha seca de mandioca	1.7.2.4.1.5	dry cassava flour
farinha seca de mandioca	1.7.2.4.17.6	dry cassava flour
farinha seca de mandioca	1.7.3.1.1.4	dry cassava flour
farinha seca de mandioca	1.7.3.3.1.4	dry cassava flour
farinheira	2.2.1.3.14.7	farinheira
farinheira	2.2.1.3.6.14	farinheira
farinheira de Estremoz e Borba IGP	2.2.1.4.6.11	Farinheira de Estremoz and Borba PGI
farinheira de milho de Monchique	2.2.1.5.14.9	Monchique corn flour maker
farinheira de milho de Monchique	2.2.1.5.6.4	Monchique corn flour maker
farinheira de Portalegre IGP	2.2.1.4.6.12	Farinheira de Portalegre PGI
fariup bark	9.4.2.3.19.13	fariup bark
Farm cheese	2.9.7.1.11.16	Farm cheese
farm cheese	2.8.7.5.11.8	farm cheese
Farm chicken	3.5.4.6.6.15	Farm chicken
farm ice cream	2.3.8.3.11.8	farm ice cream
Farm yogurt	2.3.4.1.11.3	Farm yogurt
farm yogurt	2.3.8.3.11.7	farm yogurt
Farm-raised catfish	1.1.3.5.18.7	Farm-raised catfish
farmer cheese	1.1.6.1.11.11	farmer cheese
farmer cheese	1.1.6.2.11.11	farmer cheese
farmer cheese	1.1.6.3.11.12	farmer cheese
farmer cheese	1.1.6.4.11.12	farmer cheese
farmer cheese	1.1.6.5.11.11	farmer cheese
farmer cheese	1.1.6.6.11.10	farmer cheese
farmer cheese	1.1.7.1.11.11	farmer cheese
farmer cheese	1.1.7.2.11.11	farmer cheese
farmer cheese	1.1.7.4.11.11	farmer cheese
farmer cheese	1.1.7.5.11.10	farmer cheese
farmer cheese	2.8.3.2.11.8	farmer cheese
farmer cheese	2.8.3.3.11.9	farmer cheese
farmer cheese	2.8.7.1.11.11	farmer cheese
farmer cheese	2.8.7.2.11.7	farmer cheese
farmer cheese	2.8.7.3.11.7	farmer cheese
farmer's oven	2.6.5.1.24.4	farmer's oven
Farmhouse ale	2.9.2.3.20.7	Farmhouse ale
Farmhouse Ossau-Iraty	2.3.4.2.11.4	Farmhouse Ossau-Iraty
Farmstead cheese	1.1.1.1.11.8	Farmstead cheese
Farmstead cheese	1.1.1.3.11.8	Farmstead cheese
Farmstead cheese	1.1.1.4.11.5	Farmstead cheese
Farmstead cow's milk cheese	1.1.2.5.11.7	Farmstead cow's milk cheese
Farmstead cow's milk cheese	1.1.3.6.11.7	Farmstead cow's milk cheese
faro	2.3.7.2.20.4	faro
Faro DOP	2.4.6.2.20.19	Faro DOP
farofa de banana	1.7.6.2.18.3	banana farofa
farofa de banana	1.7.6.3.13.5	banana farofa
farofa de banana-da-terra	1.7.4.1.13.4	plantain farofa
farofa de camarão	1.7.4.1.13.5	shrimp farofa
farofa de carne	1.7.6.3.13.6	meat farofa
farofa de feijão	1.7.4.1.13.6	bean farofa
farofa de ova de tainha	1.7.5.2.18.5	mullet roe farofa
farro	1.1.13.2.1.16	farro
farro	2.4.3.2.1.1	farro
farro	2.4.3.3.1.9	farro
farro	2.4.4.2.1.5	farro
farro	2.4.5.1.1.11	farro
farro	2.4.5.4.1.11	farro
farro	2.4.6.3.1.14	farro
Farro della Garfagnana IGP	2.4.3.1.1.1	Spelled from Garfagnana PGI
Farro della Garfagnana IGP	2.4.3.1.18.2	Spelled from Garfagnana PGI
farro in chicchi	2.4.2.3.1.10	farro in chicchi
farro perlato	2.4.3.1.1.2	farro perlato
farro perlato	2.4.3.2.1.2	farro perlato
Farsan	5.4.2.3.17.4	Farsan
Fasi rice	6.2.3.1.1.3	Fasi rice
Fasi rice	6.2.3.1.18.11	Fasi rice
Faskar	4.5.3.2.6.11	Faskar
Fasola Piękny Jaś z Doliny Dunajca	2.8.1.3.4.1	Fasola Piękny Jaś z Dolina Dunajca
fasolari	2.4.2.2.6.21	fasolari
fasulye	4.1.3.1.2.11	fasulye
fasulye	4.1.3.1.4.6	fasulye
Fat Cow	2.1.2.2.11.14	Fat Cow
fataça	2.2.1.3.6.19	fatace
Fatback	1.1.2.1.10.4	Fatback
fatias de pão alentejano	2.2.1.4.1.7	slices of Alentejo bread
fatir	8.1.4.1.1.13	fatir
fatir	8.1.4.2.1.11	fatir
fatir	8.1.4.3.1.11	fatir
fatir dough	8.1.4.1.23.4	fatir dough
fatir dough	8.1.4.2.23.4	fatir dough
fatir dough	8.1.4.3.23.4	fatir dough
Fatoot bread	4.5.1.2.1.10	Fatoot bread
Fatoot bread	4.5.1.2.23.4	Fatoot bread
Fattah	4.5.2.3.18.2	Fattah
Fattat al-dukhn	4.5.4.2.18.1	Fattat al-dukhn
Fatty pork	6.5.2.1.6.17	Fatty pork
fava	1.7.2.3.4.6	fava
fava	1.7.3.4.4.5	fava
fava	2.2.5.2.4.6	fava
fava	2.2.5.3.4.7	fava
fava	2.2.5.4.4.6	fava
fava	2.2.6.4.4.3	fava
Fava bean	3.2.2.3.4.3	Fava bean
Fava bean	3.2.2.5.4.1	Fava bean
Fava bean	3.2.3.3.4.4	Fava bean
Fava bean	3.2.3.4.4.7	Fava bean
Fava bean	5.7.1.3.4.8	Fava bean
Fava bean pods	5.7.1.3.2.22	Fava bean pods
fava bean sprouts	6.4.2.1.2.10	fava bean sprouts
fava bean sprouts	6.4.3.1.2.17	fava bean sprouts
fava bean sprouts	6.4.5.2.2.25	fava bean sprouts
fava bean sprouts	6.4.5.3.2.27	fava bean sprouts
Fava beans	1.3.1.1.4.5	Fava beans
Fava beans	2.3.6.2.2.13	Fava beans
Fava beans	2.3.6.2.4.4	Fava beans
Fava beans	2.9.2.1.4.6	Fava beans
Fava beans	2.9.4.2.4.7	Fava beans
Fava beans	2.9.4.4.4.4	Fava beans
Fava beans	3.3.2.1.6.6	Fava beans
Fava beans	4.5.1.1.4.1	Fava beans
Fava beans	4.5.1.2.4.3	Fava beans
Fava beans	4.5.1.3.4.1	Fava beans
Fava beans	4.5.2.1.4.1	Fava beans
Fava beans	4.5.3.2.4.1	Fava beans
Fava beans	4.5.3.3.4.2	Fava beans
Fava beans	4.5.4.1.4.3	Fava beans
Fava beans	4.5.4.3.4.4	Fava beans
Fava beans	4.5.4.4.4.1	Fava beans
Fava beans	4.5.5.1.4.4	Fava beans
Fava beans	4.5.5.2.4.3	Fava beans
Fava beans	4.5.5.4.4.1	Fava beans
Fava beans	4.5.6.1.4.1	Fava beans
Fava beans	4.5.6.2.4.1	Fava beans
Fava beans	4.5.6.3.4.6	Fava beans
fava beans	1.1.10.1.4.3	fava beans
fava beans	1.1.10.2.4.1	fava beans
fava beans	1.1.10.3.4.5	fava beans
fava beans	1.1.10.4.4.1	fava beans
fava beans	1.1.10.5.4.6	fava beans
fava beans	1.1.11.1.4.3	fava beans
fava beans	1.1.11.2.4.1	fava beans
fava beans	1.1.11.3.4.1	fava beans
fava beans	1.1.11.4.4.12	fava beans
fava beans	1.1.11.5.4.1	fava beans
fava beans	1.1.7.4.4.6	fava beans
fava beans	1.1.9.4.2.34	fava beans
fava beans	1.1.9.4.4.9	fava beans
fava beans	2.7.1.1.4.1	fava beans
fava beans	2.7.1.2.4.5	fava beans
fava beans	2.7.2.2.4.2	fava beans
fava beans	2.7.2.4.4.5	fava beans
fava beans	3.1.1.2.4.2	fava beans
fava beans	3.1.1.3.4.1	fava beans
fava beans	3.1.2.1.4.3	fava beans
fava beans	3.1.2.2.4.3	fava beans
fava beans	3.1.2.3.4.3	fava beans
fava beans	3.1.3.1.4.3	fava beans
fava beans	3.1.3.2.4.3	fava beans
fava beans	3.1.4.1.4.3	fava beans
fava beans	4.3.1.1.4.2	fava beans
fava beans	4.3.1.2.4.5	fava beans
fava beans	4.3.1.3.4.5	fava beans
fava beans	4.3.1.4.4.4	fava beans
fava beans	4.3.1.5.4.5	fava beans
fava beans	4.3.2.1.4.5	fava beans
fava beans	4.3.2.2.4.5	fava beans
fava beans	4.3.2.3.4.4	fava beans
fava beans	4.3.2.4.4.5	fava beans
fava beans	4.3.2.5.4.5	fava beans
fava beans	4.3.3.1.4.3	fava beans
fava beans	4.3.3.2.4.3	fava beans
fava beans	4.3.3.3.4.3	fava beans
fava beans	4.3.3.4.4.3	fava beans
fava beans	4.3.4.1.4.2	fava beans
fava beans	4.3.4.2.4.3	fava beans
fava beans	4.3.4.3.4.5	fava beans
fava beans	4.3.4.4.4.3	fava beans
fava beans	4.3.5.1.4.3	fava beans
fava beans	4.3.5.2.4.5	fava beans
fava beans	4.3.5.5.4.5	fava beans
fava beans	4.4.1.1.4.4	fava beans
fava beans	4.4.2.1.4.3	fava beans
fava beans	4.6.1.2.4.3	fava beans
fava beans	5.1.1.1.4.7	fava beans
fava beans	5.1.3.2.4.4	fava beans
fava beans	6.4.2.1.4.4	fava beans
fava beans	6.4.2.2.4.1	fava beans
fava beans	6.4.3.1.4.6	fava beans
fava beans	6.4.3.2.4.5	fava beans
fava beans	6.4.3.3.4.5	fava beans
fava beans	6.4.4.2.4.4	fava beans
fava beans	6.4.4.3.4.7	fava beans
fava beans	6.4.4.4.4.5	fava beans
fava beans	6.4.5.2.1.16	fava beans
fava beans	6.4.5.2.4.2	fava beans
fava beans	7.2.1.4.4.1	fava beans
Fava Cottoia di Modica	2.4.6.2.18.16	Fava Cottoia from Modica
Fava Cottoia di Modica	2.4.6.2.4.1	Fava Cottoia from Modica
Fava de Maó	2.2.8.2.4.1	Brick bean
Fava di Fratte Rosa	2.4.3.3.18.4	Fava di Fratte Rosa
Fava di Fratte Rosa	2.4.3.3.4.2	Fava di Fratte Rosa
fava di Ustica	2.4.6.1.18.13	Ustica broad bean
fava di Ustica	2.4.6.1.4.1	Ustica broad bean
fava greens	1.1.10.2.2.24	fava greens
fava puree	2.7.2.1.13.1	fava puree
fava puree	2.7.2.2.13.3	fava puree
fava puree	2.7.2.4.13.4	fava puree
Fava Santorinis	2.7.2.1.18.1	Fava Santorinis
Fava Santorinis	2.7.2.1.4.1	Fava Santorinis
fava seca	2.2.5.1.4.7	fava seca
fava seca	2.2.5.3.4.8	fava seca
fava seca	2.2.5.4.4.7	fava seca
fava seca	2.2.6.1.4.4	fava seca
fava seca	2.2.6.2.4.6	fava seca
fava shoots	1.1.13.4.2.25	fava shoots
fava shoots	1.1.13.4.7.5	fava shoots
fava tendra	2.2.6.1.4.3	fava tendra
fava tendra	2.2.6.2.2.23	fava tendra
fava tendra	2.2.6.4.4.4	fava tendra
fava tendra del Maresme	2.2.5.1.4.6	Maresme tender bean
fava-d'anta	1.7.2.1.19.5	fava-d'anta
favas	2.2.1.1.4.7	favas
favas	2.2.1.4.2.10	favas
favas secas	2.2.1.4.4.5	favas secas
fave	2.4.1.3.2.6	fave
fave	2.4.1.3.4.1	fave
fave	2.5.4.3.4.8	fave
fave fresche	2.4.3.1.2.19	fave fresche
fave fresche	2.4.3.4.4.8	fave fresche
fave fresche	2.4.4.1.2.5	fave fresche
fave fresche	2.4.4.2.2.13	fave fresche
fave fresche	2.4.4.3.4.9	fave fresche
fave fresche	2.4.6.2.4.4	fave fresche
fave fresche	2.4.6.3.4.3	fave fresche
fave fresche	2.4.7.1.4.2	fave fresche
fave fresche	2.4.7.2.4.1	fave fresche
fave fresche	2.4.7.3.4.1	fave fresche
fave fresche	2.4.7.4.4.1	fave fresche
fave larghe di Castronuovo Sant'Andrea	2.4.5.3.4.12	broad broad beans from Castronuovo Sant'Andrea
fave secche	2.4.1.3.4.2	fave secche
fave secche	2.4.2.3.4.8	fave secche
fave secche	2.4.3.1.4.9	fave secche
fave secche	2.4.3.2.4.11	fave secche
fave secche	2.4.3.3.4.13	fave secche
fave secche	2.4.3.4.4.9	fave secche
fave secche	2.4.4.1.4.6	fave secche
fave secche	2.4.4.2.4.12	fave secche
fave secche	2.4.4.3.4.10	fave secche
fave secche	2.4.5.1.4.13	fave secche
fave secche	2.4.5.3.4.16	fave secche
fave secche	2.4.5.4.4.10	fave secche
fave secche	2.4.6.1.4.5	fave secche
fave secche	2.4.6.2.4.5	fave secche
fave secche	2.4.6.3.4.4	fave secche
fave secche	2.4.7.1.4.1	fave secche
fave secche	2.4.7.2.4.2	fave secche
fave secche	2.4.7.3.4.2	fave secche
fave secche	2.4.7.4.4.2	fave secche
faveleira	1.7.2.1.19.8	faveleira
Faves de Menorca	2.2.8.2.4.2	Faves of Menorca
Favorino tomatoes	2.9.4.3.2.6	Favorino tomatoes
Favorino tomatoes from Närpes	2.9.4.3.18.5	Favorino tomatoes from Närpes
Favorita	2.4.1.1.20.8	Favorita
fazole	2.5.5.1.4.6	fazole
fazole	2.5.5.2.4.6	fazole
fazole	2.5.5.3.4.1	fazole
fazuľa	2.5.6.1.4.6	beans
fazuľa	2.5.6.2.4.6	beans
fazuľa	2.5.6.3.4.6	beans
fe'i	9.5.3.1.1.6	fe'i
fe'i	9.5.3.1.18.2	fe'i
fe'i	9.5.3.1.3.5	fe'i
fe'i banana	9.5.3.3.1.6	fe'i banana
fe'i banana	9.5.3.3.3.5	fe'i banana
featherback fish	7.1.3.2.6.6	featherback fish
featherback fish balls	7.1.3.2.18.3	featherback fish balls
feathered game	2.6.3.2.6.19	feathered game
featherleaf notoginseng	6.4.2.2.19.3	featherleaf notoginseng
fecola di patate	2.4.2.3.22.8	potato starch
Fécula de maíz	1.3.4.5.22.3	corn starch
Fécula de maíz	1.5.1.2.22.4	corn starch
Fécula de maíz	1.5.1.3.22.5	corn starch
Fécula de maíz	1.5.1.4.22.5	corn starch
Fécula de maíz	1.5.2.1.22.4	corn starch
fécula de maíz	1.2.1.1.22.5	corn starch
fécula de maíz	1.2.2.2.22.5	corn starch
fécula de maíz	1.2.2.3.22.6	corn starch
fécula de maíz	1.2.3.2.22.5	corn starch
fécula de maíz	1.3.4.5.1.21	corn starch
fécula de maíz	1.3.4.5.22.9	corn starch
fécula de maíz	1.3.6.4.1.10	corn starch
fécula de maíz	1.3.6.4.22.5	corn starch
fécula de maíz	1.3.6.5.22.2	corn starch
Fécula de mandioca	1.8.1.5.1.3	Cassava starch
Fécula de mandioca	1.8.6.1.1.3	Cassava starch
Fécula de mandioca	1.8.6.2.1.3	Cassava starch
Fécula de mandioca	1.8.6.3.1.3	Cassava starch
Fécula de mandioca	1.8.6.4.1.3	Cassava starch
fécula de mandioca	1.7.1.1.1.11	cassava starch
fécula de mandioca	1.7.1.1.22.2	cassava starch
fécula de mandioca	1.7.1.2.1.9	cassava starch
fécula de mandioca	1.7.1.2.22.2	cassava starch
fécula de mandioca	1.7.1.3.1.8	cassava starch
fécula de mandioca	1.7.1.3.22.2	cassava starch
fécula de mandioca	1.7.1.4.1.7	cassava starch
fécula de mandioca	1.7.1.4.22.2	cassava starch
fécula de mandioca	1.7.2.1.22.2	cassava starch
fécula de mandioca	1.7.2.2.22.2	cassava starch
fécula de mandioca	1.7.2.3.22.2	cassava starch
fécula de mandioca	1.7.2.4.22.2	cassava starch
fécula de mandioca	1.7.3.1.22.2	cassava starch
fécula de mandioca	1.7.3.2.22.2	cassava starch
fécula de mandioca	1.7.3.3.22.2	cassava starch
fécula de mandioca	1.7.3.4.22.2	cassava starch
fécula de mandioca	1.7.4.1.22.2	cassava starch
fécula de mandioca	1.7.4.2.22.2	cassava starch
fécula de mandioca	1.7.4.4.22.2	cassava starch
fécula de mandioca	1.7.5.2.22.2	cassava starch
fécula de mandioca	1.7.5.4.22.2	cassava starch
fécula de mandioca	1.7.6.3.1.11	cassava starch
fécula de mandioca	1.7.6.3.22.2	cassava starch
Fécula de papa	1.8.1.6.1.12	Porridge starch
Fécula de papa	1.8.1.6.22.7	Porridge starch
Fécula de papa	1.8.5.3.1.8	Porridge starch
Fécula de papa	1.8.5.4.1.8	Porridge starch
fécula de papa	1.6.2.2.22.7	porridge starch
fécula de sagú	1.3.1.2.1.27	sago starch
fécula de sagú	1.3.1.2.22.8	sago starch
Fécule de maïs	1.4.7.3.22.3	Cornstarch
Fécule de maïs	1.4.9.1.22.3	Cornstarch
Fécule de maïs	1.4.9.2.22.3	Cornstarch
Fécule de maïs	1.4.9.3.22.3	Cornstarch
Fécule de manioc	1.4.7.3.22.4	Cassava starch
Fécule de manioc	1.4.9.1.22.4	Cassava starch
Fécule de manioc	1.4.9.2.1.6	Cassava starch
Fécule de manioc	1.4.9.2.22.4	Cassava starch
Fécule de manioc	1.4.9.3.1.6	Cassava starch
Fécule de manioc	1.4.9.3.22.4	Cassava starch
feferóny	2.5.6.1.2.8	pepperoni
feferóny	2.5.6.3.2.23	pepperoni
fegato caiolato	2.4.6.3.6.17	fegato caiolato
fegato d'oca grasso	2.4.1.4.6.11	fegato d'oca grasso
Feggous dates	3.1.2.4.3.7	Feggous dates
Feicheng peach	6.1.2.2.18.9	Feicheng peach
Feicheng peach	6.1.2.2.3.1	Feicheng peach
Feicheng trichosanthes fruit	6.1.2.2.19.6	Feicheng trichosanthes fruit
feijão	1.7.1.3.4.1	bean
feijão	1.7.3.3.4.1	bean
feijão	1.7.3.4.4.1	bean
feijão	1.7.4.1.4.1	bean
feijão	1.7.5.1.4.1	bean
feijão	1.7.6.1.4.1	bean
feijão	1.7.6.2.4.1	bean
feijão	1.7.6.3.4.1	bean
feijão	1.7.6.4.1.2	bean
feijão	1.7.6.4.4.1	bean
feijão	2.2.1.1.4.1	bean
feijão	2.2.1.2.4.2	bean
feijão	2.2.1.3.4.1	bean
feijão	2.2.1.5.4.2	bean
feijão andu	1.7.3.4.4.4	andu beans
feijão andu	1.7.4.3.4.7	andu beans
feijão branco	1.7.1.2.4.3	white beans
feijão branco	1.7.4.4.4.4	white beans
feijão branco	2.2.1.1.4.2	white beans
feijão branco	2.2.1.4.4.2	white beans
feijão carioca	1.7.4.2.4.1	Pinto beans
feijão carioca	1.7.4.3.4.1	Pinto beans
feijão carioca	1.7.4.4.4.1	Pinto beans
feijão catador	1.7.3.4.4.3	picker bean
feijão catarino	2.2.1.1.4.4	catarino beans
feijão caupi	1.7.1.2.4.1	cowpea
feijão comum	1.7.1.1.4.3	common bean
feijão comum	1.7.1.2.4.4	common bean
feijão de corda	1.7.1.1.4.1	string beans
feijão de corda	1.7.1.2.4.2	string beans
feijão frade	2.2.1.4.4.4	black-eyed peas
feijão fradinho	1.7.4.3.4.6	black-eyed peas
feijão fradinho	1.7.4.4.4.3	black-eyed peas
feijão gurutuba	1.7.3.4.4.2	feijão gurutuba
feijão jalo	1.7.4.3.4.4	jalo beans
feijão manteiga	2.2.1.5.4.3	butter beans
feijão manteiguinha	1.7.4.2.4.3	butter beans
feijão manteiguinha	1.7.4.3.4.5	butter beans
feijão para cascas	2.2.1.2.4.3	beans for shells
feijão preto	1.7.4.2.4.2	black beans
feijão preto	1.7.4.3.4.2	black beans
feijão preto	1.7.4.4.4.2	black beans
feijão preto	2.2.1.4.4.3	black beans
feijão tropeiro	1.7.4.2.18.5	tropeiro beans
feijão verde	2.2.1.1.2.9	green beans
feijão verde	2.2.1.4.2.11	green beans
feijão vermelho	1.7.4.3.4.3	red beans
feijão vermelho	2.2.1.1.4.3	red beans
feijão-branco	1.7.2.3.4.5	white beans
feijão-branco	1.7.5.2.4.3	white beans
feijão-branco	1.7.5.3.4.3	white beans
feijão-branco	1.7.5.4.4.3	white beans
feijão-carioca	1.7.2.2.4.4	Pinto beans
feijão-carioca	1.7.2.3.4.4	Pinto beans
feijão-carioca	1.7.3.2.4.3	Pinto beans
feijão-carioca	1.7.5.1.4.3	Pinto beans
feijão-carioca	1.7.5.2.4.2	Pinto beans
feijão-carioca	1.7.5.3.4.2	Pinto beans
feijão-carioca	1.7.5.4.4.2	Pinto beans
feijão-carioca	1.7.6.1.4.2	Pinto beans
feijão-carioca	1.7.6.2.4.2	Pinto beans
feijão-caupi	1.7.1.1.4.2	cowpea
feijão-caupi	1.7.1.3.4.2	cowpea
feijão-caupi	1.7.1.4.4.1	cowpea
feijão-caupi	1.7.2.1.4.5	cowpea
feijão-caupi	1.7.2.2.4.5	cowpea
feijão-caupi	1.7.2.4.4.2	cowpea
feijão-comum	1.7.1.4.4.4	common bean
feijão-de-corda	1.7.1.3.4.3	string beans
feijão-de-corda	1.7.1.4.4.2	string beans
feijão-de-corda	1.7.2.1.4.1	string beans
feijão-de-corda	1.7.2.2.4.1	string beans
feijão-de-corda	1.7.2.3.4.2	string beans
feijão-de-corda	1.7.2.4.4.1	string beans
feijão-de-corda	1.7.3.2.4.2	string beans
feijão-de-corda	1.7.3.3.4.2	string beans
feijão-de-corda	1.7.6.4.4.2	string beans
feijão-frade	2.2.1.3.4.2	black-eyed peas
feijão-fradinho	1.7.2.1.4.3	black-eyed peas
feijão-fradinho	1.7.3.1.4.1	black-eyed peas
feijão-fradinho	1.7.3.2.4.1	black-eyed peas
feijão-macassar	1.7.2.1.4.4	macasar bean
feijão-macassar	1.7.2.2.4.3	macasar bean
feijão-macassar	1.7.2.3.4.3	macasar bean
feijão-preto	1.7.3.1.4.2	black beans
feijão-preto	1.7.4.1.4.2	black beans
feijão-preto	1.7.5.1.4.2	black beans
feijão-preto	1.7.5.2.4.1	black beans
feijão-preto	1.7.5.3.4.1	black beans
feijão-preto	1.7.5.4.4.1	black beans
feijão-preto	1.7.6.1.4.3	black beans
feijão-preto	1.7.6.2.4.3	black beans
feijão-verde	1.7.1.4.4.3	green beans
feijão-verde	1.7.2.1.4.2	green beans
feijão-verde	1.7.2.2.4.2	green beans
feijão-verde	1.7.2.3.4.1	green beans
Feijoa	1.5.1.1.12.6	Feijoa
Feijoa	1.5.1.1.3.1	Feijoa
Feijoa	1.5.1.3.3.19	Feijoa
Feijoa	1.5.2.4.3.4	Feijoa
Feijoa	1.8.4.1.18.8	Feijoa
Feijoa	1.8.4.1.3.25	Feijoa
feijoa	4.2.3.4.19.7	feijoa
feijoa	4.2.3.4.3.8	feijoa
feijoa	9.2.2.1.18.2	feijoa
feijoa	9.2.2.1.3.7	feijoa
feijoa	9.2.2.2.3.23	feijoa
feijoa	9.2.2.3.18.2	feijoa
feijoa	9.2.2.3.3.9	feijoa
feijoa	9.2.2.4.3.24	feijoa
feijoa	9.2.3.3.3.32	feijoa
feijoa chutney	9.2.2.1.13.5	feijoa chutney
feijoa chutney	9.2.2.2.13.14	feijoa chutney
feijoa cider	9.2.2.1.20.9	feijoa cider
feijoa jam	4.2.3.4.14.7	feijoa jam
feijoa jam	4.2.3.4.18.5	feijoa jam
feijoa jam	9.2.2.1.14.3	feijoa jam
feijoa juice	4.2.3.4.20.6	feijoa juice
Feijoas	9.1.4.1.3.5	Feijoas
feijoca	2.2.1.3.4.5	feijoca
Feixiang tomato	6.1.4.1.18.9	Feixiang tomato
Feixiang tomato	6.1.4.1.2.5	Feixiang tomato
feixón branco	2.2.2.2.4.4	white bean
Feizixiao lychee	6.3.1.1.3.2	Feizixiao lychee
Feizixiao lychee	6.3.1.4.3.8	Feizixiao lychee
Feizixiao lychee	6.3.5.1.3.3	Feizixiao lychee
Felciata	2.4.5.4.11.12	Felciata
Feldsalat	2.5.2.2.2.22	Feldsalat
Feldsalat	2.5.2.4.2.4	Feldsalat
Feldsalat von der Insel Reichenau	2.5.2.2.18.10	Feldsalat von der Insel Reichenau
Feldsalat von der Insel Reichenau	2.5.2.2.2.23	Feldsalat von der Insel Reichenau
Feldsalate von der Insel Reichenau	2.5.2.2.18.19	Feldsalate von der Insel Reichenau
Fenalår	2.9.2.2.14.9	Final year
Fenalår	2.9.2.2.18.8	Final year
Fenalår	2.9.2.3.14.10	Final year
Fenchelsamen	2.5.3.3.5.9	Fenchelsamen
Fenchelsamen	2.5.3.3.8.11	Fenchelsamen
Fenchelsamen	2.5.4.4.5.5	Fenchelsamen
Fenchelsamen	2.5.4.4.8.5	Fenchelsamen
Fendant	2.5.4.2.20.5	Fendant
Fendant	2.5.4.4.20.15	Fendant
Feneou Vanilies beans	2.7.1.2.18.3	Feneou Vanilies beans
