2.1.3 Wales	2.2.1.3.24.55	2.1.3 Wales
walnuts	4.3.4.3.5.3	walnuts
walnuts	4.3.4.4.5.2	walnuts
walnuts	4.3.5.1.5.2	walnuts
walnuts	4.3.5.2.5.2	walnuts
walnuts	4.3.5.5.5.2	walnuts
walnuts	4.4.1.1.5.2	walnuts
walnuts	4.4.1.3.5.2	walnuts
walnuts	4.4.2.1.5.2	walnuts
walnuts	4.4.2.2.5.6	walnuts
walnuts	4.4.2.3.5.2	walnuts
walnuts	4.4.3.1.5.3	walnuts
walnuts	4.4.3.3.5.5	walnuts
walnuts	4.4.4.1.17.5	walnuts
walnuts	4.4.4.1.5.1	walnuts
walnuts	4.4.4.2.5.1	walnuts
walnuts	4.4.4.3.17.6	walnuts
walnuts	4.4.4.3.5.1	walnuts
walnuts	4.6.1.1.5.1	walnuts
walnuts	4.6.1.2.5.1	walnuts
walnuts	4.6.1.3.5.1	walnuts
walnuts	4.6.2.1.5.1	walnuts
walnuts	4.6.2.2.5.2	walnuts
walnuts	4.6.2.3.17.8	walnuts
walnuts	4.6.2.3.5.5	walnuts
walnuts	4.6.3.1.17.1	walnuts
walnuts	4.6.3.1.5.1	walnuts
walnuts	4.6.3.2.17.1	walnuts
walnuts	4.6.3.2.5.1	walnuts
walnuts	4.6.3.3.5.2	walnuts
walnuts	4.6.4.1.5.1	walnuts
walnuts	4.6.4.2.5.1	walnuts
walnuts	4.6.4.3.5.1	walnuts
walnuts	4.6.5.1.5.3	walnuts
walnuts	4.6.5.2.17.3	walnuts
walnuts	4.6.5.2.5.1	walnuts
walnuts	5.1.1.1.5.2	walnuts
walnuts	5.1.1.2.5.3	walnuts
walnuts	5.1.1.3.5.5	walnuts
walnuts	5.1.1.5.17.1	walnuts
walnuts	5.1.1.5.19.5	walnuts
walnuts	5.1.1.5.5.1	walnuts
walnuts	5.1.2.1.17.8	walnuts
walnuts	5.1.2.1.19.6	walnuts
walnuts	5.1.2.1.5.1	walnuts
walnuts	5.1.2.2.17.10	walnuts
walnuts	5.1.2.2.5.1	walnuts
walnuts	5.1.3.2.5.4	walnuts
walnuts	5.2.3.1.5.5	walnuts
walnuts	6.1.1.2.5.7	walnuts
walnuts	6.1.3.2.5.4	walnuts
walnuts	6.1.3.3.5.4	walnuts
walnuts	6.1.3.4.5.2	walnuts
walnuts	6.1.4.3.5.11	walnuts
walnuts	6.1.4.4.5.1	walnuts
walnuts	6.2.1.1.5.8	walnuts
walnuts	6.2.1.2.5.5	walnuts
walnuts	6.2.1.3.5.9	walnuts
walnuts	6.2.2.1.5.4	walnuts
walnuts	6.2.3.2.5.6	walnuts
walnuts	6.2.4.1.5.7	walnuts
walnuts	6.2.4.2.5.7	walnuts
walnuts	6.2.4.3.5.9	walnuts
walnuts	6.4.1.1.5.4	walnuts
walnuts	6.4.1.3.5.7	walnuts
walnuts	6.4.1.4.5.1	walnuts
walnuts	6.4.2.1.5.1	walnuts
walnuts	6.4.2.2.19.9	walnuts
walnuts	6.4.2.2.5.1	walnuts
walnuts	6.4.2.3.5.2	walnuts
walnuts	6.4.3.1.5.8	walnuts
walnuts	6.4.3.2.5.2	walnuts
walnuts	6.4.3.3.5.2	walnuts
walnuts	6.4.4.3.5.1	walnuts
walnuts	6.4.4.4.5.1	walnuts
walnuts	6.4.5.1.5.1	walnuts
walnuts	6.4.5.4.5.1	walnuts
walnuts	6.6.1.2.5.3	walnuts
walnuts	6.6.1.3.5.2	walnuts
walnuts	6.6.2.1.5.3	walnuts
walnuts	6.6.2.2.5.7	walnuts
walnuts	6.6.2.3.5.1	walnuts
walnuts	6.6.2.5.5.2	walnuts
walnuts	6.7.1.3.5.1	walnuts
walnuts	6.7.2.1.5.4	walnuts
walnuts	6.7.2.2.17.5	walnuts
walnuts	6.7.2.2.5.3	walnuts
walnuts	6.7.2.3.5.4	walnuts
walnuts	6.7.3.2.5.7	walnuts
walnuts	6.7.5.1.5.3	walnuts
walnuts	6.7.5.2.19.6	walnuts
walnuts	6.7.5.2.5.1	walnuts
walnuts	7.1.7.2.5.2	walnuts
walnuts	8.1.1.2.5.1	walnuts
walnuts	8.1.2.3.5.1	walnuts
walnuts	8.1.2.4.5.1	walnuts
walnuts	8.1.3.1.5.1	walnuts
walnuts	8.1.3.2.5.1	walnuts
walnuts	8.1.3.3.5.1	walnuts
walnuts	8.1.4.1.5.1	walnuts
walnuts	8.1.4.2.5.1	walnuts
walnuts	8.1.4.3.5.3	walnuts
walnuts	8.1.4.4.5.1	walnuts
walnuts	8.1.5.2.5.1	walnuts
walrus blubber	8.2.4.4.10.7	walrus blubber
walrus meat	8.2.4.4.6.27	walrus meat
Walvis Bay oysters	3.7.2.3.18.8	Walvis Bay oysters
Wamena arabica coffee	7.3.7.2.18.5	Wamena arabica coffee
Wamena arabica coffee	7.3.7.2.20.1	Wamena arabica coffee
wampee	6.3.1.1.3.10	wampee
wampee	6.3.1.2.3.9	wampee
wampee	6.3.1.4.3.14	wampee
wampee	7.1.2.2.3.3	wampee
Wanana dates	4.5.2.2.3.11	Wanana dates
Wandersaibling	2.5.2.1.6.20	Wandersaibling
Wandoo leaves	9.1.1.4.19.4	Wandoo leaves
wandouhuang	6.1.1.1.18.6	wandouhuang
Wangan hachi	5.3.1.1.14.4	Wangan hachi
wangashi	3.4.5.1.11.1	wangashi
wangashi	3.4.5.1.18.8	wangashi
Wangcun millet vinegar	6.1.2.2.12.2	Wangcun millet vinegar
Wangcun millet vinegar	6.1.2.2.14.3	Wangcun millet vinegar
Wangcun millet yellow wine	6.1.2.2.20.3	Wangcun millet yellow wine
Wangji local chicken	6.2.3.1.18.10	Wangji local chicken
Wangji local chicken	6.2.3.1.6.21	Wangji local chicken
Wangjin sweet melon	6.1.2.2.18.10	Wangjin sweet melon
Wangjin sweet melon	6.1.2.2.3.2	Wangjin sweet melon
Wangqing black fungus	6.1.3.4.18.8	Wangqing black fungus
wanliklik sieve	9.4.4.2.23.5	wanliklik sieve
Wanling chicken	6.3.5.4.6.8	Wanling chicken
Wanti	5.5.5.3.22.2	Wanti
Wanxian red mandarin	6.4.1.2.3.5	Wanxian red mandarin
Wanzhou green crisp plum	6.4.1.2.3.8	Wanzhou green crisp plum
Wanzhou grilled fish sauce	6.4.1.2.13.10	Wanzhou grilled fish sauce
Wanzhou rose scented orange	6.4.1.2.3.2	Wanzhou rose scented orange
wanzou	3.4.5.2.1.17	wanzou
wanzou	3.4.5.2.18.2	wanzou
wara	3.4.6.1.11.2	wara
wara	3.4.6.2.11.2	wara
wara	3.4.6.4.11.4	wara
wara	3.4.6.4.18.7	wara
warabi	6.7.1.1.2.25	warabi
warabi	6.7.1.1.7.5	warabi
warabi	6.7.1.2.7.7	warabi
warabi	6.7.1.3.2.9	warabi
warabi	6.7.2.1.2.51	warabi
Waragi	3.6.3.1.20.6	Waragi
Waragi	3.6.3.3.20.6	Waragi
Waragi	3.6.3.4.20.5	Waragi
warasubo	6.7.6.1.18.25	warasubo
warasubo	6.7.6.1.6.26	warasubo
Warburgia salutaris bark	3.7.4.3.19.2	Warburgia salutaris bark
Warehou	9.1.6.3.6.11	Warehou
warehou	9.2.1.2.6.5	warehou
Warimuth	5.3.1.1.4.4	Warimuth
warishita	6.7.5.3.13.10	warishita
warm ashes	2.6.2.3.24.3	warm ashes
warm chickpea tofu	7.1.1.3.18.2	warm chickpea tofu
warm chickpea tofu	7.1.1.3.6.8	warm chickpea tofu
Warm milk	2.5.1.4.19.15	Warm milk
Warm milk	2.5.2.1.19.18	Warm milk
Warm milk	2.5.2.2.19.14	Warm milk
Warm milk	2.5.2.3.19.13	Warm milk
Warm milk	2.5.2.4.19.21	Warm milk
Warm milk	2.5.3.1.19.14	Warm milk
Warm milk	2.5.3.2.19.18	Warm milk
Warm milk	2.5.3.3.19.16	Warm milk
Warm milk	2.5.3.4.19.18	Warm milk
Warm milk	2.5.4.1.19.17	Warm milk
Warm milk	2.5.4.2.19.19	Warm milk
Warm milk	3.3.2.1.19.7	Warm milk
warm milk	4.6.4.1.11.2	warm milk
warm water	4.2.3.5.16.2	warm water
Warm-smoked reindeer	2.9.4.4.14.2	Warm-smoked reindeer
warqa	3.1.1.2.23.1	warqa
warqa pastry	3.1.1.1.23.1	warqa pastry
Warqi paratha	5.3.5.1.23.3	Warqi paratha
Warqi paratha	5.3.5.4.23.3	Warqi paratha
Warrigal greens	9.1.2.1.17.3	Warrigal greens
Warrigal greens	9.1.2.1.2.10	Warrigal greens
Warrigal greens	9.1.2.1.7.1	Warrigal greens
Warrigal greens	9.1.2.2.17.4	Warrigal greens
Warrigal greens	9.1.2.2.18.7	Warrigal greens
Warrigal greens	9.1.2.2.2.4	Warrigal greens
Warrigal greens	9.1.2.2.7.1	Warrigal greens
Warrigal greens	9.1.3.2.2.5	Warrigal greens
Warrigal greens	9.1.3.2.7.4	Warrigal greens
Warrigal greens	9.1.3.3.2.11	Warrigal greens
Warrigal greens	9.1.3.3.7.5	Warrigal greens
Warrigal greens	9.1.4.1.2.16	Warrigal greens
Warrigal greens	9.1.4.1.7.5	Warrigal greens
Warrigal greens	9.1.6.1.2.12	Warrigal greens
Warrigal greens	9.1.6.1.7.3	Warrigal greens
Warrigal greens	9.1.6.2.2.12	Warrigal greens
Warrigal greens	9.1.6.2.7.3	Warrigal greens
Warrigal greens	9.1.6.3.2.8	Warrigal greens
Warrigal greens	9.1.6.3.7.3	Warrigal greens
Warrigal greens pesto	9.1.2.1.13.4	Warrigal greens pesto
Warrigal greens pesto	9.1.2.2.13.5	Warrigal greens pesto
Warrigal spinach	9.1.1.3.7.2	Warrigal spinach
Warrigal spinach leaves	9.1.1.3.2.1	Warrigal spinach leaves
Warrine yam	9.1.1.4.1.1	Warrine yam
wart fern	9.4.1.1.19.8	wart fern
wart fern	9.4.1.2.19.8	wart fern
Wartenster vinegar	2.3.8.2.12.2	Wartenster vinegar
warthog	3.7.2.1.6.14	warthog
wasabi	6.7.5.2.18.19	wasabi
wasabi	6.7.5.2.19.1	wasabi
wasabi	6.7.5.2.2.28	wasabi
wasabi	6.7.5.2.7.1	wasabi
wasabi	6.7.5.2.9.7	wasabi
Wasabi flowers	2.9.5.1.17.4	Wasabi flowers
Wasabi flowers	2.9.5.1.18.5	Wasabi flowers
Wasabi flowers	2.9.5.1.7.14	Wasabi flowers
Wasabi flowers	2.9.5.3.17.4	Wasabi flowers
Wasabi flowers	2.9.5.3.7.6	Wasabi flowers
Wasabi leaves	2.9.5.1.17.5	Wasabi leaves
Wasabi leaves	2.9.5.1.18.6	Wasabi leaves
Wasabi leaves	2.9.5.1.7.13	Wasabi leaves
Wasabi leaves	2.9.5.3.17.5	Wasabi leaves
Wasabi leaves	2.9.5.3.7.5	Wasabi leaves
wasabi leaves	6.7.5.2.7.4	wasabi leaves
Wasabi powder	2.9.5.1.8.13	Wasabi powder
Wasabi powder	2.9.5.3.8.5	Wasabi powder
wasabi root	1.1.11.5.18.14	wasabi root
wasabi soy sauce	6.7.3.1.13.9	wasabi soy sauce
wasabi soy sauce	6.7.5.2.13.5	wasabi soy sauce
wasawasa flour	3.4.4.3.1.16	wasawasa flour
wasawasa flour	3.4.4.3.18.4	wasawasa flour
wase daikabu	6.7.5.1.2.37	wase daikabu
Wash mussels	2.1.1.5.6.22	Wash mussels
washed rind cheese	1.1.14.1.11.11	washed rind cheese
Washington oranges	4.2.1.4.3.3	Washington oranges
Wasp wax	5.5.2.4.19.7	Wasp wax
Wasser	2.5.1.1.16.1	Wasser
Wasser	2.5.1.2.16.1	Wasser
Wasser	2.5.1.3.16.1	Wasser
Wasser	2.5.1.4.16.1	Wasser
Wasser	2.5.2.1.16.1	Wasser
Wasser	2.5.2.2.16.1	Wasser
Wasser	2.5.2.3.16.1	Wasser
Wasser	2.5.2.4.16.1	Wasser
Wasser	2.5.3.1.16.1	Wasser
Wasser	2.5.3.2.16.1	Wasser
Wasser	2.5.3.3.16.1	Wasser
Wasser	2.5.3.4.16.1	Wasser
Wasser	2.5.4.1.16.1	Wasser
Wasser	2.5.4.4.16.1	Wasser
watagarasu	6.7.7.2.14.6	watagarasu
Water	1.1.13.6.16.8	Water
Water	1.1.14.6.16.8	Water
Water	1.2.1.6.16.7	Water
Water	1.2.2.6.16.7	Water
Water	1.2.2.7.16.7	Water
Water	1.2.2.8.16.7	Water
Water	1.2.2.9.16.7	Water
Water	1.2.3.5.16.9	Water
Water	1.2.3.6.16.9	Water
Water	1.2.4.6.16.8	Water
Water	1.3.1.1.16.1	Water
Water	1.3.1.2.16.1	Water
Water	1.3.1.3.16.1	Water
Water	1.3.1.4.16.1	Water
Water	1.3.1.5.16.1	Water
Water	1.3.2.1.16.1	Water
Water	1.3.2.2.16.1	Water
Water	1.3.2.3.16.1	Water
Water	1.3.2.4.16.1	Water
Water	1.3.3.1.16.1	Water
Water	1.3.3.2.16.1	Water
Water	1.3.3.3.16.1	Water
Water	1.3.3.4.16.1	Water
Water	1.3.4.1.16.1	Water
Water	1.3.4.2.16.1	Water
Water	1.3.4.3.16.1	Water
Water	1.3.4.4.16.1	Water
Water	1.3.4.5.16.1	Water
Water	1.3.5.1.16.1	Water
Water	1.3.5.2.16.1	Water
Water	1.3.5.3.16.1	Water
Water	1.3.5.4.16.1	Water
Water	1.3.6.1.16.1	Water
Water	1.4.4.2.16.1	Water
Water	1.4.4.3.16.1	Water
Water	1.4.4.4.16.1	Water
Water	1.4.6.1.16.1	Water
Water	1.4.6.2.16.1	Water
Water	1.4.6.3.16.1	Water
Water	1.4.6.4.16.1	Water
Water	1.4.7.1.16.1	Water
Water	1.4.7.2.16.1	Water
Water	1.4.7.4.16.1	Water
Water	1.4.8.1.16.1	Water
Water	1.4.8.2.16.1	Water
Water	2.2.7.5.16.1	Water
Water	2.2.8.1.16.1	Water
Water	2.2.8.2.16.1	Water
Water	2.2.8.3.16.1	Water
Water	2.5.4.3.16.13	Water
Water	2.9.5.2.16.1	Water
Water	2.9.5.2.20.1	Water
Water	2.9.8.2.16.3	Water
Water	2.9.8.3.16.1	Water
Water	2.9.8.4.16.1	Water
Water	3.2.1.1.16.1	Water
Water	3.2.1.2.16.1	Water
Water	3.2.1.3.16.1	Water
Water	3.2.1.4.16.1	Water
Water	3.2.1.5.16.1	Water
Water	3.2.2.2.16.1	Water
Water	3.2.2.3.16.1	Water
Water	3.2.2.4.16.1	Water
Water	3.2.2.5.16.1	Water
Water	3.2.3.1.16.1	Water
Water	3.2.3.2.16.1	Water
Water	3.2.3.3.16.1	Water
Water	3.2.3.4.16.1	Water
Water	3.3.1.1.16.1	Water
Water	3.3.1.2.16.1	Water
Water	3.3.1.3.16.1	Water
Water	3.3.1.4.16.1	Water
Water	3.3.1.4.20.5	Water
Water	3.3.1.5.16.1	Water
Water	3.3.2.1.16.1	Water
Water	3.3.2.2.16.1	Water
Water	3.3.2.3.16.1	Water
Water	3.3.3.1.16.1	Water
Water	3.3.3.2.16.1	Water
Water	3.5.1.1.16.1	Water
Water	3.5.1.2.16.1	Water
Water	3.5.1.3.16.1	Water
Water	3.5.1.4.16.1	Water
Water	3.5.2.1.16.1	Water
Water	3.5.2.2.16.1	Water
Water	3.5.2.3.16.1	Water
Water	3.5.3.1.16.1	Water
Water	3.5.3.2.16.1	Water
Water	3.5.3.3.16.1	Water
Water	3.5.3.4.16.1	Water
Water	3.5.4.1.16.1	Water
Water	3.5.4.2.16.1	Water
Water	3.5.4.3.16.1	Water
Water	3.5.4.4.16.1	Water
Water	3.5.4.5.16.1	Water
Water	3.5.4.6.16.1	Water
Water	3.5.5.1.16.1	Water
Water	3.5.5.2.16.1	Water
Water	3.5.5.3.16.1	Water
Water	3.6.1.1.16.1	Water
Water	3.6.1.2.16.1	Water
Water	3.6.1.3.16.1	Water
Water	3.6.1.4.16.1	Water
Water	3.6.1.5.16.1	Water
Water	3.6.2.1.16.1	Water
Water	3.6.2.2.16.1	Water
Water	3.6.2.3.16.1	Water
Water	3.6.2.4.16.1	Water
Water	3.6.2.5.16.1	Water
Water	3.6.3.1.16.1	Water
Water	3.6.3.2.16.1	Water
Water	3.6.3.3.16.1	Water
Water	3.6.3.4.16.1	Water
Water	3.6.4.1.16.1	Water
Water	3.6.4.2.16.1	Water
Water	3.6.4.3.16.1	Water
Water	3.6.4.4.16.1	Water
Water	3.6.5.1.16.1	Water
Water	3.6.5.2.16.1	Water
Water	3.6.5.3.16.1	Water
Water	3.8.1.1.16.1	Water
Water	3.8.1.2.16.1	Water
Water	3.8.1.3.16.1	Water
Water	3.8.1.4.16.1	Water
Water	3.8.2.1.16.1	Water
Water	3.8.2.2.16.1	Water
Water	3.8.3.1.16.1	Water
Water	3.8.3.2.16.1	Water
Water	3.8.3.3.16.1	Water
Water	3.8.4.1.16.1	Water
Water	3.8.4.2.16.1	Water
Water	3.8.5.1.16.1	Water
Water	3.8.5.2.16.1	Water
Water	3.8.5.3.16.1	Water
Water	4.5.1.1.16.1	Water
Water	4.5.1.2.16.1	Water
Water	4.5.1.3.16.1	Water
Water	4.5.2.1.16.1	Water
Water	4.5.2.1.20.10	Water
Water	4.5.2.2.16.1	Water
Water	4.5.2.2.20.4	Water
Water	4.5.2.3.16.1	Water
Water	4.5.2.3.20.7	Water
Water	4.5.3.1.16.1	Water
Water	4.5.3.1.20.1	Water
Water	4.5.3.2.16.1	Water
Water	4.5.3.3.16.1	Water
Water	4.5.3.4.16.1	Water
Water	4.5.3.4.20.7	Water
Water	4.5.4.1.16.1	Water
Water	4.5.4.2.16.1	Water
Water	4.5.4.3.16.1	Water
Water	4.5.4.4.16.1	Water
Water	4.5.4.4.20.8	Water
Water	4.5.5.1.16.1	Water
Water	4.5.5.2.16.1	Water
Water	4.5.5.3.16.1	Water
Water	4.5.5.4.16.1	Water
Water	4.5.6.1.16.1	Water
Water	4.5.6.2.16.1	Water
Water	4.5.6.3.16.1	Water
Water	5.3.1.1.16.1	Water
Water	5.3.1.2.16.1	Water
Water	5.3.1.3.16.1	Water
Water	5.3.1.4.16.1	Water
Water	5.3.2.1.16.1	Water
Water	5.3.2.2.16.1	Water
Water	5.3.2.3.16.1	Water
Water	5.3.3.1.16.1	Water
Water	5.3.3.2.16.1	Water
Water	5.3.3.3.16.1	Water
Water	5.3.3.4.16.1	Water
Water	5.3.4.1.16.1	Water
Water	5.3.4.2.16.1	Water
Water	5.3.4.3.16.1	Water
Water	5.3.4.4.16.1	Water
Water	5.3.5.1.16.1	Water
Water	5.3.5.2.16.1	Water
Water	5.3.5.3.16.1	Water
Water	5.3.5.4.16.1	Water
Water	5.4.1.1.16.1	Water
Water	5.4.1.2.16.1	Water
Water	5.4.1.3.16.1	Water
Water	5.4.1.4.16.1	Water
Water	5.4.2.1.16.1	Water
Water	5.4.2.2.16.1	Water
Water	5.4.2.3.16.1	Water
Water	5.4.2.4.16.1	Water
Water	5.4.3.1.16.1	Water
Water	5.4.3.2.16.1	Water
Water	5.4.3.3.16.1	Water
Water	5.4.4.1.16.1	Water
Water	5.4.4.2.16.1	Water
Water	5.4.4.3.16.1	Water
Water	5.4.4.4.16.1	Water
Water	5.4.5.1.16.1	Water
Water	5.4.5.2.16.1	Water
Water	5.4.5.3.16.1	Water
Water	5.5.1.3.16.1	Water
Water	5.5.2.4.16.1	Water
Water	5.5.5.2.16.1	Water
Water	5.5.5.3.16.1	Water
Water	5.5.5.4.16.1	Water
Water	5.5.5.5.16.1	Water
Water	5.5.5.6.16.1	Water
Water	5.6.1.1.16.1	Water
Water	5.6.1.2.16.1	Water
Water	5.6.1.3.16.1	Water
Water	5.6.2.1.16.1	Water
Water	5.6.2.2.16.1	Water
Water	5.6.2.3.16.1	Water
Water	5.6.2.4.16.1	Water
Water	5.6.2.5.16.1	Water
Water	5.6.3.1.16.1	Water
Water	5.6.3.2.16.1	Water
Water	5.6.3.3.16.1	Water
Water	5.6.3.4.16.1	Water
Water	5.6.4.1.16.1	Water
Water	5.6.4.2.16.1	Water
Water	5.6.4.3.16.1	Water
Water	5.6.5.1.16.1	Water
Water	5.6.5.2.16.1	Water
Water	5.6.5.3.16.1	Water
Water	5.7.1.1.16.1	Water
Water	5.7.1.2.16.1	Water
Water	5.7.1.3.16.1	Water
Water	5.7.1.4.16.1	Water
Water	5.7.2.1.16.1	Water
Water	5.7.2.2.16.1	Water
Water	5.7.2.3.16.1	Water
Water	5.7.2.4.16.1	Water
Water	5.7.3.1.16.1	Water
Water	5.7.3.2.16.1	Water
Water	5.7.3.3.16.1	Water
Water	5.7.3.4.16.1	Water
Water	5.8.1.1.16.1	Water
Water	5.8.1.2.16.1	Water
Water	5.8.1.3.16.1	Water
Water	5.8.1.4.16.1	Water
Water	5.8.1.5.16.1	Water
Water	5.8.2.1.16.1	Water
Water	5.8.2.2.16.1	Water
Water	5.8.2.3.16.1	Water
Water	6.5.1.1.16.1	Water
Water	6.5.1.2.16.1	Water
Water	6.5.1.3.16.1	Water
Water	6.5.2.1.16.1	Water
Water	6.5.2.2.16.1	Water
Water	6.5.2.3.16.1	Water
Water	6.5.2.4.16.1	Water
Water	6.8.1.1.16.1	Water
Water	6.8.1.2.16.1	Water
Water	6.8.1.3.16.1	Water
Water	6.8.1.4.16.1	Water
Water	6.8.2.1.16.1	Water
Water	6.8.2.2.16.1	Water
Water	7.4.1.1.16.1	Water
Water	7.4.1.2.16.1	Water
Water	7.4.1.2.20.3	Water
Water	7.4.1.3.16.1	Water
Water	7.4.1.4.16.1	Water
Water	7.4.1.5.16.1	Water
Water	7.4.2.1.16.1	Water
Water	7.4.2.2.16.1	Water
Water	7.4.2.3.16.1	Water
Water	7.4.3.1.16.1	Water
Water	7.4.3.2.16.1	Water
Water	7.4.3.3.16.1	Water
Water	7.4.3.4.16.1	Water
Water	7.4.4.1.16.1	Water
Water	7.4.4.2.16.1	Water
Water	7.4.4.3.16.1	Water
Water	7.4.4.4.16.1	Water
Water	7.5.1.1.16.1	Water
Water	7.5.1.2.16.1	Water
Water	7.5.1.3.16.1	Water
Water	7.5.1.4.16.1	Water
Water	7.5.2.1.16.1	Water
Water	7.5.2.2.16.1	Water
Water	7.5.2.3.16.1	Water
Water	9.1.1.1.16.1	Water
Water	9.1.1.1.20.1	Water
Water	9.1.1.2.16.1	Water
Water	9.1.1.3.16.1	Water
Water	9.1.1.4.16.1	Water
Water	9.1.1.5.16.1	Water
Water	9.1.1.5.20.1	Water
Water	9.1.2.1.16.1	Water
Water	9.1.2.2.16.1	Water
Water	9.1.2.3.16.1	Water
Water	9.1.2.3.20.6	Water
Water	9.1.3.1.16.1	Water
Water	9.1.3.2.16.1	Water
Water	9.1.3.3.16.1	Water
Water	9.1.4.1.16.1	Water
Water	9.1.4.2.16.1	Water
Water	9.1.4.3.16.1	Water
Water	9.1.4.4.16.1	Water
Water	9.1.4.4.20.1	Water
Water	9.1.5.1.16.1	Water
Water	9.1.5.2.16.1	Water
Water	9.1.5.2.20.1	Water
Water	9.1.5.3.16.1	Water
Water	9.1.5.3.20.1	Water
Water	9.1.5.4.16.1	Water
Water	9.1.6.1.16.1	Water
Water	9.1.6.2.16.1	Water
Water	9.1.6.3.16.1	Water
Water	9.3.1.1.16.1	Water
Water	9.3.1.2.16.1	Water
Water	9.3.1.3.16.1	Water
Water	9.3.1.4.16.1	Water
Water	9.3.2.1.16.1	Water
Water	9.3.2.2.16.1	Water
Water	9.3.2.3.16.1	Water
Water	9.3.2.4.16.1	Water
Water	9.3.3.1.16.1	Water
Water	9.3.3.2.16.1	Water
Water	9.3.3.3.16.1	Water
Water	9.3.4.1.16.1	Water
Water	9.3.4.2.16.1	Water
Water	9.3.4.3.16.1	Water
Water	9.3.5.1.16.1	Water
Water	9.3.5.2.16.1	Water
Water	9.3.5.3.16.1	Water
Water	9.3.5.4.16.1	Water
water	1.1.13.5.16.1	water
water	1.1.14.3.16.5	water
water	1.1.14.4.16.1	water
water	1.1.14.5.16.1	water
water	1.3.2.1.16.8	water
water	1.3.2.2.16.9	water
water	1.3.2.3.16.8	water
water	1.3.2.4.16.9	water
water	2.6.1.1.16.1	water
water	2.6.1.2.16.1	water
water	2.6.1.3.16.1	water
water	2.6.2.1.16.1	water
water	2.6.2.2.16.1	water
water	2.6.2.3.16.1	water
water	2.6.2.4.16.1	water
water	2.6.3.1.16.1	water
water	2.6.3.2.16.1	water
water	2.6.3.3.16.1	water
water	2.6.4.1.16.1	water
water	2.6.4.2.16.1	water
water	2.6.4.3.16.1	water
water	2.6.5.1.16.1	water
water	2.6.5.2.16.1	water
water	2.6.5.3.16.1	water
water	2.6.6.1.16.1	water
water	2.6.6.2.16.1	water
water	2.6.6.3.16.1	water
water	2.6.7.1.16.1	water
water	2.6.7.2.16.1	water
water	2.6.7.3.16.1	water
water	2.6.7.4.16.1	water
water	2.6.8.1.16.1	water
water	2.6.8.2.16.1	water
water	2.6.9.1.16.1	water
water	2.6.9.2.16.1	water
water	2.6.9.3.16.1	water
water	2.6.9.4.16.1	water
water	2.7.1.1.16.1	water
water	2.7.1.2.16.1	water
water	2.7.1.3.16.1	water
water	2.7.1.4.16.1	water
water	2.7.1.5.16.1	water
water	2.7.2.1.16.1	water
water	2.7.2.2.16.1	water
water	2.7.2.3.16.1	water
water	2.7.2.4.16.1	water
water	2.7.2.5.16.1	water
water	2.7.3.1.16.1	water
water	2.7.3.2.16.1	water
water	2.8.1.1.16.1	water
water	2.8.1.2.16.1	water
water	2.8.1.3.16.1	water
water	2.8.1.4.16.1	water
water	2.8.1.5.16.1	water
water	2.8.2.1.16.1	water
water	2.8.2.2.16.1	water
water	2.8.2.3.16.1	water
water	2.8.2.4.16.1	water
water	2.8.2.5.16.1	water
water	2.8.3.1.16.1	water
water	2.8.3.2.16.1	water
water	2.8.3.3.16.1	water
water	2.8.4.1.16.1	water
water	2.8.4.2.16.1	water
water	2.8.4.3.16.1	water
water	2.8.4.4.16.1	water
water	2.8.4.5.16.1	water
water	2.8.5.1.16.1	water
water	2.8.5.2.16.1	water
water	2.8.5.3.16.1	water
water	2.8.5.4.16.1	water
water	2.8.5.5.16.1	water
water	2.8.6.1.16.1	water
water	2.8.6.2.16.1	water
water	2.8.6.3.16.1	water
water	2.8.6.4.16.1	water
water	2.8.7.1.16.1	water
water	2.8.7.2.16.1	water
water	2.8.7.3.16.1	water
water	2.8.7.4.16.1	water
water	2.8.7.5.16.1	water
water	3.1.1.1.16.1	water
water	3.1.1.2.16.1	water
water	3.1.1.3.16.1	water
water	3.1.1.4.16.1	water
water	3.1.2.1.16.1	water
water	3.1.2.2.16.1	water
water	3.1.2.3.16.1	water
water	3.1.2.4.16.1	water
water	3.1.3.1.16.1	water
water	3.1.3.2.16.1	water
water	3.1.3.3.16.1	water
water	3.1.3.4.16.1	water
water	3.1.4.1.16.1	water
water	3.1.4.2.16.1	water
water	3.1.4.3.16.1	water
water	3.4.1.1.16.1	water
water	3.4.1.2.16.1	water
water	3.4.1.3.16.1	water
water	3.4.1.4.16.1	water
water	3.4.2.1.16.1	water
water	3.4.2.2.16.1	water
water	3.4.2.3.16.1	water
water	3.4.2.4.16.1	water
water	3.4.3.1.16.1	water
water	3.4.3.2.16.1	water
water	3.4.3.3.16.1	water
water	3.4.3.4.16.1	water
water	3.4.4.1.16.1	water
water	3.4.4.2.16.1	water
water	3.4.4.3.16.1	water
water	3.4.4.4.16.1	water
water	3.4.5.1.16.1	water
water	3.4.5.2.16.1	water
water	3.4.5.3.16.1	water
water	3.4.5.4.16.1	water
water	3.4.6.1.16.1	water
water	3.4.6.2.16.1	water
water	3.4.6.3.16.1	water
water	3.4.6.4.16.1	water
water	3.4.6.5.16.1	water
water	3.4.6.6.16.1	water
water	3.4.7.1.16.1	water
water	3.4.7.2.16.1	water
water	3.4.7.3.16.1	water
water	3.4.7.4.16.1	water
