1.5.3 Venezuelan	2.2.1.3.24.29	1.5.3 Venezuelan
vine leaves	2.7.2.2.2.13	vine leaves
vine leaves	2.7.2.2.23.1	vine leaves
vine leaves	2.7.2.2.9.9	vine leaves
vine leaves	2.7.2.4.2.20	vine leaves
vine leaves	2.7.2.4.23.1	vine leaves
vine leaves	2.7.2.4.24.4	vine leaves
vine leaves	2.7.2.4.9.10	vine leaves
vine leaves	2.7.2.5.23.3	vine leaves
vine leaves	2.7.3.1.2.27	vine leaves
vine leaves	2.7.3.1.23.1	vine leaves
vine leaves	2.7.3.2.2.19	vine leaves
vine leaves	2.7.3.2.23.1	vine leaves
vine leaves	2.8.5.3.2.21	vine leaves
vine leaves	2.8.5.3.23.3	vine leaves
vine leaves	2.8.5.4.2.22	vine leaves
vine leaves	2.8.5.4.23.3	vine leaves
vine leaves	2.8.5.5.23.4	vine leaves
vine leaves	2.8.6.1.2.13	vine leaves
vine leaves	2.8.6.1.23.3	vine leaves
vine leaves	2.8.6.3.2.17	vine leaves
vine leaves	2.8.6.3.23.3	vine leaves
vine leaves	2.8.6.4.2.20	vine leaves
vine leaves	2.8.6.4.23.3	vine leaves
vine leaves	3.7.1.7.23.3	vine leaves
vine leaves	4.1.1.2.7.11	vine leaves
vine leaves	4.1.2.1.23.3	vine leaves
vine leaves	4.1.2.2.23.3	vine leaves
vine leaves	4.1.3.2.23.3	vine leaves
vine leaves	4.1.3.2.7.8	vine leaves
vine leaves	4.1.4.2.23.3	vine leaves
vine leaves	4.1.4.2.7.2	vine leaves
vine leaves	4.1.4.3.23.5	vine leaves
vine leaves	4.1.5.1.23.5	vine leaves
vine leaves	4.1.5.1.7.7	vine leaves
vine leaves	4.1.5.2.23.4	vine leaves
vine leaves	4.1.5.2.7.9	vine leaves
vine leaves	4.1.5.3.23.3	vine leaves
vine leaves	4.1.5.3.7.9	vine leaves
vine leaves	4.1.5.4.23.3	vine leaves
vine leaves	4.1.5.4.7.10	vine leaves
vine leaves	4.2.1.1.23.4	vine leaves
vine leaves	4.2.1.2.23.4	vine leaves
vine leaves	4.2.1.3.23.4	vine leaves
vine leaves	4.2.1.4.23.4	vine leaves
vine leaves in brine	4.1.1.1.14.11	vine leaves in brine
Vine prunings	2.5.3.1.24.8	Vine prunings
Vine prunings	2.5.3.2.24.9	Vine prunings
Vine prunings	2.5.3.4.24.11	Vine prunings
Vine prunings	2.5.4.3.24.9	Vine prunings
Vine prunings	2.5.5.2.24.10	Vine prunings
Vine prunings	2.5.6.1.24.11	Vine prunings
Vine prunings	2.5.6.3.24.10	Vine prunings
vine prunings	2.6.2.1.24.5	vine prunings
vine prunings	2.6.2.4.24.3	vine prunings
vine prunings	2.6.4.2.24.3	vine prunings
vine prunings	2.6.6.1.24.3	vine prunings
vine prunings	3.7.1.5.24.3	vine prunings
Vine spinach	3.6.1.4.2.13	Vine spinach
vine spinach	7.1.6.1.2.5	vine spinach
vine tomatoes	2.3.8.1.2.25	vine tomatoes
vine wood embers	4.1.1.2.24.1	vine wood embers
vine wood smoke	4.1.1.1.24.3	vine wood smoke
Vinèg blan	1.4.5.2.12.5	White vinegar
Vinèg blan	1.4.5.3.12.5	White vinegar
Vinèg blan	1.4.5.4.12.5	White vinegar
Vinèg sid pòm	1.4.5.2.12.6	Apple cider vinegar
Vinegar	1.1.4.4.12.2	Vinegar
Vinegar	1.3.1.1.12.3	Vinegar
Vinegar	1.3.1.2.12.4	Vinegar
Vinegar	1.3.1.4.12.1	Vinegar
Vinegar	1.3.1.5.12.3	Vinegar
Vinegar	1.3.2.1.12.2	Vinegar
Vinegar	1.3.2.2.12.3	Vinegar
Vinegar	1.3.2.3.12.4	Vinegar
Vinegar	1.3.3.1.12.4	Vinegar
Vinegar	1.3.3.2.12.4	Vinegar
Vinegar	1.3.3.3.12.5	Vinegar
Vinegar	1.3.3.4.12.5	Vinegar
Vinegar	1.3.4.1.12.3	Vinegar
Vinegar	1.3.4.2.12.5	Vinegar
Vinegar	1.3.4.3.12.4	Vinegar
Vinegar	1.3.5.1.12.5	Vinegar
Vinegar	1.3.5.3.12.2	Vinegar
Vinegar	1.3.5.4.12.3	Vinegar
Vinegar	1.3.6.1.12.5	Vinegar
Vinegar	2.2.8.2.12.2	Vinegar
Vinegar	2.9.3.1.12.1	Vinegar
Vinegar	2.9.8.3.12.1	Vinegar
Vinegar	3.2.1.1.12.2	Vinegar
Vinegar	3.2.1.3.12.3	Vinegar
Vinegar	3.2.1.4.12.2	Vinegar
Vinegar	3.2.1.5.12.5	Vinegar
Vinegar	3.2.2.2.12.6	Vinegar
Vinegar	3.2.2.4.12.6	Vinegar
Vinegar	3.5.3.1.12.5	Vinegar
Vinegar	3.5.3.3.12.4	Vinegar
Vinegar	3.5.4.1.12.5	Vinegar
Vinegar	3.5.4.2.12.5	Vinegar
Vinegar	3.5.4.6.12.4	Vinegar
Vinegar	3.6.1.1.12.6	Vinegar
Vinegar	3.6.1.2.12.6	Vinegar
Vinegar	3.6.1.4.12.5	Vinegar
Vinegar	3.6.1.5.12.5	Vinegar
Vinegar	3.6.2.1.12.6	Vinegar
Vinegar	3.6.2.2.12.6	Vinegar
Vinegar	3.6.2.3.12.6	Vinegar
Vinegar	3.6.2.5.12.5	Vinegar
Vinegar	3.6.3.1.12.6	Vinegar
Vinegar	3.6.3.2.12.6	Vinegar
Vinegar	3.6.3.3.12.6	Vinegar
Vinegar	3.6.3.4.12.6	Vinegar
Vinegar	3.6.4.1.12.6	Vinegar
Vinegar	3.6.4.2.12.6	Vinegar
Vinegar	3.6.4.3.12.6	Vinegar
Vinegar	3.6.4.4.12.6	Vinegar
Vinegar	3.6.5.1.12.5	Vinegar
Vinegar	3.6.5.2.12.6	Vinegar
Vinegar	3.6.5.3.12.5	Vinegar
Vinegar	3.8.1.1.12.1	Vinegar
Vinegar	3.8.1.2.12.5	Vinegar
Vinegar	3.8.1.3.12.6	Vinegar
Vinegar	3.8.1.4.12.5	Vinegar
Vinegar	3.8.2.1.12.5	Vinegar
Vinegar	4.5.3.2.12.5	Vinegar
Vinegar	4.5.4.4.12.5	Vinegar
Vinegar	4.5.5.1.12.6	Vinegar
Vinegar	4.5.5.2.12.4	Vinegar
Vinegar	4.5.5.3.12.4	Vinegar
Vinegar	5.3.1.1.12.2	Vinegar
Vinegar	5.3.2.1.12.7	Vinegar
Vinegar	5.3.2.2.12.8	Vinegar
Vinegar	5.3.3.1.12.5	Vinegar
Vinegar	5.3.3.3.12.8	Vinegar
Vinegar	5.3.5.1.12.9	Vinegar
Vinegar	5.3.5.4.12.8	Vinegar
Vinegar	5.4.1.1.12.7	Vinegar
Vinegar	5.4.2.1.12.6	Vinegar
Vinegar	5.4.2.1.16.9	Vinegar
Vinegar	5.5.1.1.12.8	Vinegar
Vinegar	5.5.1.1.16.8	Vinegar
Vinegar	5.5.1.2.12.7	Vinegar
Vinegar	5.6.1.1.12.6	Vinegar
Vinegar	5.6.1.3.12.8	Vinegar
Vinegar	5.6.2.1.12.10	Vinegar
Vinegar	7.4.1.3.12.2	Vinegar
Vinegar	7.4.1.4.12.6	Vinegar
Vinegar	7.4.1.5.12.1	Vinegar
Vinegar	7.4.1.5.14.6	Vinegar
Vinegar	7.4.3.4.12.1	Vinegar
Vinegar	7.4.3.4.13.1	Vinegar
Vinegar	7.4.4.1.12.5	Vinegar
Vinegar	7.4.4.2.12.3	Vinegar
Vinegar	9.1.1.5.12.8	Vinegar
Vinegar	9.1.4.4.12.2	Vinegar
Vinegar	9.3.1.1.12.3	Vinegar
Vinegar	9.3.1.2.12.3	Vinegar
Vinegar	9.3.1.3.12.6	Vinegar
Vinegar	9.3.1.4.12.5	Vinegar
Vinegar	9.3.2.1.12.5	Vinegar
Vinegar	9.3.2.2.12.5	Vinegar
Vinegar	9.3.2.3.12.6	Vinegar
Vinegar	9.3.2.4.12.5	Vinegar
Vinegar	9.3.3.1.12.3	Vinegar
Vinegar	9.3.3.2.12.4	Vinegar
Vinegar	9.3.3.3.12.4	Vinegar
Vinegar	9.3.5.1.12.5	Vinegar
Vinegar	9.3.5.2.12.5	Vinegar
Vinegar	9.3.5.3.12.5	Vinegar
Vinegar	9.3.5.4.12.5	Vinegar
vinegar	1.3.2.1.12.6	vinegar
vinegar	1.3.2.2.12.7	vinegar
vinegar	1.3.2.3.12.9	vinegar
vinegar	1.3.2.4.12.9	vinegar
vinegar	1.3.2.4.16.16	vinegar
vinegar	2.1.2.4.12.2	vinegar
vinegar	2.3.8.3.12.1	vinegar
vinegar	2.3.8.4.12.1	vinegar
vinegar	2.6.9.1.12.1	vinegar
vinegar	2.7.1.4.12.2	vinegar
vinegar	2.7.2.4.12.6	vinegar
vinegar	2.8.1.1.12.1	vinegar
vinegar	2.8.1.2.12.3	vinegar
vinegar	2.8.1.3.12.3	vinegar
vinegar	2.8.1.4.12.1	vinegar
vinegar	2.8.1.5.12.5	vinegar
vinegar	2.8.2.2.12.4	vinegar
vinegar	2.8.2.3.12.1	vinegar
vinegar	2.8.2.4.12.2	vinegar
vinegar	2.8.2.5.12.5	vinegar
vinegar	2.8.4.1.12.1	vinegar
vinegar	2.8.4.2.12.2	vinegar
vinegar	2.8.4.3.12.2	vinegar
vinegar	2.8.4.4.12.1	vinegar
vinegar	2.8.4.5.12.1	vinegar
vinegar	2.8.5.1.12.2	vinegar
vinegar	2.8.5.2.12.2	vinegar
vinegar	2.8.5.3.12.2	vinegar
vinegar	2.8.5.4.12.2	vinegar
vinegar	2.8.5.5.12.2	vinegar
vinegar	2.8.6.1.12.2	vinegar
vinegar	2.8.6.2.12.2	vinegar
vinegar	2.8.6.3.12.2	vinegar
vinegar	2.8.6.4.12.2	vinegar
vinegar	2.8.7.1.12.4	vinegar
vinegar	2.8.7.2.12.4	vinegar
vinegar	2.8.7.3.12.4	vinegar
vinegar	2.8.7.4.12.5	vinegar
vinegar	3.1.1.2.12.4	vinegar
vinegar	3.1.2.1.12.4	vinegar
vinegar	3.1.2.2.12.4	vinegar
vinegar	3.1.2.3.12.2	vinegar
vinegar	3.1.3.1.12.3	vinegar
vinegar	3.1.3.2.12.2	vinegar
vinegar	3.1.3.3.12.2	vinegar
vinegar	3.1.4.1.12.2	vinegar
vinegar	3.1.4.2.12.3	vinegar
vinegar	3.4.1.3.12.7	vinegar
vinegar	3.4.1.4.12.7	vinegar
vinegar	3.4.2.1.12.6	vinegar
vinegar	3.4.2.3.12.4	vinegar
vinegar	3.4.3.1.12.6	vinegar
vinegar	3.4.3.2.12.6	vinegar
vinegar	3.4.3.3.12.3	vinegar
vinegar	3.4.3.4.12.4	vinegar
vinegar	3.4.4.1.12.5	vinegar
vinegar	3.4.4.2.12.4	vinegar
vinegar	3.4.4.4.12.3	vinegar
vinegar	3.4.5.1.12.3	vinegar
vinegar	3.4.5.3.12.3	vinegar
vinegar	3.4.6.1.12.3	vinegar
vinegar	3.4.6.2.12.3	vinegar
vinegar	3.4.6.3.12.3	vinegar
vinegar	3.4.6.4.12.4	vinegar
vinegar	3.4.7.2.12.8	vinegar
vinegar	3.7.6.2.12.2	vinegar
vinegar	3.7.6.3.12.4	vinegar
vinegar	3.7.6.4.12.3	vinegar
vinegar	3.7.7.2.12.3	vinegar
vinegar	3.7.7.3.12.3	vinegar
vinegar	3.7.8.1.12.1	vinegar
vinegar	3.7.8.2.12.1	vinegar
vinegar	3.7.8.4.12.3	vinegar
vinegar	4.1.3.1.12.2	vinegar
vinegar	4.2.1.5.12.4	vinegar
vinegar	4.2.2.2.12.4	vinegar
vinegar	4.2.2.4.12.4	vinegar
vinegar	4.3.3.1.12.4	vinegar
vinegar	4.3.3.2.12.3	vinegar
vinegar	4.3.3.3.12.4	vinegar
vinegar	4.3.3.4.12.3	vinegar
vinegar	4.3.4.3.12.5	vinegar
vinegar	4.3.4.4.12.2	vinegar
vinegar	4.4.1.1.12.7	vinegar
vinegar	4.4.1.3.12.5	vinegar
vinegar	4.4.2.1.12.5	vinegar
vinegar	4.4.2.2.12.2	vinegar
vinegar	4.4.2.3.12.4	vinegar
vinegar	4.4.3.3.12.4	vinegar
vinegar	4.4.4.1.12.4	vinegar
vinegar	4.4.4.3.12.4	vinegar
vinegar	4.6.1.1.12.9	vinegar
vinegar	4.6.1.1.16.5	vinegar
vinegar	4.6.1.3.12.7	vinegar
vinegar	4.6.2.1.12.4	vinegar
vinegar	4.6.2.2.12.2	vinegar
vinegar	4.6.2.3.12.1	vinegar
vinegar	4.6.3.1.12.2	vinegar
vinegar	4.6.3.3.12.3	vinegar
vinegar	4.6.4.1.12.6	vinegar
vinegar	4.6.4.2.12.6	vinegar
vinegar	4.6.4.3.12.7	vinegar
vinegar	4.6.5.2.12.3	vinegar
vinegar	5.1.1.4.12.4	vinegar
vinegar	5.1.2.1.12.2	vinegar
vinegar	5.1.2.2.12.6	vinegar
vinegar	5.1.3.1.12.5	vinegar
vinegar	5.2.1.1.12.4	vinegar
vinegar	5.2.1.2.12.3	vinegar
vinegar	5.2.1.2.13.4	vinegar
vinegar	5.2.1.2.14.4	vinegar
vinegar	5.2.1.3.12.5	vinegar
vinegar	5.2.1.4.12.3	vinegar
vinegar	5.2.2.1.12.4	vinegar
vinegar	5.2.2.3.12.7	vinegar
vinegar	5.2.3.1.12.4	vinegar
vinegar	5.2.3.2.12.3	vinegar
vinegar	5.2.4.1.12.4	vinegar
vinegar	5.2.4.2.12.4	vinegar
vinegar	6.1.2.1.12.1	vinegar
vinegar	6.3.5.2.12.2	vinegar
vinegar	6.4.4.1.12.5	vinegar
vinegar	6.4.4.3.12.3	vinegar
vinegar	6.4.5.3.12.4	vinegar
vinegar	6.6.1.1.12.1	vinegar
vinegar	6.6.1.2.12.1	vinegar
vinegar	6.6.1.3.12.1	vinegar
vinegar	6.6.2.1.12.1	vinegar
vinegar	6.6.2.5.12.1	vinegar
vinegar	6.6.3.1.12.1	vinegar
vinegar	6.6.3.2.12.1	vinegar
vinegar	6.7.3.3.12.1	vinegar
vinegar	6.7.7.3.12.1	vinegar
vinegar	7.1.1.1.12.8	vinegar
vinegar	7.1.3.2.12.4	vinegar
vinegar	7.1.6.1.12.5	vinegar
vinegar	7.1.6.2.12.5	vinegar
vinegar	7.1.6.3.12.5	vinegar
vinegar	7.1.6.4.12.5	vinegar
vinegar	7.1.6.5.12.6	vinegar
vinegar	7.2.2.1.12.5	vinegar
vinegar	7.2.2.3.12.6	vinegar
vinegar	7.2.3.1.12.8	vinegar
vinegar	7.2.3.2.12.9	vinegar
vinegar	7.2.4.1.12.9	vinegar
vinegar	7.2.4.2.12.8	vinegar
vinegar	7.2.4.3.12.8	vinegar
vinegar	7.2.4.4.12.4	vinegar
vinegar	7.3.1.3.12.2	vinegar
vinegar	7.3.2.1.12.5	vinegar
vinegar	7.3.2.2.12.7	vinegar
vinegar	7.3.2.4.12.8	vinegar
vinegar	7.3.2.5.12.1	vinegar
vinegar	7.3.3.2.12.1	vinegar
vinegar	7.3.4.1.12.8	vinegar
vinegar	7.3.4.2.12.6	vinegar
vinegar	7.3.4.3.12.6	vinegar
vinegar	7.3.5.2.12.3	vinegar
vinegar	7.3.6.1.12.6	vinegar
vinegar	7.3.6.3.12.6	vinegar
vinegar	8.1.1.2.12.7	vinegar
vinegar	8.1.1.3.12.7	vinegar
vinegar	8.1.1.5.12.6	vinegar
vinegar	8.1.2.1.12.6	vinegar
vinegar	8.1.2.1.13.4	vinegar
vinegar	8.1.2.1.17.5	vinegar
vinegar	8.1.2.4.12.5	vinegar
vinegar	8.1.3.1.12.6	vinegar
vinegar	8.1.3.2.12.6	vinegar
vinegar	8.1.3.3.12.7	vinegar
vinegar	8.1.3.4.12.5	vinegar
vinegar	8.1.4.1.12.7	vinegar
vinegar	8.1.4.2.12.8	vinegar
vinegar	8.1.4.3.12.8	vinegar
vinegar	8.1.5.1.12.7	vinegar
vinegar	8.2.2.3.12.3	vinegar
vinegar	8.2.4.1.12.2	vinegar
vinegar	8.2.4.2.12.2	vinegar
vinegar	8.2.4.3.12.2	vinegar
vinegar	9.2.1.2.12.4	vinegar
vinegar	9.2.1.3.12.1	vinegar
vinegar	9.2.2.1.12.5	vinegar
vinegar	9.2.3.4.12.6	vinegar
vinegar	9.4.1.3.12.5	vinegar
vinegar	9.4.5.1.12.3	vinegar
vinegar	9.4.5.1.13.2	vinegar
vinegar	9.4.5.3.13.2	vinegar
vinegar	9.5.1.1.12.3	vinegar
vinegar	9.5.1.1.13.8	vinegar
vinegar	9.5.5.1.12.6	vinegar
vinegar	9.5.5.2.12.6	vinegar
vinegar	9.5.6.1.12.3	vinegar
vinegar	9.5.6.2.12.3	vinegar
vinegar	9.5.6.3.12.3	vinegar
vinegar carp marinade	2.8.1.3.13.6	vinegar carp marinade
vinegar dip	6.1.4.3.13.12	vinegar dip
vinegar dipping sauce	6.4.1.2.13.11	vinegar dipping sauce
vinegar dipping sauce	6.4.1.3.13.9	vinegar dipping sauce
vinegar dipping sauce	6.4.4.3.13.10	vinegar dipping sauce
vinegar dipping sauce	6.4.5.1.13.10	vinegar dipping sauce
vinegar dipping sauce	6.4.5.2.13.8	vinegar dipping sauce
vinegar dipping sauce	6.4.5.3.13.7	vinegar dipping sauce
vinegar dipping sauce	6.4.5.4.13.6	vinegar dipping sauce
vinegar dressing	3.7.8.1.17.6	vinegar dressing
vinegar mother	9.2.2.4.22.6	vinegar mother
vinegar mother	9.2.3.3.22.5	vinegar mother
vinegar sausages	2.7.2.5.14.3	vinegar sausages
vinegar-cured black olives	2.7.2.5.14.9	vinegar-cured black olives
vinegared chili sauce	6.6.2.1.13.14	vinegared chili sauce
vinegared miso	6.7.7.3.13.11	vinegared miso
vinegared mozuku	6.7.7.1.14.6	vinegared mozuku
vinegared mozuku	6.7.7.2.14.10	vinegared mozuku
vinegared onion	8.1.2.4.17.2	vinegared onion
vinegared onion	8.1.3.1.13.8	vinegared onion
vinegared onions	8.1.3.2.13.8	vinegared onions
vinegared onions	8.1.3.3.13.10	vinegared onions
vinegared onions	8.1.4.1.13.9	vinegared onions
vinegared onions	8.1.4.2.13.9	vinegared onions
vinegared onions	8.1.4.3.13.9	vinegared onions
vinegared soy sauce	6.6.1.1.13.8	vinegared soy sauce
vinegared soy sauce	6.6.3.1.13.10	vinegared soy sauce
vinegared soy sauce	6.6.3.2.13.10	vinegared soy sauce
Vinete	1.5.2.3.14.7	Vinete
Vinete	1.5.2.3.20.7	Vinete
vinewood embers	4.1.5.1.24.4	vinewood embers
vinha d alhos	2.2.1.1.13.1	vinha d alhos
Vinhão	2.2.1.1.20.6	Vinhão
vinho	1.7.6.4.16.8	vinho
vinho	1.7.6.4.20.5	vinho
vinho	2.2.1.2.12.1	vinho
vinho artesanal	1.7.4.2.14.4	vinho artesanal
vinho artesanal	1.7.4.2.20.3	vinho artesanal
vinho artesanal	1.7.4.3.20.10	vinho artesanal
vinho branco	2.2.1.2.12.3	vinho branco
vinho branco	2.2.1.3.12.2	vinho branco
vinho branco	2.2.1.3.16.3	vinho branco
vinho branco	2.2.1.4.12.3	vinho branco
vinho branco	2.2.1.5.12.3	vinho branco
vinho branco	2.2.1.5.16.3	vinho branco
vinho branco alentejano	2.2.1.4.16.6	vinho branco alentejano
vinho branco do Alentejo	2.2.1.4.20.2	white wine from Alentejo
vinho branco do Algarve	2.2.1.5.20.6	Algarve white wine
vinho branco gaúcho	1.7.5.3.20.5	gaucho white wine
vinho branco seco	1.7.5.4.12.3	vinho branco seco
vinho branco seco	1.7.5.4.16.6	vinho branco seco
vinho da Bairrada	2.2.1.3.12.4	Bairrada wine
vinho da Bairrada	2.2.1.3.16.5	Bairrada wine
vinho da Bairrada	2.2.1.3.20.2	Bairrada wine
vinho da Beira Interior	2.2.1.3.12.5	wine from Beira Interior
vinho da Beira Interior	2.2.1.3.16.6	wine from Beira Interior
vinho da Beira Interior	2.2.1.3.20.3	wine from Beira Interior
vinho de altitude	1.7.5.4.14.5	high altitude wine
vinho de altitude	1.7.5.4.18.10	high altitude wine
vinho de altitude	1.7.5.4.20.3	high altitude wine
vinho de Bituruna	1.7.5.1.14.9	Bituruna wine
vinho de Bituruna	1.7.5.1.18.12	Bituruna wine
vinho de Bituruna	1.7.5.1.20.5	Bituruna wine
vinho de buriti	1.7.6.3.20.4	buriti wine
vinho de caju	1.7.3.4.20.6	cashew wine
vinho de Morro do Chapéu	1.7.3.3.18.5	wine from Morro do Chapéu
vinho de Morro do Chapéu	1.7.3.3.20.4	wine from Morro do Chapéu
vinho de Mucugê	1.7.3.3.18.6	Mucugê wine
vinho de Mucugê	1.7.3.3.20.5	Mucugê wine
vinho de talha	2.2.1.4.20.6	carved wine
vinho de Trás-os-Montes	2.2.1.2.16.5	wine from Trás-os-Montes
vinho de Trás-os-Montes	2.2.1.2.20.3	wine from Trás-os-Montes
vinho do Algarve	2.2.1.5.16.5	Algarve wine
vinho do Dão	2.2.1.3.12.3	Dão wine
vinho do Dão	2.2.1.3.16.4	Dão wine
vinho do Dão	2.2.1.3.20.1	Dão wine
vinho do Douro	2.2.1.2.16.3	Douro wine
vinho do Douro	2.2.1.2.20.1	Douro wine
vinho do Porto	2.2.1.1.16.7	port wine
vinho do Porto	2.2.1.1.20.10	port wine
vinho do Porto	2.2.1.2.16.4	port wine
vinho do Porto	2.2.1.2.20.2	port wine
vinho DOC Alentejo	2.2.1.4.20.4	vinho DOC Alentejo
vinho DOP Lagoa	2.2.1.5.20.1	vinho DOP Lagoa
vinho DOP Lagos	2.2.1.5.20.2	vinho DOP Lagos
vinho DOP Portimão	2.2.1.5.20.3	PDO Portimão wine
vinho DOP Tavira	2.2.1.5.20.4	vinho DOP Tavira
vinho goiano	1.7.6.1.20.4	vinho goiano
vinho Regional Alentejano	2.2.1.4.20.5	vinho Regional Alentejano
vinho Regional Algarve	2.2.1.5.20.5	vinho Regional Algarve
vinho rosé do Alentejo	2.2.1.4.20.3	rosé wine from Alentejo
vinho rosé do Algarve	2.2.1.5.20.8	Algarve rosé wine
vinho tinto	2.2.1.2.12.2	vinho tinto
vinho tinto	2.2.1.3.12.1	vinho tinto
vinho tinto	2.2.1.3.16.2	vinho tinto
vinho tinto	2.2.1.4.12.4	vinho tinto
vinho tinto	2.2.1.5.16.4	vinho tinto
vinho tinto alentejano	2.2.1.4.16.7	vinho tinto alentejano
vinho tinto do Alentejo	2.2.1.4.20.1	red wine from Alentejo
vinho tinto do Algarve	2.2.1.5.20.7	Algarve red wine
vinho tinto gaúcho	1.7.5.3.20.4	Gaucho red wine
vinho tinto seco	1.7.5.4.12.4	vinho tinto seco
vinho tinto seco	1.7.5.4.16.7	vinho tinto seco
vinho verde branco	2.2.1.1.12.3	vinho verde branco
vinho verde branco	2.2.1.1.16.5	vinho verde branco
vinho verde branco	2.2.1.1.20.1	vinho verde branco
vinho verde rosé	2.2.1.1.20.3	rosé green wine
vinho verde tinto	2.2.1.1.12.4	vinho verde tinto
vinho verde tinto	2.2.1.1.16.6	vinho verde tinto
vinho verde tinto	2.2.1.1.20.2	vinho verde tinto
vinné hrozny	2.5.5.2.3.22	wine grapes
vinné listy	2.5.5.2.23.5	vine leaves
vinný ocet	2.5.5.1.12.4	wine vinegar
vinný ocet	2.5.5.2.12.4	wine vinegar
vínny ocot	2.5.6.1.12.4	wine vinegar
vínny ocot	2.5.6.2.12.3	wine vinegar
vínny ocot	2.5.6.3.12.3	wine vinegar
vino	1.6.1.2.14.5	vino
vino	1.6.1.2.16.11	vino
vino	1.6.1.3.14.9	vino
vino	1.6.5.4.14.4	vino
vino	1.6.5.4.16.7	vino
vino	1.6.5.4.20.1	vino
víno	2.5.6.1.14.22	wine
víno	2.5.6.2.14.20	wine
vino Barbera	2.4.1.1.12.4	vino Barbera
vino Barolo	2.4.1.1.12.5	vino Barolo
vino bianco	2.4.1.1.16.7	vino bianco
vino bianco	2.4.1.4.16.3	vino bianco
vino bianco	2.4.2.1.16.7	vino bianco
vino bianco	2.4.2.3.16.8	vino bianco
vino bianco	2.4.4.1.16.7	vino bianco
vino bianco	2.5.4.3.12.6	vino bianco
vino bianco	2.5.4.3.16.7	vino bianco
vino bianco calabrese	2.4.5.4.16.6	vino bianco calabrese
vino bianco campano	2.4.5.1.16.7	vino bianco campano
vino bianco costiero sardo	2.4.7.4.16.7	vino bianco costiero sardo
vino bianco del Campidano	2.4.7.2.16.7	white wine from Campidano
vino bianco del litorale	2.4.4.3.16.6	white wine from the coast
vino bianco del Sulcis	2.4.7.2.16.8	white wine from Sulcis
vino bianco dell'entroterra siciliano	2.4.6.3.16.6	vino bianco dell'entroterra siciliano
vino bianco della Gallura	2.4.7.1.16.7	white wine from Gallura
vino bianco della Sicilia occidentale	2.4.6.1.16.7	white wine from western Sicily
vino bianco della Sicilia orientale	2.4.6.2.16.8	white wine from eastern Sicily
vino bianco di Alghero	2.4.7.1.16.8	white wine from Alghero
vino bianco di Romagna	2.4.2.4.16.7	white wine from Romagna
vino bianco friulano	2.4.2.2.12.6	vino bianco friulano
vino bianco friulano	2.4.2.2.16.5	vino bianco friulano
vino bianco laziale	2.4.4.2.16.6	vino bianco laziale
vino bianco ligure	2.4.1.2.12.4	vino bianco ligure
vino bianco ligure	2.4.1.2.16.5	vino bianco ligure
vino bianco lucano	2.4.5.3.16.6	vino bianco lucano
vino bianco marchigiano	2.4.3.3.16.7	vino bianco marchigiano
vino bianco secco	2.4.1.3.12.2	vino bianco secco
vino bianco secco	2.4.1.3.16.3	vino bianco secco
vino bianco secco	2.4.1.4.12.3	vino bianco secco
vino bianco secco	2.4.2.1.12.3	vino bianco secco
vino bianco secco	2.4.2.3.12.5	vino bianco secco
vino bianco secco	2.4.2.4.12.5	vino bianco secco
vino bianco secco	2.4.3.1.12.4	vino bianco secco
vino bianco secco	2.4.3.2.12.4	vino bianco secco
vino bianco secco	2.4.3.3.12.3	vino bianco secco
vino bianco secco	2.4.4.1.12.3	vino bianco secco
vino bianco secco	2.4.4.2.12.4	vino bianco secco
vino bianco secco	2.4.4.3.12.4	vino bianco secco
vino bianco secco	2.4.5.1.12.8	vino bianco secco
vino bianco secco	2.4.5.3.12.3	vino bianco secco
vino bianco secco	2.4.5.4.12.8	vino bianco secco
vino bianco secco	2.4.6.1.12.7	vino bianco secco
vino bianco secco	2.4.6.2.12.7	vino bianco secco
vino bianco secco	2.4.6.3.12.5	vino bianco secco
vino bianco secco	2.4.7.1.12.4	vino bianco secco
vino bianco secco	2.4.7.2.12.5	vino bianco secco
vino bianco secco	2.4.7.3.12.4	vino bianco secco
vino bianco secco	2.4.7.3.16.10	vino bianco secco
vino bianco secco	2.4.7.4.12.5	vino bianco secco
vino bianco toscano	2.4.3.1.16.9	vino bianco toscano
vino bianco umbro	2.4.3.2.16.8	vino bianco umbro
Vino blanco	1.8.1.1.16.10	Vino blanco
Vino blanco	1.8.1.1.20.4	Vino blanco
Vino blanco	1.8.1.2.16.8	Vino blanco
Vino blanco	1.8.1.2.20.4	Vino blanco
Vino blanco	1.8.1.4.16.3	Vino blanco
Vino blanco	1.8.1.4.20.2	Vino blanco
Vino blanco	1.8.2.1.16.8	Vino blanco
Vino blanco	1.8.2.2.16.8	Vino blanco
Vino blanco	1.8.2.2.20.6	Vino blanco
Vino blanco	1.8.2.3.16.7	Vino blanco
Vino blanco	1.8.3.3.16.9	Vino blanco
Vino blanco	1.8.3.3.20.7	Vino blanco
Vino blanco	1.8.4.3.16.14	Vino blanco
Vino blanco	1.8.6.1.20.9	Vino blanco
Vino blanco	1.8.6.4.20.9	Vino blanco
vino blanco	1.2.1.1.14.7	vino blanco
vino blanco	1.2.1.1.16.2	vino blanco
vino blanco	1.2.1.2.14.9	vino blanco
vino blanco	1.2.1.2.16.5	vino blanco
vino blanco	1.2.1.2.20.3	vino blanco
