1.5.3 Venezuelan	2.2.1.3.24.29
vino fino	2.2.7.2.16.7
vino fino	2.2.7.2.20.1
vino huizcoyol	1.3.6.4.20.24
vino Mandrolisai	2.4.7.3.16.9
vino Merlot	1.2.1.1.20.3
vino Moscatel	1.2.1.1.20.8
Vino moscato	1.8.2.1.20.5
vino Nebbiolo	1.2.1.1.20.2
Vino Nobile di Montepulciano DOCG, Vino Nobile di Montepulciano DOCG, Vino Nobile di Montepulciano DOCG	2.4.3.1.20.11
Vino patero	1.8.1.3.16.4
Vino patero	1.8.1.3.20.8
Vino pinot noir	1.8.2.3.20.7
Vino Pintatani	1.8.3.1.14.3
Vino Pintatani	1.8.3.1.16.6
Vino Pintatani	1.8.3.1.20.2
vino qhochala	1.6.4.3.14.6
vino qhochala	1.6.4.3.16.8
vino qhochala	1.6.4.3.18.9
vino qhochala	1.6.4.3.20.6
vino quebranta	1.6.1.2.20.4
vino queretano	1.2.2.5.16.8
vino rancio	2.2.7.3.14.12
vino rancio	2.2.7.4.14.13
vino Rioja Alavesa	2.2.3.3.14.8
vino rosado DOP Granada	2.2.7.4.12.7
vino rosado DOP Granada	2.2.7.4.20.2
vino rosado Laujar-Alpujarra	2.2.7.4.12.10
vino rosado Laujar-Alpujarra	2.2.7.4.20.7
vino rosado queretano	1.2.2.2.20.3
vino rosso	2.4.1.1.16.6
vino rosso	2.4.1.4.16.4
vino rosso	2.4.2.1.16.8
vino rosso	2.4.2.3.16.9
vino rosso	2.4.4.1.16.8
vino rosso calabrese	2.4.5.4.16.7
vino rosso campano	2.4.5.1.16.8
vino rosso costiero sardo	2.4.7.4.16.8
vino rosso dell'entroterra siciliano	2.4.6.3.16.7
vino rosso friulano	2.4.2.2.16.6
vino rosso laziale	2.4.4.2.16.7
vino rosso lucano	2.4.5.3.16.7
vino rosso marchigiano	2.4.3.3.16.8
vino rosso secco	2.4.2.1.12.4
vino rosso secco	2.4.2.3.12.6
vino rosso secco	2.4.2.4.12.6
vino rosso secco	2.4.3.1.12.5
vino rosso secco	2.4.3.2.12.5
vino rosso secco	2.4.3.3.12.4
vino rosso secco	2.4.4.1.12.4
vino rosso secco	2.4.4.2.12.5
vino rosso secco	2.4.4.3.12.5
vino rosso secco	2.4.5.1.12.9
vino rosso secco	2.4.5.3.12.4
vino rosso secco	2.4.5.4.12.9
vino rosso secco	2.4.6.2.12.8
vino rosso secco	2.4.6.3.12.6
vino rosso secco	2.4.7.1.12.5
vino rosso secco	2.4.7.2.12.6
vino rosso secco	2.4.7.3.12.5
vino rosso secco	2.4.7.3.16.11
vino rosso secco	2.4.7.4.12.6
vino rosso toscano	2.4.3.1.16.8
vino rosso umbro	2.4.3.2.16.9
vino rosso valdostano	2.4.1.3.12.3
vino rosso valdostano	2.4.1.3.16.4
Vino Santo Trentino DOC	2.4.2.3.20.5
Vino sauvignon blanc	1.8.2.3.20.6
vino Sauvignon Blanc	1.2.1.1.20.7
Vino seco	1.4.1.2.16.4
vino seco	1.3.7.1.16.11
Vino tannat	1.8.2.1.20.4
Vino tannat	1.8.2.3.16.8
Vino tannat	1.8.2.3.20.3
vino Tempranillo	1.2.1.1.20.4
Vino tinto	1.8.1.1.16.9
Vino tinto	1.8.1.1.20.3
Vino tinto	1.8.1.2.16.7
Vino tinto	1.8.1.2.20.3
Vino tinto	1.8.1.4.16.2
Vino tinto	1.8.1.4.20.1
Vino tinto	1.8.2.1.16.7
Vino tinto	1.8.2.2.16.7
Vino tinto	1.8.2.2.20.5
Vino tinto	1.8.4.3.16.13
vino tinto	1.2.1.1.14.6
vino tinto	1.2.1.1.16.1
vino tinto	1.2.1.2.14.8
vino tinto	1.2.1.2.16.6
vino tinto	1.2.1.2.20.2
vino tinto	1.6.1.3.16.8
vino tinto	1.6.1.3.20.6
vino tinto DOP Granada	2.2.7.4.12.8
vino tinto DOP Granada	2.2.7.4.16.10
vino tinto DOP Granada	2.2.7.4.20.3
vino tinto Laujar-Alpujarra	2.2.7.4.12.11
vino tinto Laujar-Alpujarra	2.2.7.4.16.12
vino tinto Laujar-Alpujarra	2.2.7.4.20.8
vino tinto queretano	1.2.2.2.16.8
vino tinto queretano	1.2.2.2.20.1
vino tinto queretano	1.2.2.5.20.6
vino tinto Rioja Alavesa	2.2.3.3.12.6
vino tinto Rioja Alavesa	2.2.3.3.16.4
vino tinto Rioja Alavesa	2.2.3.3.20.5
vino tinto seco	1.6.1.3.12.5
vino uvina	1.6.1.2.20.5
Vins d'Alsace AOP	2.3.3.1.18.7
Vinsanto	2.4.3.1.12.6
Vinsanto	2.4.3.1.16.10
Vinsanto	2.4.3.2.12.6
Vinsanto	2.4.3.2.16.10
Vinsanto	2.7.2.1.20.3
Vinsanto from smoked grapes from the Upper Tiber, Vinsanto from smoked grapes from the Upper Tiber, Vinsanto da uve affumicate dell'Alto Tevere	2.4.3.2.14.16
Vinsanto from smoked grapes from the Upper Tiber, Vinsanto from smoked grapes from the Upper Tiber, Vinsanto da uve affumicate dell'Alto Tevere	2.4.3.2.18.13
Vinsanto from smoked grapes from the Upper Tiber, Vinsanto from smoked grapes from the Upper Tiber, Vinsanto da uve affumicate dell'Alto Tevere	2.4.3.2.20.17
Vinschger Paarl	2.4.2.3.1.12
Vinschger Paarl	2.4.2.3.18.2
Vintage apple	9.2.3.2.3.22
Viognier	9.2.2.4.20.10
viognier	9.2.2.1.20.7
Viognier grapes	2.3.5.3.3.13
Viognier grapes	2.3.6.1.3.12
Viognier grapes	9.2.2.4.3.48
Violet de Galmi onion, Violet de Galmi onion, Violet de Galmi onion	3.4.5.2.2.2
Violet flower confit, Violet flower confit, Confit de fleurs de violette	2.3.4.3.13.3
Violet flowers	2.3.6.2.7.11
Violet garlic cloves	2.3.4.3.2.2
Violet honey	2.3.4.3.15.2
Violet infusion	2.3.6.2.19.8
violet leaves	4.2.1.5.19.7
violet leaves	4.2.1.5.2.14
Violet mustard	2.3.4.3.13.2
Violet mustard, Violet mustard, Moutarde à la violette	2.3.4.3.13.1
Violet of Toulouse, Violet of Toulouse, Violette de Toulouse	2.3.4.3.18.4
Violet of Tourrettes-sur-Loup, Violet of Tourrettes-sur-Loup, Violette de Tourrettes-sur-Loup	2.3.6.2.18.18
Violet petals	2.3.6.2.17.7
Violet sugar	2.3.4.3.15.5
Violet syrup	2.3.6.2.14.12
Violet syrup	2.3.6.2.15.7
Violet tea	2.3.4.3.19.3
Violet tea	2.3.4.3.20.10
Violet tisane	2.3.4.3.19.2
Violet tisane	2.3.4.3.20.11
Violet vinegar	2.3.4.3.12.3
Violet vinegar	2.3.4.3.13.4
Violet-tipped Argenteuil asparagus	2.3.2.1.2.8
Violeta	1.5.4.3.19.9
Viorica grapes	2.8.6.3.3.11
Viorica wine	2.8.6.3.20.10
Viosinho	2.2.1.2.3.9
Vipava dry-cured ham	2.6.1.2.14.1
Vipava prosciutto	2.6.1.2.6.3
Viravira	1.5.3.3.19.8
Virgin coconut oil	5.8.1.1.10.2
Virgin coconut oil	7.5.1.3.10.2
Virgin coconut oil	7.5.1.3.13.3
Virgin coconut oil	7.5.1.3.18.5
Virgin coconut oil	9.3.2.1.10.4
Virgin coconut oil	9.3.2.2.10.4
Virgin coconut oil	9.3.2.3.10.4
Virgin coconut oil	9.3.2.4.10.4
Virgin coconut oil	9.3.4.3.10.4
virgin coconut oil	9.5.1.1.10.4
virgin coconut oil	9.5.1.2.10.3
virgin coconut oil	9.5.1.2.13.2
virgin coconut oil	9.5.1.2.18.6
virgin coconut oil	9.5.1.2.19.6
virgin coconut oil	9.5.3.2.10.4
virgin coconut oil	9.5.5.2.10.5
Virgin olive oil	9.1.5.4.10.2
virgin olive oil	2.7.2.3.10.3
Virginia country ham	1.1.2.1.14.1
Virginia peanuts	1.1.2.1.5.1
Virginia peanuts	1.1.3.1.1.9
Virginia peanuts	1.1.3.1.18.2
Virginia peanuts	1.1.3.1.5.1
Virginia peanuts	1.1.3.3.5.1
visciole	2.4.3.3.3.2
visciole	2.4.4.1.18.11
visciole	2.4.4.1.3.1
visciole	2.4.4.2.3.10
visciole acidulate	2.4.4.1.12.8
visciole sciroppate	2.4.4.1.14.12
Vishnubhog rice	5.4.5.1.1.4
Vishnubhog rice	5.4.5.1.18.2
visner	2.4.3.3.14.20
visner	2.4.3.3.16.11
visner	2.4.3.3.20.29
Visoč pečenica, Visoč pečenica, Visočka pečenica	2.6.4.1.14.1
Visoč pečenica, Visoč pečenica, Visočka pečenica	2.6.4.1.18.2
Visoč pečenica, Visoč pečenica, Visočka pečenica	2.6.4.1.6.8
Vista Bella apples	1.1.14.2.3.8
vitela	2.2.1.1.6.19
vitello	2.4.1.4.6.1
vitello	2.4.3.4.6.16
vitello	2.4.6.3.6.4
vitello	2.5.4.3.6.22
vitello dell'Alto Adige	2.4.2.3.6.4
Vitellone Bianco dell'Appennino Centrale IGP	2.4.3.1.6.2
Vitellone Bianco dell'Appennino Centrale IGP	2.4.3.3.6.5
Vitellone Bianco dell'Appennino Centrale IGP	2.4.3.4.6.13
Vitellone Bianco dell'Appennino Centrale IGP	2.4.4.2.6.3
Vitelotte potatoes	2.3.9.1.1.11
vitet sec	2.2.6.1.8.7
vitet sec	2.2.6.2.8.12
Vitovska	2.6.1.2.16.11
Vitovska	2.6.1.2.20.7
Vittoria DOP Frappato	2.4.6.2.20.9
Vittoria DOP Nero d'Avola	2.4.6.2.20.10
Vittoria DOP Rosso	2.4.6.2.20.8
Vivaneau	1.4.7.3.6.8
Vivaneau	1.4.9.1.6.8
Vivaneau	1.4.9.2.6.9
Vivaneau	1.4.9.3.6.9
Vizcacha	1.8.1.3.6.18
Vjosa river fish	2.6.7.3.18.11
Vjosa river fish	2.6.7.3.6.7
vlaai dough	2.3.8.3.23.3
Vlaamse rauwmelkse geitenkaas	2.3.7.1.11.11
Vlachiko grapes	2.7.1.3.3.9
Vlašić cheese in brine, Vlašić cheese in brine, Vlašić cheese in brine	2.6.4.1.14.5
Vlasic cheese, Vlasic cheese, Vlašić cheese	2.6.4.1.11.12
Vlasic cheese, Vlasic cheese, Vlašić cheese	2.6.4.1.18.3
vlita	2.7.2.5.2.21
Vlora olive oil	2.6.7.4.10.3
voandzou	3.4.7.4.4.9
Voangory	3.8.1.1.18.1
vobla	8.1.1.3.6.12
voda	2.5.5.1.16.1
voda	2.5.5.2.16.1
voda	2.5.5.3.16.1
voda	2.5.6.1.16.1
voda	2.5.6.2.16.1
voda	2.5.6.3.16.1
Vodena cherries	2.7.1.5.18.8
Vodena cherries	2.7.1.5.3.3
Vodka	1.1.1.1.20.7
Vodka	1.1.1.2.20.8
Vodka	1.1.1.3.20.8
Vodka	1.1.2.1.20.9
Vodka	1.1.2.2.20.7
Vodka	1.1.2.3.20.7
Vodka	1.1.2.4.20.7
Vodka	2.9.1.4.20.14
Vodka	2.9.2.4.20.5
Vodka	2.9.5.1.20.7
Vodka	9.1.3.2.20.9
Vodka	9.1.4.3.14.12
Vodka	9.1.4.3.20.12
vodka	1.1.13.1.20.12
vodka	1.1.13.2.20.11
vodka	1.1.14.4.20.5
vodka	2.8.7.1.20.10
vodka	2.8.7.3.20.12
vodka	2.8.7.4.20.12
vodka	4.2.1.5.20.5
vodka	8.2.1.1.20.8
vodka	8.2.1.3.20.8
vodka	8.2.2.1.20.10
vodka	8.2.2.3.20.8
vodka	8.2.4.1.20.6
vodka	8.2.4.2.20.8
vodka	8.2.4.3.20.8
vodka	8.2.4.4.20.7
Vogelbeeren	2.5.2.1.19.6
Vogelbeeren	2.5.2.1.3.10
Vogerlsalat	2.5.3.1.17.7
Vogerlsalat	2.5.3.1.2.24
Vogerlsalat	2.5.3.2.2.26
Vogerlsalat	2.5.3.4.2.15
Voghera cedar mustard, Voghera cedar mustard, mostarda di cedro di Voghera	2.4.1.4.13.6
Voghera cherry mustard, Voghera cherry mustard, mostarda di ciliegie di Voghera	2.4.1.4.13.3
Voghera fig mustard, Voghera fig mustard, mostarda di fichi di Voghera	2.4.1.4.13.5
Voghera mustard, Voghera mustard, Mostarda di Voghera	2.4.1.4.13.1
Voghera mustard, Voghera mustard, Mostarda di Voghera	2.4.1.4.14.6
Voghera mustard, Voghera mustard, Mostarda di Voghera	2.4.1.4.18.5
Voghera peach mustard, Voghera peach mustard, mostarda di pesche di Voghera	2.4.1.4.13.4
Voghera pear mustard, Voghera pear mustard, mostarda di pere di Voghera	2.4.1.4.13.2
Voio lentils	2.7.1.5.4.4
Voivoi	9.3.2.2.18.14
Voivoi leaves	9.3.2.2.23.5
Volailles d'Alsace chicken	2.3.3.1.6.16
Volailles d'Alsace IGP	2.3.3.1.18.5
Volailles d'Alsace turkey	2.3.3.1.6.17
volaki	2.7.2.1.11.18
volandeira	2.2.2.1.6.20
volcanic ash	6.7.4.4.24.4
volcanic rock	9.5.2.1.24.2
volcanic stone, volcanic stone, piedra volcánica	1.6.4.2.24.5
Volga ukha	2.8.7.3.18.2
Volkameria inermis leaves	9.4.3.4.19.9
volkameria leaves	9.4.3.1.19.9
Vollkornbrot	2.5.1.1.1.14
Vollmilch	2.5.1.2.11.2
Vollmilch	2.5.4.4.11.2
Vollrahm	2.5.4.4.10.6
Vologda butter	2.8.7.5.10.1
Vologda butter	2.8.7.5.11.9
Volovsko srce tomatoes	2.6.5.3.2.15
volozhi	2.8.7.5.18.14
Volta clam	3.4.4.4.18.5
Volta clam	3.4.4.4.6.6
Volturara white bean, Volturara white bean, Fagiolo bianco di Volturara	2.4.5.1.4.5
Volunteer half-runner beans	1.1.4.2.4.9
Volunteer Tennessee half-runner beans	1.1.4.4.4.8
Vongole	9.1.3.3.6.13
vongole	2.4.1.2.6.36
vongole	2.4.2.2.6.20
vongole	2.4.3.3.6.9
vongole	2.4.4.3.6.17
vongole	2.4.6.2.6.15
vongole	2.4.7.1.6.21
vongole	2.4.7.2.6.26
vongole	2.4.7.4.6.9
Vorarlberg Alpine cheese PDO, Vorarlberg Alpine cheese PDO, Vorarlberger Alpkäse g.U.	2.5.3.3.18.8
Vorarlberg Alpine cheese, Vorarlberg Alpine cheese, Vorarlberger Alpkäse	2.5.3.3.11.14
Vorarlberg Alpine cheese, Vorarlberg Alpine cheese, Vorarlberger Alpkäse	2.5.3.3.14.10
Vorarlberg Alpine cheese, Vorarlberg Alpine cheese, Vorarlberger Alpkäse	2.5.3.3.18.30
Vorarlberg mountain cheese, Vorarlberg mountain cheese, Vorarlberger Bergkäse	2.5.3.3.11.13
Vorarlberg mountain cheese, Vorarlberg mountain cheese, Vorarlberger Bergkäse	2.5.3.3.14.9
Vorarlberg mountain cheese, Vorarlberg mountain cheese, Vorarlberger Bergkäse	2.5.3.3.18.29
Vorarlberg Räßkäse, Vorarlberg Räßkäse, Vorarlberger Räßkäse	2.5.3.3.11.17
Vorarlberger Kässpätzle, Vorarlberger Kässpätzle, Vorarlberger Kässpätzle	2.5.3.3.18.19
Vorarlberger mountain cheese PDO, Vorarlberger mountain cheese PDO, Vorarlberger Bergkäse g.U.	2.5.3.3.18.7
Vorarlberger Riebel	2.5.3.3.18.10
Voronezh plum	2.8.7.4.3.5
Voronezh plum jam	2.8.7.4.13.6
Vorvine	1.3.5.3.19.5
vorwiegend festkochende Kartoffeln	2.5.2.1.1.4
Vosges blueberries	2.3.3.2.18.15
Vosges blueberries	2.3.3.2.2.19
Voskehat grapes	4.2.2.1.20.8
Voskehat grapes	4.2.2.3.20.12
Voskehat grapes	4.2.2.3.3.2
Voskehat wine	4.2.2.3.20.2
Vossakvann	2.9.2.2.18.13
Vossakvann	2.9.2.2.19.1
Vossakvann	2.9.2.2.7.2
Vostilidi grapes	2.7.2.3.3.13
Vostizza currants	2.7.1.2.14.6
Vostizza currants	2.7.1.2.18.2
Voudomato grapes	2.7.2.1.3.8
Vouvray	2.3.2.2.16.1
Vouvray	2.3.2.2.20.1
Vouvray sec	2.3.2.2.12.7
Vrachanski Misket wine	2.8.5.2.20.13
Vranac	2.6.6.1.20.1
Vranac grapes	2.6.5.3.3.2
Vranac wine	2.6.5.3.20.2
Vranac wine	2.6.8.1.20.5
Vranec	2.6.9.2.20.6
Vranec wine	2.6.9.1.20.3
Vranje samsa	2.6.5.3.18.11
Vravrona tomatoes	2.7.1.1.18.1
Vravrona tomatoes	2.7.1.1.2.1
Vremščica cheese, Vremščica cheese, Vremščica cheese	2.6.1.2.11.12
vrshnik baking	2.6.9.3.24.4
Vudi	9.3.2.1.1.4
Vudi	9.3.2.2.1.5
Vudi	9.3.2.3.1.4
Vudi	9.3.2.4.1.7
Vugava	2.6.2.4.20.1
Vugava grapes	2.6.2.4.18.9
Vulture beer, Vulture beer, birra del Vulture	2.4.5.3.20.8
vurda	2.6.5.3.11.14
vurda	2.8.2.5.11.15
vurda	2.8.2.5.14.6
Vutu fruit	9.3.2.4.18.5
Vutu seeds	9.3.2.4.5.6
Vyann bef	1.4.5.4.6.1
Vyann kabrit	1.4.5.1.6.2
Vyann kabrit	1.4.5.2.6.3
Vyann kabrit	1.4.5.3.6.2
Vyann kabrit	1.4.5.4.6.2
Vyann kochon	1.4.5.1.6.3
Vyann kochon	1.4.5.2.6.1
Vyann kochon	1.4.5.3.6.3
Vyann kochon	1.4.5.4.6.3
Vytina feta	2.7.1.2.11.3
