1.1.8 Texas / Tex-Mex	1.1.7.5.24.6	1.1.8 Texas / Tex-Mex
Taichin rice	5.7.1.2.18.1	Taichin rice
tăieței cu mac	2.8.4.5.18.6	noodles with poppy seeds
tăieței cu nucă	2.8.4.5.18.7	noodles with walnuts
tăieței cu varză	2.8.4.5.18.8	noodles with cabbage
Taif mountain honey	4.5.1.3.15.3	Taif mountain honey
Taif mountain honey	4.5.1.3.18.5	Taif mountain honey
Taif pomegranate molasses	4.5.1.3.18.4	Taif pomegranate molasses
Taif pomegranates	4.5.1.3.3.1	Taif pomegranates
Taif rose honey	4.5.1.3.15.4	Taif rose honey
Taif rose honey	4.5.1.3.18.6	Taif rose honey
Taif rose petals	4.5.1.3.17.9	Taif rose petals
Taif rose petals	4.5.1.3.18.1	Taif rose petals
Taif rose petals	4.5.1.3.7.6	Taif rose petals
Taif rose water	4.5.1.3.18.2	Taif rose water
Taif rose water	4.5.1.3.19.1	Taif rose water
Taifi grapes	4.4.1.2.3.3	Taifi grapes
Taifi grapes	4.4.4.1.3.3	Taifi grapes
Taifi grapes	4.5.1.3.3.2	Taifi grapes
taiga herbal tea	8.2.4.2.20.4	taiga herbal tea
taiga herbal tea	8.2.4.3.20.5	taiga herbal tea
taiga honey	8.2.2.1.15.1	taiga honey
taiga honey	8.2.4.1.15.1	taiga honey
Taihe black-bone chicken	6.2.4.3.18.4	Taihe black-bone chicken
Taihe black-bone chicken	6.2.4.3.19.1	Taihe black-bone chicken
Taihe black-bone chicken	6.2.4.3.6.1	Taihe black-bone chicken
Taihe Chinese toon	6.2.4.2.18.8	Taihe Chinese toon
Taihe Chinese toon	6.2.4.2.2.1	Taihe Chinese toon
Taihu citrus	6.2.1.4.3.12	Taihu citrus
Taihu silverfish	6.2.1.1.18.8	Taihu silverfish
Taihu silverfish	6.2.1.1.6.10	Taihu silverfish
Taihu silverfish	6.2.1.4.18.7	Taihu silverfish
Taihu silverfish	6.2.1.4.6.3	Taihu silverfish
Taihu white shrimp	6.2.1.1.18.9	Taihu white shrimp
Taihu white shrimp	6.2.1.1.6.8	Taihu white shrimp
Taihu white shrimp	6.2.1.4.18.6	Taihu white shrimp
Taihu white shrimp	6.2.1.4.6.2	Taihu white shrimp
Taihu whitefish	6.2.1.1.18.7	Taihu whitefish
Taihu whitefish	6.2.1.1.6.11	Taihu whitefish
Taihu whitefish	6.2.1.4.18.5	Taihu whitefish
Taihu whitefish	6.2.1.4.6.1	Taihu whitefish
tail fat	4.1.1.3.10.9	tail fat
tail fat	4.1.2.2.10.7	tail fat
tail fat	4.1.3.1.10.3	tail fat
tail fat	4.1.5.3.10.6	tail fat
tail fat	4.2.2.1.10.5	tail fat
tail fat	4.2.2.3.10.5	tail fat
tail fat	4.2.3.1.10.3	tail fat
tail fat	4.2.3.5.10.4	tail fat
tail fat	4.6.5.1.10.3	tail fat
tail fat	4.6.5.1.6.7	tail fat
tail fat	5.1.1.1.10.4	tail fat
tail fat	5.1.1.3.10.6	tail fat
tail fat	5.1.2.2.10.4	tail fat
tail fat	5.1.2.3.10.3	tail fat
Taile rice	6.1.3.3.1.7	Taile rice
Tailor	9.1.1.4.6.8	Tailor
Tailor	9.1.2.1.6.20	Tailor
Tailor	9.1.4.1.6.13	Tailor
taimen	8.1.1.4.6.17	taimen
taimen	8.2.1.2.6.23	taimen
taimen	8.2.2.1.6.5	taimen
taimen	8.2.2.2.6.9	taimen
taimo	6.7.7.3.1.12	taimo
taimō	6.7.7.1.1.7	time
taimō	6.7.7.1.2.9	time
taimō	6.7.7.2.1.7	time
Taimour mangoes	4.5.4.2.3.5	Taimour mangoes
Tain Cheddar	2.1.2.2.11.12	Tain Cheddar
tainha	1.7.1.2.6.12	tainha
tainha	1.7.1.4.6.5	tainha
tainha	1.7.2.3.6.1	tainha
tainha	1.7.4.1.6.1	tainha
tainha	1.7.5.1.6.12	tainha
tainha	1.7.5.2.6.1	tainha
tainha	1.7.5.3.6.14	tainha
tainha escalada	1.7.5.2.14.1	tainha escalada
tainha escalada	1.7.5.2.18.4	tainha escalada
Tainong No. 1 mango	6.3.2.3.3.2	Tainong No. 1 mango
Tainung No. 13 jujube	6.5.2.3.3.4	Tainung No. 13 jujube
Tainung No. 2 papaya	6.5.2.3.3.11	Tainung No. 2 papaya
taioba	1.7.1.1.2.12	taioba
taioba	1.7.4.1.2.8	taioba
taioba	1.7.4.1.7.5	taioba
taioba	1.7.4.2.2.9	taioba
taioba	1.7.4.2.7.5	taioba
taioba	1.7.4.3.2.7	taioba
taioba	1.7.4.3.7.2	taioba
taioba	1.7.4.4.2.9	taioba
taioba	1.7.4.4.7.4	taioba
taioba	1.7.5.2.2.11	taioba
taioba	1.7.5.2.7.5	taioba
taioro	9.5.3.2.13.1	taioro
taioro	9.5.3.2.14.1	taioro
Taiping Houkui tea	6.2.4.1.20.2	Taiping Houkui tea
Taira turnips	6.7.2.1.2.17	Taira turnips
tairagi pen shells	6.7.6.3.18.16	tairagi pen shells
tairagi pen shells	6.7.6.3.6.11	tairagi pen shells
Taishan black tea	6.1.2.2.20.2	Taishan black tea
Taishan chestnut	6.1.2.2.5.1	Taishan chestnut
Taishan codonopsis root	6.1.2.2.19.3	Taishan codonopsis root
Taishan fleeceflower root	6.1.2.2.19.2	Taishan fleeceflower root
Taishan green tea	6.1.2.2.20.1	Taishan green tea
Taishan lithospermum root	6.1.2.2.19.4	Taishan lithospermum root
Taishan polygonatum	6.1.2.2.19.1	Taishan polygonatum
Taishan red-scale fish	6.1.2.2.18.12	Taishan red-scale fish
Taishan red-scale fish	6.1.2.2.6.13	Taishan red-scale fish
Taishan spring water	6.1.2.2.16.1	Taishan spring water
Taishan spring water	6.1.2.2.20.6	Taishan spring water
Taisho kintoki beans	6.7.1.2.4.5	Taisho kintoki beans
Taishō kintoki beans	6.7.1.3.4.4	Taishō kintoki beans
Taita	3.3.2.1.23.2	Taita
Taitung longan	6.5.3.3.3.4	Taitung longan
Taitung roselle	6.5.2.4.18.5	Taitung roselle
Taiwan Banana No. 5	6.5.2.3.3.9	Taiwan Banana No. 5
Taiwan cinnamon berries	6.5.3.2.8.4	Taiwan cinnamon berries
Taiwan oil millet	6.5.3.1.1.4	Taiwan oil millet
Taiwan oil millet	6.5.3.1.18.3	Taiwan oil millet
Taiwan salt	6.5.2.1.21.2	Taiwan salt
Taiwanese basil	6.5.1.1.7.3	Taiwanese basil
Taiwanese basil	6.5.2.2.7.3	Taiwanese basil
Taiwanese basil	6.5.2.4.7.3	Taiwanese basil
Taiwanese basil	6.5.3.2.7.1	Taiwanese basil
Taiwanese basil	6.5.3.2.9.5	Taiwanese basil
Taiwanese basil leaves	6.5.3.2.17.5	Taiwanese basil leaves
Taiwanese celery	6.5.2.2.9.6	Taiwanese celery
Taiwanese celery	6.5.2.4.9.6	Taiwanese celery
Taiwanese onions	6.5.2.1.9.3	Taiwanese onions
Taiwanese pickled cabbage	6.5.1.1.14.1	Taiwanese pickled cabbage
Taiwang banana	9.4.3.3.1.13	Taiwang banana
Taiwang banana	9.4.3.3.18.4	Taiwang banana
Taiyo no Tamago mangoes	6.7.6.5.18.5	Taiyo no Tamago mangoes
Taiyo no Tamago mangoes	6.7.6.5.3.10	Taiyo no Tamago mangoes
taiyuanjing sun vinegar	6.4.1.3.12.1	taiyuanjing sun vinegar
Tajadas de plátano	1.5.3.4.17.7	Banana slices
tajadas de plátano fritas	1.3.4.5.17.14	fried banana slices
tajadas de plátano maduro	1.3.7.1.17.4	ripe banana slices
tajadas de plátano maduro	1.3.7.2.17.5	ripe banana slices
tajadas de plátano maduro	1.3.7.3.17.4	ripe banana slices
Tajaditas de guineo verde	1.3.4.5.17.5	Green banana slices
tajagi	4.6.5.3.18.10	tajagi
tajarin	2.4.1.1.1.15	tajarin
Tajik lemon	8.1.4.1.18.1	Tajik lemon
Tajik lemon	8.1.4.1.19.8	Tajik lemon
Tajik lemon	8.1.4.2.19.8	Tajik lemon
Tajik lemon	8.1.4.3.18.2	Tajik lemon
Tajik lemon	8.1.4.3.19.6	Tajik lemon
Tajik lemon	8.1.4.3.3.1	Tajik lemon
tajin fish and tahini dip	4.3.1.1.13.9	tajin fish and tahini dip
Tajka grapes	2.6.7.2.3.4	Tajka grapes
Takagamine togarashi	6.7.4.2.2.29	Takagamine togarashi
Takagamine togarashi	6.7.4.2.8.4	Takagamine togarashi
Takamaka rum	3.8.4.1.20.11	Takamaka rum
Takamatsu monpei persimmons	6.7.5.1.3.11	Takamatsu monpei persimmons
takana	6.7.7.3.2.21	takana
takana flakes	6.7.6.4.17.8	takana flakes
takana furuzuke	6.7.6.3.14.2	takana furuzuke
takana greens	6.7.7.3.7.12	takana greens
takana leaves	6.7.4.4.23.2	takana leaves
takana leaves	6.7.4.4.7.4	takana leaves
takana leaves	6.7.6.4.7.4	takana leaves
takana mustard greens	6.7.4.4.2.17	takana mustard greens
takana mustard greens	6.7.6.4.2.19	takana mustard greens
takana-zuke	6.7.6.4.14.3	takana-zuke
takana-zuke	6.7.6.5.14.8	takana-zuke
takar coffee	7.3.1.2.20.6	takar coffee
Takayama gobo	6.7.4.1.2.19	Takayama gobo
Takayama gobo	6.7.4.1.9.8	Takayama gobo
Takayama mana	6.7.4.1.19.7	Takayama mana
Takayama mana	6.7.4.1.2.18	Takayama mana
Takayama mana leaves	6.7.4.1.7.7	Takayama mana leaves
takenoko no mizuni	6.7.4.2.14.11	takenoko no mizuni
Takermoust dates	3.1.2.4.18.14	Takermoust dates
Takermoust dates	3.1.2.4.3.5	Takermoust dates
Takezaki crab	6.7.6.1.18.17	Takezaki crab
Takezaki crab	6.7.6.1.6.19	Takezaki crab
Takezaki oysters	6.7.6.1.18.18	Takezaki oysters
Takezaki oysters	6.7.6.1.6.20	Takezaki oysters
takkmerit	3.1.2.4.11.9	takkmerit
takkmerit	3.1.2.4.18.5	takkmerit
Takko garlic	6.7.2.1.2.4	Takko garlic
Takko garlic	6.7.2.1.8.2	Takko garlic
Takko garlic	6.7.2.1.9.2	Takko garlic
taklilt	3.1.2.2.11.7	taklilt
taklilt	3.1.2.2.14.6	taklilt
taklilt	3.1.2.2.18.6	taklilt
tako	1.1.12.1.6.24	tako
tako	1.1.12.2.6.23	tako
tako	1.1.12.3.6.25	tako
tako	1.1.12.4.6.23	tako
takob-akob	7.2.4.1.12.7	takob-akob
takob-akob	7.2.4.1.3.16	takob-akob
takourayte	3.1.1.3.18.1	takourayte
takoyaki sauce	6.7.4.1.13.8	takoyaki sauce
taktouka	3.1.1.2.13.4	taktouka
takuan	6.7.4.1.14.7	takuan
takuan	6.7.4.2.14.10	takuan
takuan	6.7.6.4.14.4	takuan
tala fish slices	8.2.4.1.18.1	tala fish slices
talam sagu bakar	7.3.6.1.18.8	talam sagu bakar
Talapetraka	3.8.1.1.19.1	Talapetraka
talattouri	2.7.3.1.13.3	talattouri
talattouri	2.7.3.2.13.10	talattouri
talcenes	2.7.1.5.13.2	talcenes
Tale Sweet apples	2.1.1.4.3.7	Tale Sweet apples
Taleggio DOP	2.4.2.1.11.12	Taleggio DOP
talgan	8.2.2.2.1.10	talgan
talgan	8.2.2.2.18.1	talgan
talgan paste	8.2.2.2.13.3	talgan paste
talha de barro	2.2.1.4.18.8	clay carving
talha de barro	2.2.1.4.23.6	clay carving
talha de barro vidrado	2.2.1.2.23.6	glazed clay carving
Tali	5.5.5.5.18.9	Tali
Tali	5.5.5.5.3.20	Tali
Talinum shoots	7.4.1.2.2.34	Talinum shoots
Talinum shoots	7.4.1.2.7.7	Talinum shoots
Taliouine saffron	3.1.1.4.19.10	Taliouine saffron
Taliouine saffron	3.1.1.4.8.1	Taliouine saffron
Taliouine saffron threads	3.1.1.4.18.5	Taliouine saffron threads
talkan	8.1.2.3.1.7	talkan
talkan	8.1.2.3.18.1	talkan
talkan	8.2.1.1.1.9	talkan
talkan	8.2.1.2.1.12	talkan
talkan	8.2.1.2.18.1	talkan
tall coconut	7.1.1.4.3.1	tall coconut
tallarines	1.6.1.2.1.13	tallarines
tallarines	2.2.6.3.1.14	tallarines
Tallinn marzipan	2.9.6.1.18.1	Tallinn marzipan
tallo de papayo macho	1.3.6.4.2.20	male papaya stem
tallo de plátano	1.2.7.3.19.6	banana stem
tallos tiernos de arveja	1.3.1.1.7.20	young pea stems
tallow	3.1.1.3.10.7	tallow
talo	2.2.3.2.1.4	talo
talo	2.2.3.2.18.7	talo
talo	2.2.3.4.1.5	talo
talo de maíz	2.2.3.1.1.4	corn stalk
talo de maíz	2.2.3.1.18.8	corn stalk
Talo dough	2.3.4.2.1.10	Talo dough
Talo flour	2.3.4.2.1.6	Talo flour
talo Futuna	9.5.2.3.1.6	talo Futuna
talo Futuna	9.5.2.4.1.4	talo Futuna
talo futuna	9.5.2.1.1.4	talo futuna
talo futuna	9.5.2.2.1.3	talo futuna
talo Tonga	9.5.2.1.1.5	talo Tonga
talo Tonga	9.5.2.2.1.4	talo Tonga
talo Tonga	9.5.2.3.1.7	talo Tonga
talo Tonga	9.5.2.4.1.5	talo Tonga
Talo tortillas	2.3.4.2.23.2	Talo tortillas
Talyan root	7.4.2.3.18.1	Talyan root
tam buğday unu	4.1.3.1.1.3	whole wheat flour
Tama achar	5.7.1.2.13.7	Tama achar
Tama achar	5.7.1.2.14.6	Tama achar
Tama achar	5.7.1.3.13.4	Tama achar
Tama dalle ko achar	5.5.1.3.13.8	Tama dalle ko achar
Tamafukura soybeans	6.7.1.1.4.2	Tamafukura soybeans
Tamafukura soybeans	6.7.1.1.5.3	Tamafukura soybeans
Tămâioasă Românească	2.8.4.3.20.3	Romanian incense
Tămâioasă Românească wine	2.8.4.2.20.6	Aromatic Romanian wine
Tamajiman sake	6.7.3.1.16.7	Tamajiman sake
Tamajiman sake	6.7.3.1.20.2	Tamajiman sake
tamal	1.6.1.3.1.15	tamal
Tamal antioqueño	1.5.1.2.18.12	Antioquian tamale
Tamal asado batter	1.3.6.1.18.8	Tamal asado batter
tamal barbón de camarón	1.2.4.1.18.6	shrimp tamale
tamal de maíz	1.3.3.1.1.22	corn tamale
tamal de maíz	1.3.3.2.1.25	corn tamale
tamal de maíz	1.3.3.3.1.24	corn tamale
tamal de maíz	1.3.3.4.1.23	corn tamale
tamal de maíz	1.3.4.3.1.31	corn tamale
tamal de maíz	1.3.4.5.1.28	corn tamale
tamal de maíz	1.6.1.2.1.14	corn tamale
Tamal de ojoche	1.3.5.4.18.5	Ojoche tamale
Tamal dough	1.3.6.1.18.9	Tamal dough
Tamal en hoja	1.4.1.2.18.5	Tamale in leaf
tamal pizque	1.3.5.2.18.15	tamal pizque
Tamal santandereano	1.5.1.3.18.6	Tamal santandereano
Tamal valluno	1.5.2.4.18.10	Tamal valluno
Tamale masa	1.2.3.5.1.23	Tamale masa
Tamale masa	1.2.3.6.1.23	Tamale masa
Tamales	1.3.3.2.18.10	Tamales
tamales	1.3.2.2.1.24	tamales
Tamales colados	1.3.2.4.18.10	Tamales colados
tamales de maíz	1.3.1.5.1.26	corn tamales
Tamales lojanos	1.5.4.3.18.10	Tamales lojanos
tamales verdes	1.6.1.1.1.13	tamales verdes
tamalitos blancos	1.3.1.1.1.35	tamalitos blancos
tamalitos de elote	1.3.1.2.1.28	corn tamales
Tamaren	1.4.5.2.12.7	Tamaren
tamari	1.1.12.1.13.2	tamari
tamari	1.1.12.2.13.2	tamari
tamari	1.1.12.3.13.2	tamari
tamari	1.1.12.4.13.2	tamari
tamari	6.7.4.3.13.4	tamari
tamari soy sauce	6.7.3.2.13.3	tamari soy sauce
tamari soy sauce	6.7.4.4.13.3	tamari soy sauce
tamari soy sauce	6.7.5.2.13.4	tamari soy sauce
tamari soy sauce	6.7.5.3.13.3	tamari soy sauce
tamari soy sauce	6.7.5.3.14.3	tamari soy sauce
tamari soy sauce	6.7.5.3.18.5	tamari soy sauce
Tamarillo	5.5.1.3.12.1	Tamarillo
Tamarillo	5.5.1.3.3.9	Tamarillo
Tamarillo	7.4.1.3.19.5	Tamarillo
Tamarillo	7.4.1.3.3.7	Tamarillo
tamarillo	9.2.2.1.18.3	tamarillo
tamarillo	9.2.2.1.3.8	tamarillo
tamarillo	9.2.2.2.3.24	tamarillo
tamarillo	9.2.2.3.18.3	tamarillo
tamarillo	9.2.2.3.3.10	tamarillo
tamarillo pulp	9.2.2.1.12.4	tamarillo pulp
tamarillo pulp	9.2.2.2.12.8	tamarillo pulp
tamarillo pulp	9.2.2.3.12.5	tamarillo pulp
tamarillo relish	9.2.2.1.13.6	tamarillo relish
tamarillo relish	9.2.2.1.14.4	tamarillo relish
Tamarillos	3.6.1.2.3.7	Tamarillos
Tamarin	1.4.7.3.12.6	Tamarin
Tamarin	1.4.9.1.12.6	Tamarin
Tamarin	1.4.9.2.12.6	Tamarin
Tamarin	1.4.9.2.3.17	Tamarin
Tamarin	1.4.9.3.12.6	Tamarin
Tamarind	1.2.2.8.3.18	Tamarind
Tamarind	1.2.2.9.3.17	Tamarind
Tamarind	1.2.3.5.3.13	Tamarind
Tamarind	1.2.3.6.3.13	Tamarind
Tamarind	1.2.4.6.3.12	Tamarind
Tamarind	1.3.1.2.12.3	Tamarind
Tamarind	1.3.1.2.3.8	Tamarind
Tamarind	1.3.3.2.3.11	Tamarind
Tamarind	1.3.3.3.12.4	Tamarind
Tamarind	1.3.3.3.3.11	Tamarind
Tamarind	1.3.3.4.12.4	Tamarind
Tamarind	1.3.3.4.19.8	Tamarind
Tamarind	1.3.3.4.3.11	Tamarind
Tamarind	1.3.4.3.19.5	Tamarind
Tamarind	1.3.4.3.3.15	Tamarind
Tamarind	1.3.5.1.3.9	Tamarind
Tamarind	1.3.5.3.12.3	Tamarind
Tamarind	1.3.5.3.3.6	Tamarind
Tamarind	1.4.4.2.12.6	Tamarind
Tamarind	1.4.4.3.12.5	Tamarind
Tamarind	1.4.4.3.3.16	Tamarind
Tamarind	1.4.4.4.12.5	Tamarind
Tamarind	1.4.4.4.3.15	Tamarind
Tamarind	1.4.6.1.3.19	Tamarind
Tamarind	1.4.6.2.3.4	Tamarind
Tamarind	1.4.6.3.3.16	Tamarind
Tamarind	1.4.6.4.3.18	Tamarind
Tamarind	1.4.7.1.3.17	Tamarind
Tamarind	1.4.7.2.3.16	Tamarind
Tamarind	1.4.7.4.3.16	Tamarind
Tamarind	1.4.8.1.3.11	Tamarind
Tamarind	1.4.8.2.3.23	Tamarind
Tamarind	3.2.1.4.18.4	Tamarind
Tamarind	3.2.1.4.19.11	Tamarind
Tamarind	3.2.1.4.3.14	Tamarind
Tamarind	3.2.2.3.19.3	Tamarind
Tamarind	3.2.2.3.3.11	Tamarind
Tamarind	3.2.2.4.19.8	Tamarind
Tamarind	3.2.2.5.19.9	Tamarind
Tamarind	3.2.2.5.3.11	Tamarind
Tamarind	3.2.3.4.3.9	Tamarind
Tamarind	3.3.1.5.12.1	Tamarind
Tamarind	3.3.1.5.19.5	Tamarind
Tamarind	3.3.1.5.2.23	Tamarind
Tamarind	3.3.2.3.18.5	Tamarind
Tamarind	3.3.2.3.19.6	Tamarind
Tamarind	3.3.2.3.3.13	Tamarind
Tamarind	3.3.3.1.3.11	Tamarind
Tamarind	3.5.1.4.3.12	Tamarind
Tamarind	3.5.5.2.12.1	Tamarind
Tamarind	3.5.5.2.18.3	Tamarind
Tamarind	3.5.5.2.19.7	Tamarind
Tamarind	3.5.5.2.3.19	Tamarind
Tamarind	3.6.1.1.19.6	Tamarind
Tamarind	3.6.1.1.3.11	Tamarind
Tamarind	3.6.1.3.19.4	Tamarind
Tamarind	3.6.2.1.19.7	Tamarind
Tamarind	3.6.2.1.3.15	Tamarind
Tamarind	3.6.2.2.3.14	Tamarind
Tamarind	3.6.3.4.19.7	Tamarind
Tamarind	3.6.3.4.3.13	Tamarind
Tamarind	3.8.1.2.3.11	Tamarind
Tamarind	3.8.1.3.3.4	Tamarind
Tamarind	3.8.1.4.3.2	Tamarind
Tamarind	3.8.2.1.3.13	Tamarind
Tamarind	3.8.2.2.3.13	Tamarind
Tamarind	3.8.3.3.3.9	Tamarind
Tamarind	3.8.4.2.19.4	Tamarind
Tamarind	3.8.4.2.3.2	Tamarind
Tamarind	3.8.5.1.3.8	Tamarind
Tamarind	3.8.5.2.3.8	Tamarind
Tamarind	3.8.5.3.3.9	Tamarind
Tamarind	4.5.1.1.19.3	Tamarind
Tamarind	4.5.1.1.3.12	Tamarind
Tamarind	4.5.1.3.12.3	Tamarind
Tamarind	4.5.1.3.19.6	Tamarind
Tamarind	4.5.4.4.12.3	Tamarind
Tamarind	4.5.5.1.12.5	Tamarind
Tamarind	4.5.5.3.12.5	Tamarind
Tamarind	4.5.5.3.3.13	Tamarind
Tamarind	4.5.6.1.12.5	Tamarind
Tamarind	4.5.6.3.12.5	Tamarind
Tamarind	5.3.1.2.12.5	Tamarind
Tamarind	5.3.2.2.12.7	Tamarind
Tamarind	5.3.3.1.12.3	Tamarind
Tamarind	5.3.3.1.8.19	Tamarind
Tamarind	5.3.3.4.12.8	Tamarind
Tamarind	5.3.4.2.12.8	Tamarind
Tamarind	5.3.4.2.3.11	Tamarind
Tamarind	5.3.4.3.12.7	Tamarind
Tamarind	5.3.4.4.12.8	Tamarind
Tamarind	5.3.5.1.12.8	Tamarind
Tamarind	5.3.5.2.12.8	Tamarind
Tamarind	5.3.5.3.12.5	Tamarind
Tamarind	5.3.5.3.3.15	Tamarind
Tamarind	5.4.1.1.12.4	Tamarind
Tamarind	5.4.1.2.12.1	Tamarind
Tamarind	5.4.1.3.12.3	Tamarind
Tamarind	5.4.1.4.12.5	Tamarind
Tamarind	5.4.2.1.12.2	Tamarind
Tamarind	5.4.2.2.12.1	Tamarind
Tamarind	5.4.2.3.12.3	Tamarind
Tamarind	5.4.2.4.12.1	Tamarind
Tamarind	5.4.3.1.12.3	Tamarind
Tamarind	5.4.3.2.12.3	Tamarind
Tamarind	5.4.3.3.12.3	Tamarind
Tamarind	5.4.4.1.12.5	Tamarind
Tamarind	5.4.4.4.12.3	Tamarind
Tamarind	5.4.4.4.3.12	Tamarind
Tamarind	5.4.4.4.8.12	Tamarind
Tamarind	5.4.5.1.12.6	Tamarind
Tamarind	5.4.5.2.12.1	Tamarind
Tamarind	5.4.5.2.3.11	Tamarind
Tamarind	5.4.5.3.12.2	Tamarind
Tamarind	5.5.2.4.12.1	Tamarind
Tamarind	5.5.2.4.3.12	Tamarind
Tamarind	5.5.2.4.8.9	Tamarind
Tamarind	5.5.5.2.12.5	Tamarind
Tamarind	5.5.5.4.12.4	Tamarind
Tamarind	5.5.5.4.3.18	Tamarind
Tamarind	5.6.2.1.12.1	Tamarind
Tamarind	5.6.2.2.12.1	Tamarind
Tamarind	5.6.2.3.12.1	Tamarind
Tamarind	5.6.2.4.12.1	Tamarind
Tamarind	5.6.2.5.12.1	Tamarind
Tamarind	5.6.2.5.3.16	Tamarind
Tamarind	5.6.3.1.12.1	Tamarind
Tamarind	5.6.3.2.12.1	Tamarind
Tamarind	5.6.3.3.12.1	Tamarind
Tamarind	5.6.3.3.3.12	Tamarind
Tamarind	5.6.3.4.12.1	Tamarind
Tamarind	5.6.4.1.12.1	Tamarind
Tamarind	5.6.4.2.12.1	Tamarind
Tamarind	5.6.4.3.12.1	Tamarind
Tamarind	5.6.4.3.3.12	Tamarind
Tamarind	5.6.5.1.12.1	Tamarind
Tamarind	5.6.5.2.12.1	Tamarind
Tamarind	5.6.5.2.3.13	Tamarind
Tamarind	5.6.5.3.12.1	Tamarind
Tamarind	5.6.5.3.3.13	Tamarind
Tamarind	5.7.1.1.12.3	Tamarind
Tamarind	5.8.1.4.12.1	Tamarind
Tamarind	5.8.1.5.12.1	Tamarind
Tamarind	7.4.1.1.12.2	Tamarind
Tamarind	7.4.1.4.12.5	Tamarind
Tamarind	7.4.1.4.3.19	Tamarind
Tamarind	7.5.1.1.12.1	Tamarind
Tamarind	7.5.1.1.19.6	Tamarind
Tamarind	7.5.1.2.12.1	Tamarind
Tamarind	7.5.1.2.8.7	Tamarind
Tamarind	7.5.2.1.12.4	Tamarind
Tamarind	7.5.2.1.19.5	Tamarind
Tamarind	7.5.2.1.8.10	Tamarind
Tamarind	7.5.2.2.12.1	Tamarind
Tamarind	7.5.2.2.19.4	Tamarind
Tamarind	7.5.2.2.3.13	Tamarind
Tamarind	7.5.2.2.8.9	Tamarind
Tamarind	7.5.2.3.12.1	Tamarind
Tamarind	7.5.2.3.19.7	Tamarind
Tamarind	7.5.2.3.8.7	Tamarind
Tamarind	9.1.1.5.12.6	Tamarind
Tamarind	9.3.4.1.12.5	Tamarind
tamarind	1.1.12.4.3.28	tamarind
tamarind	2.1.1.1.12.6	tamarind
tamarind	2.1.1.2.12.5	tamarind
tamarind	3.4.1.1.12.1	tamarind
tamarind	3.4.1.2.19.8	tamarind
tamarind	3.4.1.3.19.3	tamarind
tamarind	3.4.1.4.19.7	tamarind
tamarind	3.4.2.3.19.6	tamarind
tamarind	3.4.3.2.19.7	tamarind
tamarind	3.7.1.1.12.6	tamarind
tamarind	3.7.1.3.12.3	tamarind
tamarind	3.7.5.1.3.13	tamarind
tamarind	3.7.5.3.3.13	tamarind
tamarind	4.4.1.1.12.5	tamarind
tamarind	4.4.2.1.12.2	tamarind
tamarind	4.4.3.1.12.1	tamarind
tamarind	4.4.3.1.19.3	tamarind
tamarind	4.4.3.1.9.4	tamarind
tamarind	4.6.4.1.12.1	tamarind
tamarind	4.6.4.2.12.1	tamarind
tamarind	4.6.4.3.12.1	tamarind
tamarind	5.2.1.1.12.3	tamarind
tamarind	5.2.2.1.12.3	tamarind
tamarind	5.2.2.2.12.1	tamarind
tamarind	5.2.2.3.12.1	tamarind
tamarind	6.4.2.3.3.20	tamarind
tamarind	7.1.1.1.3.3	tamarind
tamarind	7.1.1.2.3.11	tamarind
tamarind	7.1.1.4.19.6	tamarind
tamarind	7.1.1.4.3.11	tamarind
tamarind	7.1.1.5.12.2	tamarind
tamarind	7.1.2.1.3.6	tamarind
tamarind	7.1.2.2.3.7	tamarind
tamarind	7.1.2.3.3.2	tamarind
tamarind	7.1.3.1.19.9	tamarind
tamarind	7.1.3.1.3.10	tamarind
tamarind	7.1.3.2.3.2	tamarind
tamarind	7.1.3.3.19.5	tamarind
tamarind	7.1.3.3.3.6	tamarind
tamarind	7.1.3.4.3.9	tamarind
tamarind	7.1.4.1.19.7	tamarind
tamarind	7.1.4.1.3.6	tamarind
tamarind	7.1.4.2.19.6	tamarind
tamarind	7.1.4.2.3.8	tamarind
tamarind	7.1.4.3.12.3	tamarind
tamarind	7.1.4.3.3.9	tamarind
tamarind	7.1.5.1.3.3	tamarind
tamarind	7.1.5.2.19.6	tamarind
tamarind	7.1.5.2.3.5	tamarind
tamarind	7.1.5.3.3.4	tamarind
tamarind	7.1.5.4.3.5	tamarind
tamarind	7.1.6.1.3.19	tamarind
tamarind	7.1.6.2.3.11	tamarind
tamarind	7.1.6.3.3.11	tamarind
tamarind	7.1.6.4.3.10	tamarind
tamarind	7.1.6.5.3.16	tamarind
tamarind	7.1.7.3.3.8	tamarind
tamarind	7.1.8.4.12.6	tamarind
tamarind	7.1.9.1.12.4	tamarind
tamarind	7.1.9.3.12.5	tamarind
tamarind	7.2.1.4.19.11	tamarind
tamarind	7.2.2.3.19.6	tamarind
tamarind	7.2.4.4.12.2	tamarind
tamarind	7.3.1.1.12.3	tamarind
tamarind	7.3.1.2.12.6	tamarind
tamarind	7.3.3.1.19.7	tamarind
tamarind	9.4.1.1.3.31	tamarind
tamarind	9.4.2.2.3.34	tamarind
tamarind	9.5.5.1.3.24	tamarind
tamarind	9.5.5.2.3.21	tamarind
Tamarind balls	9.3.2.1.14.8	Tamarind balls
Tamarind balls	9.3.2.2.14.8	Tamarind balls
