2.8.4 Romania	2.2.1.3.24.106	2.8.4 Romania
Raffia palm wood	3.5.1.2.24.5	Raffia palm wood
Raffia sap	3.5.3.4.16.5	Raffia sap
Raffia sap	3.5.3.4.20.4	Raffia sap
Raffia sap	3.5.5.1.16.5	Raffia sap
Raffia sap	3.5.5.1.20.4	Raffia sap
Raffia ties	3.8.1.4.23.3	Raffia ties
Raffia wine	3.5.3.4.14.11	Raffia wine
Raffia wine	3.5.3.4.20.2	Raffia wine
Raffia wine	3.5.5.1.20.2	Raffia wine
rafia	2.4.5.1.23.3	rafia
Ragag	4.5.3.3.18.9	Ragag
Ragag dough	4.5.1.1.23.2	Ragag dough
Ragi	5.5.4.2.1.8	Ragi
Ragi	5.6.1.1.1.17	Ragi
Ragi	5.6.2.1.1.8	Ragi
Ragi	5.6.3.2.1.6	Ragi
Ragi	5.6.3.3.1.8	Ragi
Ragi	5.6.3.4.1.9	Ragi
Ragi	5.6.4.1.1.8	Ragi
Ragi	5.6.4.2.1.11	Ragi
Ragi	5.6.4.3.1.7	Ragi
Ragi	5.6.5.1.1.14	Ragi
Ragi	5.6.5.2.1.15	Ragi
Ragi	5.6.5.3.1.11	Ragi
ragi	7.2.1.2.20.7	ragi
ragi	7.2.1.2.22.2	ragi
ragi	7.2.3.1.20.8	ragi
ragi	7.2.3.1.22.2	ragi
ragi	7.2.3.2.20.8	ragi
ragi	7.2.3.2.22.2	ragi
ragi	7.2.3.3.20.7	ragi
ragi	7.2.3.3.22.1	ragi
ragi	7.2.4.1.20.6	ragi
ragi	7.2.4.1.22.2	ragi
ragi	7.2.4.3.20.8	ragi
ragi	7.2.4.3.22.2	ragi
Ragi ambali	5.6.4.3.20.3	Ragi ambali
Ragi ambali	5.6.5.3.20.7	Ragi ambali
Ragi ambli	5.6.3.2.20.5	Ragi ambli
Ragi ambli	5.6.3.3.20.5	Ragi ambli
Ragi ambli mix	5.6.3.3.18.10	Ragi ambli mix
Ragi flour	5.4.5.3.1.12	Ragi flour
Ragi flour	5.6.3.2.1.7	Ragi flour
Ragi flour	5.6.3.3.1.9	Ragi flour
Ragi flour	5.6.3.4.1.10	Ragi flour
Ragi flour	5.6.4.3.1.8	Ragi flour
Ragi flour	5.6.5.3.1.12	Ragi flour
Ragi koozh	5.6.2.3.14.4	Ragi koozh
Ragi koozh	5.6.2.3.20.7	Ragi koozh
Ragi mudde flour	5.6.3.2.18.4	Ragi mudde flour
Ragi mudde flour	5.6.3.3.18.3	Ragi mudde flour
Ragi sangati flour	5.6.4.3.18.1	Ragi sangati flour
Ragi tapai	7.5.1.1.22.1	Ragi tapai
Ragi tapai	7.5.1.2.22.1	Ragi tapai
ragi tape	7.3.2.1.22.2	ragi tape
ragi tape	7.3.2.2.22.2	ragi tape
ragi tape	7.3.3.1.22.2	ragi tape
ragi tape	7.3.3.2.22.2	ragi tape
ragi tape	7.3.3.3.22.1	ragi tape
ragi tape	7.3.4.2.22.2	ragi tape
ragi tape	7.3.4.4.22.1	ragi tape
ragi tape	7.3.5.1.22.2	ragi tape
ragi tape	7.3.5.2.22.2	ragi tape
ragi tape	7.3.5.3.22.2	ragi tape
Ragi yeast	7.5.1.3.22.7	Ragi yeast
Ragusano DOP	2.4.6.2.11.1	Ragusano DOP
Ragusano DOP	2.4.6.2.18.9	Ragusano DOP
Ragusano DOP stagionato	2.4.6.2.14.20	Ragusano DOP stagionato
Rahangala pear	5.8.1.2.18.2	Rahangala pear
Rahash	4.5.3.2.13.3	Rahash
Rahm	2.5.4.1.10.2	Rahm
Rahm	2.5.4.1.11.2	Rahm
Rahm	2.5.4.1.16.3	Rahm
Rahm	2.5.4.4.10.5	Rahm
Rahm	2.5.4.4.11.3	Rahm
Rahm	2.5.4.4.16.5	Rahm
Rahm	2.5.4.4.17.9	Rahm
Rahmsauce	2.5.2.4.13.12	Rahmsauce
Rahmsauce	2.5.3.1.13.10	Rahmsauce
Rahmsauce	2.5.4.4.13.7	Rahmsauce
Rai saag	5.5.1.3.7.1	Rai saag
raia	2.2.1.1.6.33	raia
raia	2.2.1.3.6.25	raia
raia	2.2.2.1.6.47	raia
raib	3.1.1.1.11.3	raib
raib	3.1.1.1.20.7	raib
raib	3.1.2.1.11.3	raib
raib	3.1.2.2.11.3	raib
raib	3.1.2.2.20.4	raib
raib	3.1.2.3.11.5	raib
raib	3.1.2.3.14.3	raib
raib	3.1.2.3.16.6	raib
raib	3.1.2.3.20.4	raib
raib	3.1.3.1.11.4	raib
raib	3.1.3.2.11.3	raib
raib	3.1.3.2.14.5	raib
raib culture	3.1.1.1.22.2	raib culture
raicilla	1.2.4.3.14.1	raicilla
raicilla de la costa	1.2.4.3.18.7	coastal root
raicilla de la costa	1.2.4.3.20.1	coastal root
Raiden long green onions	6.7.1.1.2.8	Raiden long green onions
Raiden long green onions	6.7.1.1.7.3	Raiden long green onions
Raiden long green onions	6.7.1.1.9.3	Raiden long green onions
Raiden melons	6.7.1.1.3.30	Raiden melons
Raiden potatoes	6.7.1.1.1.5	Raiden potatoes
Raiden watermelons	6.7.1.1.3.31	Raiden watermelons
Raifort d'Alsace	2.3.3.1.13.1	Raifort d'Alsace
raifort râpé	2.5.4.2.13.8	grated horseradish
raïm cabernet franc	2.2.5.2.3.21	Cabernet Franc grapes
raïm cabernet franc	2.2.5.3.3.24	Cabernet Franc grapes
raïm cabernet franc	2.2.5.4.3.22	Cabernet Franc grapes
raïm cabernet sauvignon	2.2.5.1.3.29	cabernet sauvignon grapes
raïm cabernet sauvignon	2.2.5.2.3.20	cabernet sauvignon grapes
raïm cabernet sauvignon	2.2.5.3.3.23	cabernet sauvignon grapes
raïm cabernet sauvignon	2.2.5.4.3.17	cabernet sauvignon grapes
raïm carinyena blanca	2.2.5.2.3.12	Carignan white grape
raïm carinyena grisa	2.2.5.2.3.13	gray carinyena raïm
raïm chardonnay	2.2.5.1.3.17	raïm chardonnay
raïm chardonnay	2.2.5.2.3.14	raïm chardonnay
raïm chardonnay	2.2.5.3.3.7	raïm chardonnay
raïm chardonnay	2.2.5.4.3.4	raïm chardonnay
raïm chenin blanc	2.2.5.1.3.19	raïm chenin blanc
raïm garnatxa blanca	2.2.5.1.3.11	white garnacha grape
raïm garnatxa blanca	2.2.5.2.3.5	white garnacha grape
raïm garnatxa blanca	2.2.5.4.3.5	white garnacha grape
raïm garnatxa grisa	2.2.5.2.3.7	grenache gray grape
raïm garnatxa negra	2.2.5.1.3.20	black grenache grape
raïm garnatxa negra	2.2.5.3.3.19	black grenache grape
raïm garnatxa negra	2.2.5.4.3.14	black grenache grape
raïm garnatxa peluda	2.2.5.1.3.23	hairy grenache grape
raïm garnatxa peluda	2.2.5.2.3.26	hairy grenache grape
raïm garnatxa roja	2.2.5.2.3.6	red Grenache grape
raïm gewurztraminer	2.2.5.2.3.15	raïm gewurztraminer
raïm gewürztraminer	2.2.5.3.3.9	raïm würztraminer
raïm gewürztraminer	2.2.5.4.3.10	raïm würztraminer
raïm godello	2.2.5.4.3.13	raïm godello
raïm macabeu	2.2.5.2.3.9	maccabean grape
raïm macabeu	2.2.5.3.3.5	maccabean grape
raïm macabeu	2.2.5.4.3.1	maccabean grape
raïm malbec	2.2.5.4.3.24	Malbec grapes
raïm malvasia	2.2.5.1.3.14	malvasia grape
raïm malvasia	2.2.5.2.3.16	malvasia grape
raïm malvasia	2.2.5.4.3.9	malvasia grape
raïm malvasia aromàtica	2.2.5.3.3.10	aromatic malvasia grape
raïm malvasia de Sitges	2.2.5.1.3.30	malvasia grapes from Sitges
raïm mandó	2.2.5.3.18.9	bossy grape
raïm mandó	2.2.5.3.3.18	bossy grape
raïm mataró	2.2.5.1.3.21	mataró grape
raïm merlot	2.2.5.1.3.27	merlot grape
raïm merlot	2.2.5.2.3.22	merlot grape
raïm merlot	2.2.5.3.3.21	merlot grape
raïm merlot	2.2.5.4.3.18	merlot grape
raïm monastrell	2.2.5.2.3.23	monasterello grape
raïm moscatell d'Alexandria	2.2.5.2.3.10	Muscat grapes from Alexandria
raïm moscatell d'Alexandria	2.2.5.3.3.14	Muscat grapes from Alexandria
raïm moscatell d'Alexandria	2.2.5.4.3.8	Muscat grapes from Alexandria
raïm moscatell de gra petit	2.2.5.1.3.15	small grain Muscat grapes
raïm moscatell de gra petit	2.2.5.2.3.11	small grain Muscat grapes
raïm moscatell de gra petit	2.2.5.3.3.15	small grain Muscat grapes
raïm pansa blanca	2.2.5.1.3.10	white raisin grapes
raïm pansa rosada	2.2.5.1.3.13	pink raisin grapes
raïm parellada	2.2.5.1.3.16	paired grapes
raïm parellada	2.2.5.3.3.6	paired grapes
raïm parellada	2.2.5.4.3.3	paired grapes
raïm petit verdot	2.2.5.4.3.23	small green grapes
raïm picapoll	2.2.5.1.3.12	grape picapollo
raïm picapoll blanc	2.2.5.2.3.17	white pomace grape
raïm picapoll blanc	2.2.5.3.18.8	white pomace grape
raïm picapoll blanc	2.2.5.3.3.4	white pomace grape
raïm picapoll negre	2.2.5.3.3.16	black pomace grape
raïm pinot noir	2.2.5.1.3.28	raïm pinot noir
raïm pinot noir	2.2.5.4.3.21	raïm pinot noir
raïm riesling	2.2.5.3.3.12	Riesling grapes
raïm riesling	2.2.5.4.3.6	Riesling grapes
raïm samsó	2.2.5.1.3.24	samson grape
raïm samsó	2.2.5.2.3.8	samson grape
raïm samsó	2.2.5.3.3.22	samson grape
raïm samsó	2.2.5.4.3.20	samson grape
raïm sauvignon blanc	2.2.5.1.3.18	white sauvignon grapes
raïm sauvignon blanc	2.2.5.2.3.18	white sauvignon grapes
raïm sauvignon blanc	2.2.5.3.3.8	white sauvignon grapes
raïm sauvignon blanc	2.2.5.4.3.7	white sauvignon grapes
raïm sumoll	2.2.5.1.3.22	soft grapes
raïm sumoll	2.2.5.3.3.17	soft grapes
raïm syrah	2.2.5.1.3.26	raïm syrah
raïm syrah	2.2.5.2.3.25	raïm syrah
raïm syrah	2.2.5.3.3.25	raïm syrah
raïm syrah	2.2.5.4.3.19	raïm syrah
raïm tempranillo	2.2.5.2.3.24	tempranillo grape
raïm trepat	2.2.5.3.18.10	crushed grapes
raïm trepat	2.2.5.3.3.26	crushed grapes
raïm trepat	2.2.5.4.3.16	crushed grapes
raïm ull de llebre	2.2.5.1.3.25	Hare's eye grapes
raïm ull de llebre	2.2.5.3.3.20	Hare's eye grapes
raïm ull de llebre	2.2.5.4.3.15	Hare's eye grapes
raïm verdejo	2.2.5.4.3.12	green grapes
raïm viognier	2.2.5.3.3.13	raïm viognier
raïm viognier	2.2.5.4.3.11	raïm viognier
raïm xarel·lo	2.2.5.2.3.19	raïm eats it
raïm xarel·lo	2.2.5.3.3.11	raïm eats it
raïm xarel·lo	2.2.5.4.3.2	raïm eats it
rainbow capsicum	7.2.1.3.18.9	rainbow capsicum
Rainbow Red kiwifruit	6.7.5.2.18.18	Rainbow Red kiwifruit
Rainbow Red kiwifruit	6.7.5.2.3.34	Rainbow Red kiwifruit
rainbow runner	9.4.2.3.6.6	rainbow runner
rainbow runner	9.4.4.1.6.16	rainbow runner
rainbow runner	9.4.4.2.6.7	rainbow runner
rainbow smelt	1.1.14.1.6.15	rainbow smelt
rainbow smelt	1.1.14.2.6.15	rainbow smelt
rainbow smelt	1.1.6.1.6.9	rainbow smelt
Rainbow trout	1.1.1.2.6.12	Rainbow trout
Rainbow trout	1.1.1.3.6.12	Rainbow trout
Rainbow trout	1.1.2.5.6.11	Rainbow trout
Rainbow trout	1.1.4.1.6.2	Rainbow trout
Rainbow trout	1.1.4.2.6.2	Rainbow trout
Rainbow trout	1.1.4.3.6.1	Rainbow trout
Rainbow trout	1.1.4.4.6.1	Rainbow trout
Rainbow trout	1.1.4.5.6.9	Rainbow trout
Rainbow trout	2.3.2.3.6.17	Rainbow trout
Rainbow trout	2.5.3.3.6.29	Rainbow trout
Rainbow trout	2.5.3.4.6.31	Rainbow trout
Rainbow trout	2.5.4.1.6.36	Rainbow trout
Rainbow trout	2.5.4.2.6.35	Rainbow trout
Rainbow trout	2.5.4.4.6.29	Rainbow trout
Rainbow trout	2.5.5.1.6.44	Rainbow trout
Rainbow trout	2.5.5.2.6.47	Rainbow trout
Rainbow trout	2.5.5.3.6.28	Rainbow trout
Rainbow trout	2.5.6.2.6.48	Rainbow trout
Rainbow trout	2.5.6.3.6.40	Rainbow trout
Rainbow trout	2.9.3.2.6.9	Rainbow trout
Rainbow trout	2.9.4.1.6.11	Rainbow trout
Rainbow trout	2.9.4.2.6.16	Rainbow trout
Rainbow trout	2.9.4.4.6.10	Rainbow trout
Rainbow trout	2.9.5.4.6.14	Rainbow trout
Rainbow trout	2.9.6.1.6.8	Rainbow trout
Rainbow trout	2.9.6.2.6.22	Rainbow trout
Rainbow trout	5.3.1.3.6.8	Rainbow trout
Rainbow trout	5.7.1.4.6.9	Rainbow trout
Rainbow trout	5.7.3.1.6.10	Rainbow trout
Rainbow trout	5.7.3.2.6.5	Rainbow trout
rainbow trout	1.1.11.4.6.6	rainbow trout
rainbow trout	1.1.11.5.6.7	rainbow trout
rainbow trout	1.1.13.2.6.5	rainbow trout
rainbow trout	1.1.14.1.6.11	rainbow trout
rainbow trout	1.1.14.2.6.11	rainbow trout
rainbow trout	1.1.6.1.6.5	rainbow trout
rainbow trout	1.1.6.2.6.6	rainbow trout
rainbow trout	1.1.6.4.6.11	rainbow trout
rainbow trout	1.1.6.6.6.7	rainbow trout
rainbow trout	1.1.7.1.6.16	rainbow trout
rainbow trout	1.1.7.2.6.17	rainbow trout
rainbow trout	1.1.7.4.6.14	rainbow trout
rainbow trout	1.1.7.5.6.17	rainbow trout
rainbow trout	1.1.8.2.6.22	rainbow trout
rainbow trout	1.1.8.4.6.24	rainbow trout
rainbow trout	1.1.8.6.6.23	rainbow trout
rainbow trout	1.1.9.1.6.13	rainbow trout
rainbow trout	1.1.9.3.6.14	rainbow trout
rainbow trout	1.1.9.4.6.13	rainbow trout
rainbow trout	1.1.9.5.6.10	rainbow trout
rainbow trout	3.7.4.3.18.4	rainbow trout
rainbow trout	3.7.4.3.6.9	rainbow trout
rainbow trout	3.7.8.3.6.7	rainbow trout
rainbow trout	4.2.2.1.6.8	rainbow trout
rainbow trout	4.2.3.5.6.4	rainbow trout
rainbow trout	4.4.4.2.6.8	rainbow trout
rainbow trout	5.2.3.2.6.6	rainbow trout
rainbow trout	5.2.3.3.18.3	rainbow trout
rainbow trout	5.2.3.3.6.7	rainbow trout
rainbow trout	5.2.3.4.6.6	rainbow trout
rainbow trout	6.4.5.2.6.19	rainbow trout
rainbow trout	6.7.3.2.6.15	rainbow trout
rainbow trout	6.7.5.2.6.16	rainbow trout
rainbow trout	6.7.6.3.6.20	rainbow trout
rainbow trout	9.2.2.2.6.25	rainbow trout
rainbow trout	9.2.3.2.6.19	rainbow trout
Rainchae	5.5.3.1.5.4	Rainchae
Rainchae	5.5.3.1.8.4	Rainchae
Rainfed rice	3.8.1.2.1.2	Rainfed rice
Rainfed rice	3.8.1.3.1.2	Rainfed rice
Rainforest cherry	9.1.4.2.3.23	Rainforest cherry
Rainforest spinach	9.1.4.1.2.19	Rainforest spinach
Rainier cherries	1.1.11.3.18.6	Rainier cherries
Rainier cherries	1.1.11.3.3.10	Rainier cherries
Rainwater	1.3.2.1.16.2	Rainwater
rainwater	2.7.2.1.16.2	rainwater
rainwater	9.4.2.3.16.4	rainwater
rainwater	9.4.2.3.20.5	rainwater
rainwater	9.4.4.2.16.2	rainwater
rainwater	9.4.4.3.16.2	rainwater
rainwater	9.4.5.1.16.2	rainwater
rainwater	9.4.5.2.16.2	rainwater
rainwater	9.4.5.3.16.2	rainwater
Rairaku sake	6.7.4.3.20.4	Rairaku sake
raised-bed taro	9.5.5.1.1.3	raised-bed taro
raised-bed taro	9.5.5.2.1.3	raised-bed taro
Raisin de mer	1.4.9.2.3.15	Sea grape
Raisin de mer	1.4.9.3.3.14	Sea grape
raisin distillate	4.6.1.3.18.7	raisin distillate
raisin distillate	4.6.1.3.20.6	raisin distillate
raisin grape	4.1.3.2.3.7	raisin grape
raisin grapes	1.1.10.3.18.4	raisin grapes
raisin grapes	1.1.10.3.3.11	raisin grapes
raisin grapes	4.6.3.3.3.3	raisin grapes
raisin grapes	6.4.5.4.3.6	raisin grapes
raisin molasses	4.3.1.1.15.4	raisin molasses
raisin molasses	4.3.1.3.15.4	raisin molasses
raisin molasses	4.3.2.5.15.4	raisin molasses
raisin syrup	6.4.4.3.15.6	raisin syrup
raisin yeast	3.7.1.1.22.2	raisin yeast
Raisins	1.3.1.1.14.6	Raisins
Raisins	1.3.2.1.14.7	Raisins
Raisins	1.3.2.2.14.7	Raisins
Raisins	1.3.2.4.14.7	Raisins
Raisins	2.2.7.5.14.9	Raisins
Raisins	2.3.3.1.17.7	Raisins
Raisins	3.3.3.1.17.2	Raisins
Raisins	3.6.2.4.14.3	Raisins
Raisins	3.6.2.4.18.3	Raisins
Raisins	4.5.1.1.14.4	Raisins
Raisins	4.5.1.1.3.14	Raisins
Raisins	4.5.1.3.14.4	Raisins
Raisins	4.5.2.2.14.6	Raisins
Raisins	4.5.3.2.17.6	Raisins
Raisins	4.5.4.1.14.4	Raisins
Raisins	4.5.4.1.17.8	Raisins
Raisins	4.5.4.3.14.7	Raisins
Raisins	4.5.4.4.14.6	Raisins
Raisins	4.5.4.4.17.5	Raisins
Raisins	4.5.4.4.3.6	Raisins
Raisins	4.5.5.1.17.2	Raisins
Raisins	4.5.5.2.17.8	Raisins
Raisins	4.5.5.4.14.6	Raisins
Raisins	4.5.6.3.17.2	Raisins
Raisins	4.5.6.3.3.12	Raisins
Raisins	5.6.1.1.17.6	Raisins
Raisins	5.6.1.2.17.7	Raisins
Raisins	5.6.1.3.17.7	Raisins
Raisins	9.1.2.3.14.2	Raisins
raisins	1.1.10.3.14.11	raisins
raisins	2.6.3.1.3.2	raisins
raisins	2.7.1.1.14.11	raisins
raisins	2.7.1.2.17.6	raisins
raisins	2.8.1.4.17.7	raisins
raisins	2.8.2.2.3.14	raisins
raisins	2.8.2.4.14.12	raisins
raisins	2.8.2.4.3.11	raisins
raisins	3.1.1.2.14.6	raisins
raisins	3.1.1.2.3.12	raisins
raisins	3.1.2.1.14.9	raisins
raisins	3.1.2.1.3.11	raisins
raisins	3.1.2.3.14.8	raisins
raisins	3.1.4.2.14.6	raisins
raisins	3.7.1.1.14.12	raisins
raisins	3.7.1.7.14.1	raisins
raisins	3.7.2.4.14.9	raisins
raisins	3.7.2.4.17.4	raisins
raisins	3.7.2.4.8.6	raisins
raisins	4.1.1.3.14.14	raisins
raisins	4.1.2.3.14.14	raisins
raisins	4.1.5.1.14.14	raisins
raisins	4.2.3.2.14.5	raisins
raisins	4.2.3.3.14.4	raisins
raisins	4.2.3.4.14.5	raisins
raisins	4.3.2.5.14.12	raisins
raisins	4.3.4.2.14.8	raisins
raisins	4.3.5.3.14.5	raisins
raisins	4.4.1.1.14.8	raisins
raisins	4.4.1.1.17.8	raisins
raisins	4.4.1.2.14.8	raisins
raisins	4.4.1.2.17.7	raisins
raisins	4.4.1.3.14.9	raisins
raisins	4.4.1.3.17.8	raisins
raisins	4.4.2.1.14.5	raisins
raisins	4.4.2.2.14.7	raisins
raisins	4.4.2.2.17.6	raisins
raisins	4.4.2.3.14.10	raisins
raisins	4.4.3.3.14.5	raisins
raisins	4.4.4.1.14.5	raisins
raisins	4.4.4.3.14.8	raisins
raisins	4.6.2.1.14.10	raisins
raisins	4.6.2.1.17.6	raisins
raisins	4.6.2.2.14.6	raisins
raisins	4.6.2.3.14.4	raisins
raisins	4.6.3.1.14.8	raisins
raisins	4.6.5.1.14.8	raisins
raisins	4.6.5.2.14.7	raisins
raisins	5.1.1.1.14.6	raisins
raisins	5.1.1.1.15.4	raisins
raisins	5.1.1.1.17.2	raisins
raisins	5.1.1.1.3.3	raisins
raisins	5.1.1.2.17.2	raisins
raisins	5.1.1.3.14.8	raisins
raisins	5.1.1.3.15.4	raisins
raisins	5.1.1.3.17.3	raisins
raisins	5.1.1.3.3.2	raisins
raisins	5.1.1.4.14.3	raisins
raisins	5.1.1.4.15.3	raisins
raisins	5.1.1.4.17.1	raisins
raisins	5.1.1.4.3.4	raisins
raisins	5.1.2.1.14.9	raisins
raisins	5.1.2.1.15.4	raisins
raisins	5.1.2.2.14.6	raisins
raisins	5.1.2.2.15.4	raisins
raisins	5.1.2.3.14.5	raisins
raisins	5.1.2.3.15.3	raisins
raisins	5.1.3.2.14.6	raisins
raisins	5.1.3.2.15.4	raisins
raisins	5.1.3.2.17.7	raisins
raisins	5.1.3.3.14.7	raisins
raisins	5.2.1.2.14.5	raisins
raisins	5.2.4.1.14.2	raisins
raisins	5.2.4.1.15.4	raisins
raisins	5.2.4.1.17.8	raisins
raisins	5.2.4.1.18.8	raisins
raisins	5.2.4.3.14.5	raisins
raisins	5.2.4.3.17.5	raisins
raisins	5.2.4.3.18.4	raisins
raisins	5.2.4.4.14.5	raisins
raisins	5.2.4.4.15.3	raisins
raisins	5.2.4.4.18.5	raisins
raisins	6.4.4.1.14.1	raisins
raisins	6.4.4.1.17.8	raisins
raisins	6.4.4.2.14.7	raisins
raisins	6.4.4.3.17.9	raisins
raisins	6.4.4.3.19.6	raisins
raisins	6.4.4.4.14.12	raisins
raisins	6.4.5.1.14.14	raisins
raisins	6.4.5.2.14.10	raisins
raisins	6.4.5.3.14.15	raisins
raisins	6.4.5.4.14.12	raisins
raisins	8.1.2.4.14.11	raisins
raisins	8.1.3.1.14.8	raisins
raisins	8.1.3.1.17.6	raisins
raisins	8.1.3.2.14.9	raisins
raisins	8.1.3.2.17.5	raisins
raisins	8.1.3.3.14.10	raisins
raisins	8.1.3.3.17.7	raisins
raisins	8.1.3.4.14.10	raisins
raisins	8.1.4.1.14.7	raisins
raisins	8.1.4.1.17.8	raisins
raisins	8.1.4.2.14.11	raisins
raisins	8.1.4.2.17.7	raisins
raisins	8.1.4.3.14.8	raisins
raisins	8.1.4.3.17.8	raisins
raisins	8.1.5.1.14.9	raisins
raisins Chasselas	2.5.4.2.3.16	raisins Chasselas
raisins Pinot Noir	2.5.4.2.3.17	raisins Pinot Noir
raita	5.1.2.2.13.6	raita
raita	5.2.1.1.13.4	raita
raita	5.2.1.3.13.8	raita
raita	5.2.1.4.13.6	raita
raita	5.2.2.1.13.5	raita
raita	5.2.2.2.13.5	raita
raita	5.2.2.3.13.6	raita
raita	5.2.3.1.13.4	raita
raita	5.2.3.2.13.4	raita
raita	5.2.4.1.13.6	raita
raita	5.2.4.2.13.6	raita
raita	5.2.4.3.13.8	raita
raita	5.2.4.4.13.5	raita
raíz de papaya	1.3.6.5.18.7	papaya root
raíz de papaya	1.3.6.5.2.11	papaya root
raíz de papayo	1.3.6.4.18.6	papaya root
raíz de papayo	1.3.6.4.2.21	papaya root
Rajapuri mango	5.4.1.1.3.2	Rajapuri mango
rajas de chilaca con queso	1.2.1.3.13.3	chilaca slices with cheese
rajas en vinagre	1.2.2.4.14.4	pickled slices
rajčata	2.5.5.1.2.19	tomatoes
rajčata	2.5.5.2.2.19	tomatoes
rajčata	2.5.5.3.2.6	tomatoes
rajčinový pretlak	2.5.6.1.13.5	tomato puree
rajčinový pretlak	2.5.6.2.13.9	tomato puree
rajčinový pretlak	2.5.6.3.13.5	tomato puree
rajčiny	2.5.6.1.2.24	tomatoes
rajčiny	2.5.6.3.2.20	tomatoes
Rajma	5.3.1.1.4.1	Rajma
Rajma	5.3.1.2.4.1	Rajma
Rajma	5.3.2.1.4.11	Rajma
Rajma	5.3.2.3.4.10	Rajma
Rajma	5.5.3.3.4.9	Rajma
Rajma	5.5.5.4.4.8	Rajma
Rajma beans	5.7.2.1.4.1	Rajma beans
Rajma beans	5.7.3.3.4.2	Rajma beans
rajský protlak	2.5.5.1.13.5	tomato puree
rajský protlak	2.5.5.2.13.5	tomato puree
rakı	4.1.1.1.20.6	raki
rakı	4.1.1.2.20.6	raki
rakı	4.1.1.3.20.6	raki
rakı	4.1.2.1.20.5	raki
rakı	4.1.2.3.20.11	raki
rakı	4.1.4.2.20.11	raki
rakı	4.1.5.4.20.10	raki
Rakfisk	2.9.2.1.14.1	Rakfisk
Rakfisk from Valdres	2.9.2.1.18.3	Rakfisk from Valdres
Rakhine ngapi	7.1.1.4.13.1	Rakhine ngapi
raki	2.7.1.2.20.10	raki
raki	2.7.2.1.20.8	raki
raki	2.7.2.2.20.8	raki
raki	2.7.3.2.20.7	raki
rakia	2.6.8.2.20.3	rakia
rakia	2.8.5.1.20.3	rakia
rakia	2.8.5.2.20.3	rakia
rakia	2.8.5.4.20.11	rakia
rakia	2.8.5.5.20.3	rakia
rakia	2.8.6.3.20.12	rakia
rakija	2.6.2.1.20.9	rakija
rakija	2.6.6.1.20.10	rakija
rakija	2.6.9.1.20.12	rakija
rakomelo	2.7.2.1.20.9	rakomelo
rakomelo	2.7.2.5.20.2	rakomelo
Raksi	5.5.1.3.20.6	Raksi
Raksi	5.7.1.1.20.9	Raksi
Raksi	5.7.1.3.20.2	Raksi
Raksi	5.7.3.2.20.6	Raksi
Raktsay Karpo apricot	5.3.1.3.3.3	Raktsay Karpo apricot
Rakzu	5.5.5.6.20.6	Rakzu
ram wrappers	7.1.8.1.1.10	ram wrappers
ram wrappers	7.1.8.1.23.5	ram wrappers
ram wrappers	7.1.8.4.1.12	ram wrappers
ram wrappers	7.1.8.4.23.3	ram wrappers
Ramandolo DOCG	2.4.2.2.20.9	Ramandolo DOCG
ramania	7.3.4.4.3.7	ramania
Ramas de guayaba	1.4.1.4.24.5	Guava branches
ramas de guayaba	1.2.6.2.24.4	guava branches
ramas de guayaba	1.3.5.1.24.6	guava branches
ramas de pixoy	1.2.6.2.24.5	pixoy branches
ramassin	2.4.1.1.3.3	ramassin
Ramato tomato	2.5.4.3.2.60	Ramato tomato
rambai	7.3.4.2.3.10	rambai
rambai	7.3.4.4.3.6	rambai
rambai fruit	7.2.1.1.3.12	rambai fruit
rambai leaves	7.2.1.1.23.2	rambai leaves
Ramban anardana	5.3.1.2.18.3	Ramban anardana
Ramban anardana	5.3.1.2.19.2	Ramban anardana
Ramboutan	1.4.9.1.3.25	Ramboutan
rambutã	1.7.1.3.3.18	rambuta
Rambutan	1.3.4.2.3.4	Rambutan
Rambutan	3.8.1.2.3.8	Rambutan
Rambutan	5.6.1.1.3.17	Rambutan
Rambutan	5.6.1.2.3.15	Rambutan
Rambutan	5.8.1.1.3.11	Rambutan
Rambutan	7.4.1.5.3.12	Rambutan
Rambutan	7.4.3.1.18.5	Rambutan
Rambutan	7.4.3.1.3.5	Rambutan
Rambutan	7.4.3.2.3.7	Rambutan
Rambutan	7.4.3.4.3.6	Rambutan
Rambutan	7.4.4.4.3.13	Rambutan
Rambutan	7.5.2.1.3.9	Rambutan
Rambutan	9.1.5.1.3.7	Rambutan
rambutan	1.1.12.1.3.26	rambutan
rambutan	1.1.12.2.3.23	rambutan
rambutan	1.1.12.3.3.22	rambutan
rambutan	1.1.12.4.18.12	rambutan
rambutan	1.1.12.4.3.24	rambutan
rambutan	7.1.3.1.3.18	rambutan
rambutan	7.1.4.1.3.11	rambutan
rambutan	7.1.6.5.3.4	rambutan
rambutan	7.1.9.1.3.13	rambutan
rambutan	7.1.9.2.3.9	rambutan
rambutan	7.2.1.2.3.11	rambutan
rambutan	7.2.1.4.3.9	rambutan
rambutan	7.2.3.1.3.13	rambutan
rambutan	7.2.3.2.3.13	rambutan
rambutan	7.2.3.3.3.2	rambutan
rambutan	7.2.4.1.3.13	rambutan
rambutan	7.2.4.2.3.14	rambutan
rambutan	7.3.7.3.3.11	rambutan
rambutan	9.4.2.2.3.30	rambutan
rambutan	9.4.3.3.3.16	rambutan
rambutan	9.5.5.1.3.23	rambutan
